"","baseMean","log2FoldChange","lfcSE","pvalue","padj","1_C1P_S1","10_S2_Diff_S10","11_F8P_Diff_S11","12_S3_Diff_S12","2_S1_S2","3_F6_S3","4_S2_S4","5_F8P_S5","6_S3_S6","7_C1P_Diff_S7","8_S1_Diff_S8","9_F6_Diff_S9"
"Dhx9",91562.2717795352,-0.548149800441786,0.162221695369756,5.42589325661732e-05,0.000845286446493377,100226,57323,69702,97957,117854,94830,119732,127865,99844,65413,68038,84182
"Glul",19666.6931620415,-0.309279989727741,0.117091406962436,0.00344214218721662,0.022683305947123,16792,15046,15174,26568,19482,22011,22722,24544,17917,22116,21586,16434
"Stx6",15748.3375409315,0.362596399551612,0.136503147314918,0.00230936207833169,0.0166523429919316,10208,13952,16166,24199,11880,14390,13601,16089,10612,25355,20575,18460
"Gm30472",60.2684243621157,1.98825640643032,0.310076979642236,1.29099559617204e-12,1.31412071146269e-10,17,77,92,110,30,20,35,23,32,100,113,101
"Abl2",34661.6382683246,-0.352149568465571,0.158224609694058,0.00780450058028661,0.0421893716597138,32694,24608,30814,42302,39871,33749,42867,51295,34985,27213,27640,32437
"Fam20b",32454.6540123242,-0.301242407903948,0.0887754311551288,0.000315666629843456,0.00352648564794216,26748,26604,24872,45257,36852,31479,39802,38924,32012,32028,34018,26456
"Rasal2",28001.3574958812,-0.574446270593759,0.259429942677996,0.00182240255828166,0.0139416122745743,25887,17891,20435,27264,39333,31207,40683,42182,35324,13919,15466,25119
"Cryzl2",627.765755579249,0.609474338238015,0.223288022870139,0.000336971596211752,0.00370916399000747,318,634,745,1031,528,488,506,513,416,684,897,964
"Brinp2",15110.5760859522,-1.30635296030558,0.305294487374884,3.72107458715803e-07,1.2022683053639e-05,18566,6330,5278,9813,16044,32587,24242,18061,18936,12615,6795,10018
"Cacybp",66183.625982015,-0.654382706395418,0.261794334240431,0.000545053019230755,0.00543344447041195,76033,35755,56031,55454,85123,68161,95113,114276,78763,33415,37583,57220
"Rabgap1l",9158.33522192053,-0.566460266637067,0.252455655224888,0.00176089179515646,0.0135800441532313,10151,6005,7714,9073,11667,8145,13251,14705,10939,4718,6028,7405
"LOC115487678",264.137831578572,-0.698632271861847,0.451317713472607,0.00494539617634126,0.0298933446012395,350,117,214,171,349,218,289,712,369,81,68,234
"Snord47",2667.7543420114,-0.700995432236413,0.332261937673455,0.00134687884944327,0.0110958691416536,3085,1440,2386,2120,3488,2809,3633,5244,3506,1283,918,1979
"LOC115487640",2496.97415555542,-0.569147779196157,0.315903076347122,0.00515904200810894,0.0308845093223426,3030,1298,2470,1924,3070,2628,3228,4743,3251,1186,925,2070
"Mir214",102.103776015074,-0.669462025487654,0.51336168623824,0.00825569562131186,0.0440268772846614,110,24,117,38,131,85,127,350,153,26,23,48
"Prrc2c",123548.850175789,-0.451729410898677,0.2367856592691,0.00808685678166268,0.0433137419807624,136781,75214,109213,118421,144638,132613,155219,204992,138947,73383,67444,128959
"Sele",699.345917826716,-1.39332602130154,0.447215085010554,1.81117824334604e-05,0.000343427726948035,1364,84,745,142,290,658,372,3837,334,567,95,358
"Slc19a2",13268.1930094977,0.491002096202161,0.123664681651692,8.2530116768805e-06,0.000174982206119825,10159,12992,14280,21562,10679,8279,12460,13035,10297,19609,14714,15895
"Gpr161",6930.50939365548,-0.683162077643277,0.27582350365769,0.000514981867272053,0.00521266791205264,6308,3784,6143,6048,8693,9026,9467,13148,7477,3717,3896,5747
"Rcsd1",1289.12476126009,1.66731706478219,0.266551050752522,8.21053844898032e-12,7.51820003216892e-10,581,1663,1392,2633,469,666,349,434,402,3101,2400,2264
"Cd247",240.154746643786,0.867104588114471,0.279082730400165,3.87349983152461e-05,0.000642590332019301,93,290,306,453,206,134,226,158,135,225,419,310
"Dusp27",78.2331155118948,1.41551387438971,0.483077769209523,2.88433474684576e-05,0.000506122303820994,68,75,158,144,18,16,22,46,18,268,67,107
"Tada1",9672.27412336637,-0.363020113227438,0.0848552101148732,5.98070106706716e-06,0.00013313091366808,9670,6922,8172,11077,10479,9948,11503,13364,9283,10080,8295,8778
"Nuf2",37003.4314836193,-0.385267918888159,0.149878889459757,0.00250042958841298,0.0177193335719607,39251,25813,31985,42021,42082,38133,46071,49788,37626,29287,28899,35999
"Rgs4",2129.00605548325,-1.06360951110324,0.301890765278719,7.25751892296202e-06,0.000157702501860716,2112,973,843,2062,2959,4063,2741,2593,2113,1891,1872,1400
"Hsd17b7",9631.39438096289,-0.653253583834226,0.179669932277053,1.04913691639077e-05,0.000214418635475614,8732,5691,7798,9550,11251,11032,13089,17096,10396,7456,7078,7542
"Uhmk1",58706.6600377488,-0.403479606307565,0.174614153682242,0.00437467367667896,0.0270917106693093,66129,37503,53240,61135,68547,63045,72562,84493,60272,45367,36988,58703
"Gm6345",196.403882959467,-0.555239021778842,0.17764127143474,0.000127326998761828,0.00172746852960646,250,105,152,194,246,215,235,278,212,178,130,175
"Atf6",48604.9760610609,0.832318161009965,0.123749047199113,3.30220826540826e-13,3.70288797418961e-11,30086,47821,64618,88044,33736,33263,36805,40906,29943,69526,58582,70418
"Gm9929",174.901155046629,1.1660995847212,0.363879754019671,1.94832661626707e-05,0.000364456637243645,77,170,294,334,133,89,131,108,104,138,238,340
"Gm39701",28802.7139074372,0.354038184937819,0.148862771357203,0.0052456349310123,0.0313110500621682,27525,27282,31249,45716,20834,22139,24761,24118,20019,39269,32381,39217
"n-TGgcc12",7.75765456866401,-0.575887871810548,0.757220948336248,0.00811994434703433,0.0434465713225218,3,4,1,8,28,6,2,20,11,1,8,1
"n-TGgcc13",5.31496946255136,-0.695456779436666,0.997344080493026,0.00147086590375771,0.0118619021953568,1,4,0,5,18,4,1,17,7,0,7,0
"Adamts4",6861.55438506928,-0.703356321339437,0.166488145474668,6.73440081663353e-07,2.0058757205112e-05,6925,4513,5391,7137,8267,7099,9663,11202,7660,5053,5010,4898
"Gm20045",571.56570681949,-0.605901016973347,0.301926439442261,0.00264475433320478,0.0184367864404824,669,254,439,370,802,587,717,1152,673,277,302,618
"Nectin4",153.63503206253,2.28171284558922,0.325416323495008,1.19423379890256e-14,1.60524926469153e-12,29,230,91,407,108,33,101,30,81,274,342,217
"Dcaf8",29700.152112784,0.264202271864186,0.10623602519023,0.00687400278942724,0.0383885806258826,23601,25826,30448,44447,22057,28984,24097,30565,19820,44230,35886,37292
"Slamf9",89.2124796661014,1.51654069939245,0.574239818884462,4.7022150403957e-05,0.000752677459405019,8,74,184,125,26,64,32,56,28,111,112,293
"Cfap45",1732.00590137517,0.560575368130352,0.12750842893662,7.24175818538906e-07,2.12976756506905e-05,1382,1480,1801,2519,1348,1256,1488,1601,1141,2854,2137,2478
"Exo1",19490.1617386933,-0.283702262770917,0.10508532011031,0.00337953283984267,0.0223338872104195,16961,15265,16985,24750,21602,19302,22723,25676,18909,18810,18906,17050
"Cep170",37721.4309729209,-0.600802068117824,0.230346683485878,0.000514155312159743,0.00520836847375732,41869,23680,28482,35821,46537,44514,50868,54729,43362,21725,23247,36763
"Gm36904",111.947747375677,0.975712753398399,0.384787137066689,0.000193032958158986,0.00237681039320951,42,139,197,203,80,45,76,109,46,122,156,171
"Hnrnpu",199948.865120535,-0.844863458097118,0.184780226447881,9.363199247718e-08,3.63586898195183e-06,235898,109359,145158,183867,253327,229331,267070,325089,228775,122945,133179,167781
"Kif28",799.872967028474,-0.507882346138846,0.251137245250492,0.00435081407658277,0.0270077620994269,819,485,713,793,1079,800,1014,1371,900,434,508,707
"Gm31668",6.47265804718337,0.859992770264967,0.860065884419141,0.00253471931460807,0.0178717314418348,2,6,10,23,0,0,0,2,0,15,14,14
"Coq8a",2840.33807787188,1.75112556670834,0.220642026170757,3.80323736685471e-17,6.99562143382249e-15,776,3379,4494,5834,873,1522,835,1698,729,5056,4930,5777
"Gm37336",4.19039099660667,0.850464919401638,1.06909862471942,0.0009357929776773,0.00837500766065527,0,2,8,8,8,0,2,0,4,6,9,5
"Psen2",6142.39280691326,0.449739018677209,0.141429232076548,0.000231771056076766,0.00275198599936224,3192,6381,5544,10660,6010,4325,5962,5108,4602,7320,9833,6759
"2900024J01Rik",12.3141478461966,0.671590357279041,0.677545502006348,0.00877603776492913,0.0460983807346691,2,11,6,40,16,5,4,4,9,19,11,31
"Gm39714",14.4536303709474,1.57531941521722,0.810981268441454,0.000138219017171313,0.00183553804373987,6,23,15,26,3,5,3,0,4,37,22,38
"Ephx1",15634.9974825276,0.667874669319626,0.208606060163476,5.06647274360958e-05,0.00079786015901538,11074,14596,17074,24258,11029,10933,11465,12704,9055,34367,23008,16232
"9130409I23Rik",32.9248862889066,0.761910748470056,0.576499712394833,0.00532999645915995,0.0316818396361045,19,34,104,40,28,7,12,31,14,40,36,36
"Gm33669",456.208524000611,0.475454345434432,0.191012564692112,0.00161781054458258,0.0127389670707293,230,490,515,786,427,337,419,331,334,500,768,459
"Gm39719",40.1775480923912,1.48310628648487,0.546901245218585,4.31327820076121e-05,0.000701125043346991,17,47,109,55,12,19,16,19,14,33,52,96
"Gm33725",128.468992144246,1.75974172321444,0.25801477204465,1.53612051445422e-13,1.80960174537026e-11,42,146,208,227,45,71,45,66,37,227,217,282
"Capn2",23986.3484360529,0.378272996761626,0.126485650146636,0.000746873895788533,0.00699785465629569,15924,23025,27582,39576,19464,16872,21305,26600,16127,30715,32492,27123
"Hhipl2",987.162430449499,1.31055150603769,0.152007160345645,3.5637613926816e-19,8.30316807146006e-17,426,1174,1087,2116,584,491,492,624,484,1663,1739,1533
"Gm39724",45.3709668819578,0.535123864987697,0.302081476887396,0.00659399166935697,0.0371392455854811,29,35,66,61,29,36,46,38,35,66,52,66
"1700056E22Rik",293.186168000209,1.61087668923247,0.161668233757808,6.60561967661823e-25,2.94709019146825e-22,130,352,388,571,145,113,144,172,119,584,520,456
"LOC118567650",87.4362902924534,-1.05870489463659,0.308090325891616,9.90620021036037e-06,0.000204754380213501,98,41,54,75,126,95,98,173,129,50,53,56
"Rab3gap2",25444.7251122489,-0.287447911257303,0.087575570264998,0.00050645672588585,0.00513782829467847,24774,19019,19556,33098,28361,22460,31006,30483,26489,27412,26046,20913
"Tgfb2",5250.71214719303,-0.908996604542286,0.241710003961655,3.19274916093569e-06,7.81199033321593e-05,5706,2585,2804,4451,8252,7128,8200,6264,6744,2727,3054,4431
"A430105J06Rik",195.01332789208,0.50473082160031,0.232772624957676,0.00310222187537605,0.0208562008671883,162,186,207,263,200,138,179,149,131,265,185,323
"Cenpf",25370.9881849049,-1.70732002280384,0.340770644474018,7.84137925040541e-09,3.97163964980075e-07,43315,7568,11702,11409,39460,25989,41831,48897,39842,5189,8618,14664
"Tatdn3",1782.17125498277,0.591256330630274,0.178600149996787,5.21247740763696e-05,0.000816284083351303,1312,1660,1721,3027,1106,1387,1389,1388,1022,3367,2582,2331
"Atf3",5322.00065015431,2.51502375998743,0.178086184844961,1.31605414174285e-47,2.75963392982059e-44,1115,7439,6981,12110,1628,1132,1843,2135,1475,12186,10980,8861
"Nenf",7550.23896074969,0.295450677600698,0.126631523755123,0.00865951291084006,0.0456463866836112,4757,7158,7427,11700,6488,5799,7347,7359,5942,9175,11780,7965
"Ppp2r5a",21631.2265194259,0.328104438577354,0.0846870849410631,4.22983409337201e-05,0.000690236506645274,15681,20169,23081,33770,18468,17675,19132,22747,15638,29151,26331,24977
"Gm32200",51.0610119951042,1.56586968727181,0.51282367754414,1.52267476324847e-05,0.000295365098155016,27,49,61,101,22,24,19,9,13,81,95,143
"Lpgat1",21767.8673958973,-0.649418935947764,0.132100536640247,3.09327568412173e-08,1.34291713913765e-06,24976,14354,16160,23186,26016,23663,28337,30821,23668,17766,15197,18213
"Nek2",42054.052556402,0.360614987727583,0.158478425550829,0.00650430512182287,0.0367327697547815,30167,45935,34943,77854,32826,29086,35590,32802,27537,67727,69655,38440
"Slc30a1",8017.60239371259,0.649875617983336,0.144273876943957,2.38494639979071e-07,8.37687454894664e-06,5654,7856,8984,12796,6741,5526,7079,7157,5851,11911,7695,11761
"Gstp-ps",3378.49867198387,0.553787552049947,0.194204055140371,0.000319682350532017,0.00355807813604346,1982,3664,3513,5974,2595,2041,2886,2646,2143,5479,6297,2770
"Rcor3",6088.51143196289,-0.724905169960461,0.190311367969263,3.76471934747364e-06,9.0352677161538e-05,6472,3834,3922,6134,7427,8555,8206,7897,6571,4553,4021,5485
"Gm39746",254.287242616887,-0.804193489700898,0.41253216732163,0.00141500828546689,0.011522838344837,380,71,140,162,390,322,331,462,311,82,82,297
"Traf3ip3",35.6195441481648,1.08188134245875,0.589974858137419,0.000775150982243273,0.00719846808975163,8,36,36,46,22,33,12,17,11,82,34,111
"G0s2",1161.63303786991,0.739429011935271,0.601773516208624,0.006382119978859,0.0362477448095055,421,1322,644,2344,377,1002,514,200,366,3097,1707,2849
"Fam171a1",7223.72880970025,-0.369401662844647,0.14571487020314,0.0030939519783564,0.0208273126915427,7808,5227,4615,8806,7418,7395,8654,9040,7103,9174,7039,5858
"Nmt2",17687.3136338978,-0.397321239122392,0.129235867171381,0.000494135655684557,0.00503965494360383,20733,11765,12689,19685,20537,18529,21901,21250,18484,19608,12980,15979
"Suv39h2",5630.90700560402,-0.608785293250535,0.188293930326954,6.19451322315804e-05,0.000943987992561053,5821,3537,4808,5989,7552,6221,7601,8084,6217,3769,3867,4215
"Hspa14",25988.3075870668,0.222915857591944,0.0900006930428702,0.0086036398049814,0.045431811400316,22429,20976,25499,35829,22150,22478,25186,27321,20221,35730,30013,31967
"Cdnf",243.823831824645,1.50214814099204,0.268057216975674,5.54186451236044e-10,3.6089241291828e-08,103,218,470,427,118,157,131,161,106,368,224,562
"Gm39751",13.1077239188754,0.973339125692347,0.717599774896934,0.00205860184563292,0.0153073837237861,0,14,16,38,2,8,2,7,4,32,20,28
"Upf2",7343.62273291269,-1.15131360671076,0.337558598982096,1.00986679948957e-05,0.000207731849804469,9769,2728,5315,4313,10367,8321,10936,15733,9370,2286,2989,5471
"Proser2",1487.31462740593,-1.34608955146847,0.206394327828999,2.7732889213322e-12,2.70479513448441e-10,1074,788,641,1185,2614,1828,2795,2433,1996,866,950,597
"Echdc3",1000.80955548972,0.585073983721484,0.117060572485315,3.10849234762982e-08,1.34464140540655e-06,698,915,1164,1546,798,657,947,971,708,1553,1260,1180
"Gata3",3355.46108757821,-0.873115303677688,0.125570296523279,6.93793723748045e-14,8.50769625337588e-12,4509,1519,2485,2518,3086,5340,3770,5805,3205,3503,1805,3063
"Taf3",6824.66599814452,-0.281580468615573,0.101308523427296,0.0026971539082481,0.0187521950603629,7240,5034,5649,8235,6641,6890,7861,8866,6163,8525,6249,5981
"Gm23608",5.67615943874103,-0.628255947328202,0.714316563299282,0.0092346051017888,0.0479783038601113,12,3,1,4,4,8,15,7,6,2,3,2
"Kin",3153.76661226719,-0.721042325150673,0.14211835868033,9.60663211951266e-09,4.76220966699908e-07,4237,1916,2426,3042,3356,3453,3949,4836,3172,2624,2293,2757
"Gm13261",1616.28439619207,0.521312309269644,0.230997140626745,0.00222567782575096,0.0162116916186737,1082,1412,2721,2411,1109,1017,1064,2123,963,2003,1756,2355
"Sfmbt2",15345.5106364421,-0.348947028050518,0.134908350499756,0.00309760533546673,0.0208452138252252,16582,10913,12259,18424,19091,14009,19701,18503,16193,12931,12491,14218
"E030013I19Rik",28.2386294752626,1.30980745668317,0.553089337181392,0.000142198069455222,0.00186709537783754,15,38,36,50,14,13,16,12,14,69,14,63
"LOC115489436",13.7048700774248,1.15630343983997,0.735738183402932,0.000858300135220999,0.00779121018850612,4,16,32,17,6,5,9,5,12,11,18,30
"LOC118568499",69.8158246138554,1.82976405832974,0.443384521438043,2.8117163818951e-07,9.63380405424155e-06,23,100,129,185,48,8,43,35,20,94,97,95
"Stamos",115.499260285631,1.1334002550635,0.358495229852014,2.31826557206621e-05,0.000421245327388703,46,113,208,235,118,49,111,71,63,122,167,126
"A930004D18Rik",1902.28953022268,-0.641595593090618,0.149685709353399,6.93478911521089e-07,2.05389255588781e-05,2228,984,1627,1736,2235,1965,2363,3433,1964,1783,1279,1499
"Skida1",3362.98087156496,-0.445015701136278,0.160176296986771,0.00087528988263265,0.00792143010311784,3311,2172,2959,3353,4084,3787,4453,4994,3398,2698,2287,3097
"Mllt10",11567.2639839158,-0.281872321963976,0.104443494085051,0.00342363154930785,0.02258261401618,11359,8574,10279,14565,13144,10645,13220,15480,11337,11832,10268,10025
"Bmi1",29288.055957454,-0.54991045296975,0.224271074826555,0.00109404745828854,0.00943301034245576,30797,18201,25610,27900,37648,31637,38362,47129,32026,17148,19293,26105
"Gm46725",62.9683266655975,0.549437343833123,0.340507225453606,0.00851373457674024,0.0450591873648829,33,58,52,95,70,46,87,38,34,95,73,98
"Pip4k2a",3844.22166257475,-0.708418667833969,0.115289530243842,1.96765874766685e-11,1.66370307579944e-09,4173,2115,2600,3625,5236,4255,5246,5456,4461,3047,2822,3211
"Arhgap21",22068.8851311415,-0.581561747779182,0.125408949747727,1.96801974245929e-07,7.05425743241518e-06,24793,13161,16916,21558,25123,27361,26222,32525,22562,20165,14914,21415
"Gad2",360.857092778491,-0.543098763834413,0.224128368365296,0.00123750110587115,0.0103465552986492,705,188,320,278,257,398,348,608,239,479,234,345
"Spopl",6116.42308616517,-0.753348766435151,0.300832739854671,0.000366469165448709,0.00396516611470277,7060,3159,4936,4676,9029,6493,8899,10138,7852,2452,3255,4827
"Il1rn",16.7093725456306,1.50811529705424,1.23687514705431,0.000156253965970392,0.00200888375992223,0,34,24,41,26,0,14,2,6,12,32,12
"Psd4",486.029850346418,-0.835154929429825,0.190947193849341,2.41156089195869e-07,8.45619069288993e-06,435,276,308,499,586,683,681,737,570,368,347,369
"Ehmt1",18826.9542165158,-0.428574003876385,0.0931947825390166,8.25424507110698e-07,2.40727767588376e-05,18888,13478,14676,22328,21102,20386,22864,24000,19381,18146,16060,16763
"Zmynd19",23396.2144487176,-0.383556734646306,0.136424770358527,0.00125588772453989,0.0104627372649491,23059,17767,16223,29280,25622,22603,28904,30559,21991,28111,24970,16553
"Dph7",4349.10849995427,0.377763467321402,0.137115051784112,0.00155177144997864,0.0123254149752281,3047,3991,4340,6807,3417,3895,3794,3855,2979,7090,5795,4863
"Gm52547",20.1482675441325,2.09488723613469,0.639772540543542,2.46206306516163e-06,6.23514497746066e-05,2,25,23,38,6,6,16,8,6,67,24,39
"Fam166a",23.9320819388247,0.66184737138148,0.430477377187608,0.00587816083113536,0.0341249043377845,21,18,40,24,11,21,13,14,17,57,15,45
"Tmem203",1296.41262957003,0.483861685893983,0.20685449854808,0.00229135304533797,0.0165737778570859,1067,1094,1415,1694,834,1269,992,1024,680,2836,1580,1671
"Fcna",6.87586866614057,0.691648744661353,0.860914634839683,0.00347827026692116,0.0228567374575587,0,8,23,19,0,2,0,1,0,2,13,18
"Camsap1",18651.8651920661,-0.37545358626095,0.0928549550912101,1.51810172132445e-05,0.000295205926665513,20179,13023,15767,22218,18600,19742,21673,25398,17849,20407,15167,17025
