"","baseMean","log2FoldChange","lfcSE","pvalue","padj","1_C1P_S1","10_S2_Diff_S10","11_F8P_Diff_S11","12_S3_Diff_S12","2_S1_S2","3_F6_S3","4_S2_S4","5_F8P_S5","6_S3_S6","7_C1P_Diff_S7","8_S1_Diff_S8","9_F6_Diff_S9"
"Scnm1",2607.75114364655,0.467005026691175,0.178016284488106,0.00117506860917676,0.00997167691858657,1929,2305,2763,4262,1699,1942,1862,2510,1498,5108,4086,2721
"Lysmd1",1680.3886940064,0.398809254817249,0.156670340666151,0.00242673289673891,0.0172896418857819,1021,1741,1652,2746,1380,1141,1477,1794,1095,2694,2468,1675
"Sema6c",483.688463577525,0.719691731689419,0.170927705881362,6.72650545350331e-07,2.0058757205112e-05,289,503,625,833,283,419,256,455,216,867,587,715
"Prune1",5768.4365109794,0.405452242704369,0.179975476056501,0.00498727810971461,0.0300894527494484,4043,5733,6257,9930,4977,3297,5040,5662,4281,9402,8287,4713
"Setdb1",16440.2995614493,-0.386435832750905,0.141701593655666,0.0015821371927759,0.0125333716642681,18149,11210,14195,20191,17313,14810,19725,23761,16205,18323,14960,11707
"Gm4349",1032.24793454433,-0.415049876917646,0.176931808020373,0.00367544263296691,0.0238312790880282,1150,523,834,1254,1164,873,1363,1541,1151,1044,950,752
"Ctsk",32.8723996772075,-0.803560371108434,0.460670353835131,0.00225461567781314,0.0163871875729857,52,11,16,22,52,25,38,51,64,22,18,17
"Golph3l",4956.97859000804,0.393091317306403,0.16016691661859,0.00324505005979764,0.0215928206969516,3919,4055,7281,7266,4036,3507,4241,5662,3579,6820,5417,5368
"Ciart",2303.66440500607,1.78773044213771,0.210050238335637,2.86010367845205e-19,6.81517204925694e-17,883,2980,3003,5280,983,689,1201,1248,958,5668,3780,2684
"Gm46815",71.6387476233482,0.694936136445396,0.385174524310848,0.00293358452807871,0.019998157987413,36,96,74,142,94,15,87,37,45,81,124,48
"BC107364",78.1791024034351,0.830052517289221,0.456380787361339,0.00175749282111577,0.0135737999874683,25,85,160,160,57,35,61,65,40,57,121,99
"Gm10685",75.043953585122,0.658144147365932,0.47646674338338,0.00780897629940275,0.0421918124251936,28,87,146,130,57,21,74,83,28,56,97,119
"Txnip",2794.09818773159,1.21395296730486,0.181895229292332,9.91943302414438e-13,1.02463345361223e-10,1131,3404,2948,5585,1886,1008,1940,2068,1638,4393,5418,3539
"Ankrd34a",119.345405736278,-1.7020939098479,0.288473157571615,6.49564711399756e-11,4.95298997576054e-09,212,30,82,64,136,198,123,269,146,76,50,40
"Itga10",561.72821958013,-0.577052200363909,0.257081616547066,0.00165683858255249,0.0129538584032599,659,321,571,520,619,540,674,1101,659,425,322,375
"Fmo5",185.512764713751,0.537976990450969,0.29464855980178,0.00575840841461266,0.0335449558059141,127,157,374,236,162,126,130,192,94,255,233,194
"Pde4dip",19298.2784173325,0.376409931848526,0.147936775134083,0.00286733305458277,0.0196487277194595,18535,17000,23012,30685,13100,13113,15952,20313,12956,32111,20081,22788
"Phgdh",85653.9891463402,0.45653683958169,0.219444744410027,0.00528158321781979,0.0314718722632746,53032,84626,84260,146761,63455,57336,69370,75696,55523,169209,145209,67292
"Vtcn1",27.4781425843472,1.24209242115347,0.767864720744849,0.000599884116612976,0.00586625557130167,2,20,98,58,10,12,2,16,10,34,48,34
"Igsf3",7750.83558953764,-0.577998536053136,0.20821416203356,0.000348991522949741,0.00381344619319078,10004,5289,6196,8300,7800,7286,9640,12476,8436,8644,5335,4646
"Mab21l3",314.421879998531,1.21424891016531,0.186903688205073,3.16411832592316e-12,3.04350445762765e-10,184,324,382,577,165,168,195,230,133,732,440,451
"Trim33",10117.0908150471,-0.768671543781032,0.270768151851376,0.000121496730396514,0.00166436324964176,13526,5955,7950,7933,13487,10247,14300,16378,12222,5256,4999,8284
"Hipk1",35347.3309052139,-0.354224629693058,0.144965433455234,0.00441383013554766,0.0273019481157224,35823,25139,31298,40022,41654,34648,44451,48685,37486,29704,25737,32376
"Ap4b1",6644.09352833833,0.406511064726893,0.112460445376884,6.75255486039618e-05,0.00101859826828557,5405,6187,7816,10516,4903,4848,5521,6964,4385,10574,8058,7206
"Ppm1j",676.130556460348,1.04103161269031,0.228203668826198,1.04233452734536e-07,4.0104060007165e-06,222,839,485,1402,608,321,655,361,459,793,1334,905
"Rhoc",21528.2776455847,0.884067804911828,0.208809842973771,4.3787810057921e-07,1.38073171293917e-05,14585,23350,21529,37391,12878,11935,14482,15169,11007,46122,36777,25124
"Cttnbp2nl",7573.4241507044,-0.349340774773371,0.159735681508157,0.00873814145363008,0.0459542185896979,8028,5229,7540,8101,7824,7942,8235,12140,7408,6750,5264,7372
"Inka2",615.862134118838,-0.845631117104831,0.167837386933007,9.00111353665895e-09,4.48323871140621e-07,1110,218,530,342,508,921,629,1205,465,666,214,658
"Rap1a",10077.1663241262,-0.468276693984416,0.183238316717145,0.00141376646326384,0.0115171985113362,11311,6317,9103,10244,12171,9633,13243,14637,11209,6912,7786,8675
"Dennd2d",1930.99809481822,0.82887666041649,0.194417104447697,4.02923380847251e-07,1.28990845389099e-05,1247,1511,2935,2853,820,1843,1023,1822,840,3224,2124,3888
"Rbm15",10414.7428224175,-0.549900905197955,0.181151855437827,0.00017940561557396,0.00224059342047074,10806,7607,8630,10718,12457,10546,12315,16866,10363,7414,8889,9126
"Gm10961",18.2294318767089,0.667678372332898,0.570953574865918,0.00943521210557444,0.0487067854854235,4,18,27,34,26,6,20,9,14,8,30,26
"Gstm6",1525.65758602329,0.86107246433907,0.142203689837702,2.6739972603063e-11,2.18175286192073e-09,875,1675,1999,2836,948,963,962,1228,787,2538,2529,1703
"Gstm3",295.145512943122,0.43934894039143,0.22425781745701,0.007841675039586,0.0422595949383394,240,287,310,529,207,222,204,246,171,640,367,279
"Gstm2",10726.7571795901,0.37977511240033,0.169048067628408,0.00609580639161238,0.0350295873460455,8414,9695,10961,16548,7347,8778,8937,9882,7034,20798,14609,10634
"Gstm1",8229.97734946958,0.692997706141756,0.216125128961502,4.4491883779186e-05,0.000720424950552704,6835,8240,9669,14246,4558,5314,5562,6346,4153,18402,11180,8874
"Gstm4",3621.62627333377,0.713492041326788,0.204004587183897,1.37490024717539e-05,0.000270961309050947,2439,3554,4575,5591,2385,2415,2581,3163,2066,7643,5315,3538
"Cyb561d1",1587.36269545897,0.318124149747458,0.137218120088047,0.00779853967565822,0.0421788956561458,1186,1425,1569,2264,1203,1531,1383,1508,1112,2283,1905,2194
"Celsr2",3730.08479795177,-0.593526992467982,0.180910573977449,5.72510694239652e-05,0.000883368414092072,4401,2533,2320,3781,4037,3971,4991,5335,4540,3556,2220,3261
"Sars",100797.30684656,0.56274091076799,0.194539013063528,0.000264206415215495,0.00306933203360316,67070,100958,99310,174381,69762,68481,76215,84331,58948,198800,166133,97838
"1700013F07Rik",395.665150499321,1.87949603936354,0.371116644562075,3.99484466737563e-09,2.14240147903324e-07,99,450,1055,778,153,107,151,270,126,455,687,591
"Wdr47",3259.72835978799,-0.479460989766413,0.171081491937182,0.00062808545703643,0.00608610163983221,4095,2028,3070,3299,3526,3022,3958,5193,3420,2941,2246,2641
"Prpf38b",15713.1631935931,-0.978025018385665,0.329530172613744,5.20189994244633e-05,0.00081523647154826,21143,6920,12493,9888,20583,17240,20832,33683,19158,6003,6980,12930
"Henmt1",15.8226612227654,0.741455588895296,0.621860093845853,0.00642870221454192,0.0364333666856026,4,10,19,58,10,4,19,10,10,28,13,22
"Fam102b",16061.8465701649,-0.517168092475893,0.187356891864234,0.000545184184546079,0.00543344447041195,19099,9140,13083,13861,17128,22821,19403,23174,15271,13688,8802,17981
"Vav3",469.780758818018,-0.560885539668634,0.284308768722342,0.00361492248384445,0.0235141504933304,795,272,350,347,300,821,377,814,279,430,192,709
"Mfsd14a",18869.7283480481,-0.315607269267563,0.129770852608034,0.00589885559034449,0.034207163405402,19766,13607,17444,22209,20652,16580,23516,26772,18428,18342,16130,15819
"Plppr5",1298.49892313737,-0.538530738873935,0.20292512549013,0.000652267648761053,0.00627415797000226,1650,900,970,1407,1414,1092,1588,2062,1388,1467,1038,802
"Gm26871",11109.0603541441,-1.22384352576818,0.678800571849615,0.000518675720074414,0.00523935074735199,19168,2138,4062,2652,21798,12740,14161,24039,18865,1020,1642,7521
"Dpyd",3141.51021133214,-0.382171150813262,0.0960681563591314,1.90151351339957e-05,0.000357603918049108,3616,1726,3232,2970,2771,4044,3121,5115,2497,3893,2267,3153
"Ptbp2",10375.2377598667,-0.733985726981763,0.196080838689758,4.78225728257775e-06,0.000111051110695872,12956,6160,6688,9758,14394,10486,15339,13156,13048,6461,6625,8700
"Gm40190",96.3706732224926,1.27876945685868,0.234228354069153,1.48092783719185e-09,8.84717259774245e-08,41,114,114,170,89,48,88,49,74,156,121,125
"Bcar3",394.249112988949,0.71919689134458,0.222889144542777,3.72456419994653e-05,0.000622810101345126,348,322,607,497,135,262,180,498,173,987,382,587
"Gm34349",226.651136021925,0.930814153798416,0.381706551461554,0.000278991652887748,0.00320031508173041,106,222,505,395,110,89,93,283,87,312,306,328
"Usp53",1958.83455129773,-0.553238306957515,0.159371634243792,3.71122865974159e-05,0.000622068375428628,2637,1153,1602,1960,2166,1897,2399,2864,2111,1712,1388,1755
"Sec24d",14650.3475061852,0.552575368083499,0.244697941617567,0.00183485239440616,0.0140112963795713,10183,14936,21737,25059,11300,6450,11824,15354,9827,21897,20062,13042
"Ank2",10350.7615119068,-0.461472490162462,0.227308162884186,0.00574872570024865,0.0335126575503236,17971,6322,7509,10484,9535,10490,12053,12717,10323,11106,5922,10423
"Ap1ar",17154.7807550623,-0.359715669145761,0.158582884802794,0.00666340178515215,0.0373895830968305,19752,11428,15160,18012,20020,14960,22405,24752,18449,15004,11533,15767
"Elovl6",8246.48010974188,-1.12156969962155,0.243591576802911,9.14909141412683e-08,3.56595304957914e-06,10724,3943,4722,5897,12658,8583,13331,13643,11138,3725,3525,6106
"Rrh",38.5645976495647,-0.910349235709941,0.456953356872445,0.000927685939773457,0.00831665090684464,39,34,19,34,52,31,52,63,69,14,27,20
"Sec24b",15901.3555415615,-0.267992117846169,0.10257317803576,0.00473837813108817,0.0289507724448682,15971,12041,14611,19513,16550,14910,17906,21954,14875,17175,14169,14055
"Gm36443",98.5294659094949,1.60240023374771,0.380687423505686,3.28339565204913e-07,1.09632999088882e-05,36,134,143,254,22,61,13,24,24,177,176,184
"Gm36520",31.3631789248418,1.90200074567211,0.440154577073185,1.11156383407032e-07,4.22253297764865e-06,15,35,53,51,16,11,17,10,7,61,39,78
"Gm36603",129.96615696459,0.593089857497224,0.3313387110218,0.00470647810838079,0.0287978230098152,66,110,236,174,135,73,99,140,97,129,153,177
"Lef1",9196.68397020701,1.01688075818379,0.15824214372614,3.34950185810717e-12,3.20710979281504e-10,6589,10163,11137,17047,5400,4802,6317,6330,5101,17611,12131,12376
"Gm36753",229.136909822535,0.466691356187687,0.187418602311684,0.00171768211067637,0.0133153701215426,137,233,267,394,219,151,196,227,162,268,279,292
"Arhgef38",7.5501021029931,-0.679501000074046,0.908727165541906,0.00253408802062977,0.0178717314418348,16,12,0,0,4,10,10,12,13,2,6,0
"Gm30648",1209.90591384696,-0.497086686080121,0.277409266407963,0.00782807072625107,0.0422424101071038,1729,513,1071,826,1303,1599,1407,2077,1142,646,599,1610
"Cxxc4",2176.36043795792,-0.743804670166442,0.236398042519269,4.56395182848783e-05,0.000735034607462069,3312,1195,1321,1833,2764,2521,3115,2615,2485,1594,1146,2046
"Cenpe",17911.3319260507,-1.68395778287404,0.328055742661775,4.49878899426289e-09,2.39429204113448e-07,29173,6316,9294,9196,28543,16153,29823,35364,26962,4049,7918,8625
"Slc9b1",33.5012559611696,-0.984322061618264,0.435994519791891,0.000399859435674735,0.00425616878510839,43,7,14,26,45,51,48,61,42,19,17,30
"Gm16500",325.974270384657,-0.778592987931063,0.244238666972513,3.54078514757048e-05,0.000597799708207773,472,132,218,298,416,360,511,434,308,248,282,252
"Gm43403",42.2606738374167,0.657219089766126,0.384347485492566,0.00421852823945263,0.0263975883775238,12,45,36,70,46,24,43,19,47,52,83,39
"Mttp",3484.6216634177,0.38219020523218,0.135165282708009,0.00120804956434708,0.0101733298452988,2675,2646,4825,4760,2753,3017,2536,4298,2235,4942,3689,4734
"Eif4e",35615.9407927875,-0.243918848872316,0.100093316724607,0.00872223045752204,0.0459077435903061,35704,27067,30004,49349,39186,30205,41144,43775,33809,37582,36637,30145
"Pkn2",21036.0726566182,-0.506710178806591,0.182744291714395,0.000564752423349969,0.0055886236740092,23816,14154,18937,22301,25808,20310,27344,31059,22666,15263,14761,16856
"Hs2st1",21803.119078422,-0.342269453692027,0.124034656575452,0.00196683119678683,0.0148087911545505,20417,16678,18076,27839,24510,19834,26667,30460,21737,23604,20108,15787
"Sh3glb1",14116.3314861946,-0.279938116650167,0.120029101499293,0.00951012936746755,0.0490090692323487,13218,10507,12105,17399,17121,12601,18702,17766,14939,12518,11711,12303
"Col24a1",561.81913685839,-0.584953370142277,0.229138652913474,0.000663529469468519,0.00635612126326422,554,336,333,672,768,469,839,818,758,321,409,489
"Znhit6",9942.70632125776,-0.36793903375862,0.160794367128603,0.00598141036373626,0.0345330930388727,11507,6748,8976,12100,10641,7930,12107,15030,9988,9494,8571,7938
"Mcoln3",597.253587973648,-0.402176504531167,0.182131682472255,0.0056995477518288,0.0333278909113492,734,440,425,644,784,435,776,730,705,522,510,473
"Mcoln2",104.037435582883,0.804568289734606,0.592503603146087,0.00426210298158473,0.02657509289945,24,143,151,251,104,5,34,94,59,126,192,119
"Gm40167",20.5470540346638,0.938348713045543,0.649905403600908,0.00224472335593985,0.0163266056367335,10,24,56,26,6,8,9,13,8,12,23,54
"Uox",42.0846789126247,0.904762476938843,0.510970813389591,0.00152483009418296,0.0121759947619659,23,51,82,88,11,12,29,30,6,67,85,46
"Gm16325",567.80074814999,1.18775297502382,0.25996177495182,1.10927856860619e-07,4.22149951090803e-06,302,601,1037,1013,367,225,304,488,300,729,813,865
"4930503B20Rik",976.053683618282,1.09695894686794,0.223570507454155,2.15848377052763e-08,9.63005237961573e-07,744,853,1612,1648,761,429,673,667,574,1598,1206,1362
"Ptgfr",2352.94918948043,0.489588871578408,0.200920114598986,0.00169328264115082,0.013174932728123,1216,2787,1702,4683,3076,873,2647,1421,2448,1703,3671,2409
"Fubp1",44364.2621788562,-0.638611879759193,0.0991243443243582,4.14278827535149e-12,3.9130687993624e-10,54824,27181,36118,44361,48676,49059,50648,67113,42836,43522,37323,35900
"Nexn",2075.66333873254,-0.668113532573443,0.529600033444097,0.00872491529541783,0.0459103510237432,2394,801,1853,1205,3219,1293,3335,5753,2844,513,883,848
"Usp33",17897.0517764157,-0.357119859354234,0.162230043277454,0.00799547377983349,0.0429317727575521,20663,11991,17779,18161,18875,18762,21247,26439,17605,15402,11776,17487
"LOC118568621",474.463085258987,-0.575092671642192,0.354768112799224,0.00737849581985447,0.0404707504176114,705,243,360,285,566,488,581,923,561,186,193,567
"St6galnac5",135.179885488873,-0.619134230734523,0.396163206401093,0.0067472175577596,0.0377891038912022,229,55,53,83,177,244,142,160,148,119,31,164
"1700094M23Rik",12.2012273049052,-0.730609307022561,0.730636253315443,0.00604881411316261,0.0347881467742476,30,0,4,0,19,13,14,26,21,1,6,8
"Erich3",28.867302515244,0.758981988661114,0.489795707684887,0.00388153661341747,0.0247994945907224,10,35,58,54,12,14,26,27,16,51,27,30
"Cth",10271.9403632599,1.03230143681487,0.173966411357322,7.40824753251299e-11,5.60807012668826e-09,5319,11444,15067,19551,7605,4881,9221,7974,6919,13724,13261,12190
"Srsf11",32810.0221036967,-0.474526622811487,0.17422935939151,0.000827808076400526,0.00757673834746514,37897,20863,30043,33538,38349,29690,38440,54567,34413,26977,24335,28000
"Depdc1a",4955.59060900861,-0.927390286488719,0.372341598636824,0.000242606228946141,0.00285816653150928,6725,2304,4069,3085,7469,4312,8043,8502,6811,1484,3031,2807
"Tgs1",6151.58452424977,-0.678886170506162,0.176663941791225,3.96533835526432e-06,9.40601583388433e-05,7192,3288,5410,5578,7062,7122,7984,10501,6565,4580,3707,5227
"Bpnt2",19100.9647856728,-0.48954111590709,0.231955575420874,0.00394732079858051,0.0250974438524666,21436,12748,16794,16896,23947,21985,26012,26969,21140,11280,10943,17930
"Fam110b",818.148809892431,-0.469338978854528,0.192483453060188,0.00194290511085589,0.0146655065765072,748,515,663,841,779,1248,928,1129,814,971,685,611
"Ubxn2b",3183.69649370586,-0.75319023875408,0.294159100627073,0.000309116274344498,0.00346438223235156,3790,1757,2284,2355,4399,3733,4687,5088,3902,1411,1524,2947
"LOC118568664",121.806496923837,1.17359001028514,0.400935254254216,4.47299503508077e-05,0.000723162936704771,28,119,210,270,84,74,89,84,50,133,181,203
"Gm34428",17.1965499167133,0.790660500563906,0.704102804905808,0.00492581234776598,0.0297921428094332,8,24,26,32,16,6,8,2,9,6,22,49
"Gm11816",50.0823408080435,-1.60494845534609,0.379102366355143,2.97069115388631e-07,1.00471649686842e-05,50,12,16,28,67,90,66,118,77,28,18,30
"Asph",7744.09156166904,-0.509508909387502,0.165779738539708,0.00021046251912942,0.0025598541552348,7865,5067,6423,8094,9639,7715,10229,11775,8595,5674,5616,6693
"Plekhf2",2892.75066305598,0.511337632956354,0.133394557700705,1.23498540258412e-05,0.000246927404411735,1883,2764,3235,4627,2240,2266,2298,2878,1964,3818,3595,4187
"Ccne2",6006.56866433762,-0.798126598096902,0.230246057631742,1.19556790705554e-05,0.000240363024382049,8078,3241,3920,4557,7712,7746,7823,8297,6719,3649,3911,5945
"Ints8",5937.18102411488,-0.58111009362506,0.205472212126886,0.000290059024153491,0.00330916630983382,6852,3663,4959,5728,6971,6452,7807,9345,6373,3833,3859,5581
"Dpy19l4",7484.75062074044,-0.476279232317768,0.203530890152473,0.00240810928706187,0.0172163803751791,8364,4616,6101,6999,9918,7797,9910,10453,8546,4672,4941,7331
"Virma",7029.07681743069,-0.306907801980244,0.0987500546163667,0.000821918467990154,0.00753928624465684,7426,4751,6400,8298,7219,7335,7766,9565,6521,7135,6085,7041
"Cdh17",244.893002303197,0.439058404774193,0.218717562807854,0.00704772608378801,0.0390755600875068,200,244,252,422,193,176,138,197,128,467,379,262
"Rbm12b2",5318.99267694095,-0.776482526184419,0.371201449017469,0.00108313277792384,0.00936199967860058,7755,2078,4645,2993,6892,6600,6961,10370,6187,1734,1903,5169
"Rbm12b1",4925.94490412598,-0.71891783351684,0.344152419526539,0.00133024765180397,0.0109862004768324,7213,1989,4328,2961,6281,6017,6450,9209,5490,1856,1878,5035
"Gm46845",118.237115557888,-0.529259707917427,0.326291165077391,0.00930040616009129,0.0482126617480727,185,56,82,85,182,136,153,151,133,62,46,131
"Tmem64",7059.02291914236,-0.805476521690964,0.130393633640555,1.25645433663216e-11,1.09682326010096e-09,7963,3835,5107,6012,7761,9613,8861,12384,7106,6557,4109,6135
"Gm51436",106.748721053292,-0.607134152213567,0.425910354581731,0.00916828243688713,0.0477933377972066,106,49,72,53,141,133,106,298,133,47,25,124
"Mmp16",478.38269083745,-1.04887494591964,0.252492522006035,6.26848010793969e-07,1.8940022965906e-05,491,261,348,337,621,571,663,1013,547,260,309,330
"Cpne3",5299.80741585618,-0.462602804140702,0.198521335779518,0.00271869047089679,0.0188644012191379,5881,3313,5095,5466,6357,5161,7080,8339,5682,3771,3393,4366
"Ccnc",4817.60480967406,-0.57605430688764,0.268941759472215,0.00218362067325018,0.0160155095828552,5364,2620,4299,3836,6626,5449,6666,7401,5729,2225,3000,4210
"Usp45",7031.21830361662,-0.640028226533101,0.204036939857606,7.33426268978158e-05,0.00109072449887964,8268,4155,6128,6507,8202,8252,8465,11577,7624,4736,4263,6380
"4930528A17Rik",103.846263915204,0.432302802241112,0.211875815374649,0.00684764044091889,0.0382799713158166,108,74,140,116,66,82,77,107,76,176,84,174
"Pnisr",8062.36251874444,-0.513644605550465,0.277010302085123,0.0061978717969196,0.0354799819027046,10107,4107,7828,5641,9066,7946,8917,17402,8650,4564,4353,8651
"Faxc",8982.70345367539,-0.440383755128371,0.135983828118025,0.000203889963944745,0.00249002251249701,9723,5697,7826,9782,9499,11173,10136,13016,8228,8432,6283,9193
"Ndufaf4",6779.31016867238,-0.628657541638361,0.158266004033197,3.00418625629653e-06,7.41988004808974e-05,8651,4096,5864,6371,7937,7097,8697,10418,7004,5582,4440,5529
"Gm42266",209.918628531563,0.507426501521707,0.300321076551917,0.00914120613767136,0.0477058117224566,138,213,290,354,216,76,236,175,198,161,242,255
"Bach2",3896.88367246447,0.529330489918485,0.244964419468981,0.00271434657518063,0.0188404943180942,2161,3862,5382,6293,3571,2441,3442,3839,2999,3353,4602,5751
"Casp8ap2",8507.28908707575,-1.03636810000223,0.321907593326881,2.12472514828002e-05,0.000391505814009523,10688,3892,6007,5538,12427,10109,12477,15375,10944,2827,4111,6648
"Mdn1",32893.1112755239,-0.644151139934996,0.279177541292671,0.000996264149329245,0.00878497180289526,40490,18204,28542,31975,40611,27984,41003,64837,40478,19627,16772,26184
"Rragd",3227.90380120663,-0.552680343336246,0.220820612104569,0.000929983398059634,0.00833012467915954,3216,2073,2939,3307,2928,3539,4156,6515,3308,2906,1918,2538
"4933421O10Rik",665.698468659219,0.365582961826601,0.1571366957752,0.00552272344558643,0.0325480573160489,581,486,797,822,691,478,619,697,535,822,659,965
"Gabrr1",46.5601339022744,0.975654374428579,0.443791274825239,0.000473881398747115,0.00487816350040661,23,68,68,95,10,27,14,34,24,75,46,96
"Pnrc1",2613.92497082621,0.566180091281659,0.140997036147949,3.78936838587197e-06,9.06034956480609e-05,1746,2494,3117,3805,1631,2143,1629,2947,1396,4165,3321,4117
"Cnr1",4777.36521722986,-0.898549024499155,0.397216354953545,0.000487688067133209,0.0049933257225177,9556,1536,4020,2157,2159,8649,4600,11270,3890,2982,781,5929
"Akirin2",13608.599102088,0.28051869437897,0.105228284228112,0.00379864477812352,0.02440373233838,11400,12892,14468,21693,11213,10394,12541,13500,9607,19839,16816,13639
"Zfp292",11757.8035131704,-0.848113014611632,0.439107895535352,0.00128605055835138,0.0106758488353405,16737,4156,7667,4949,16677,16235,17198,20792,15792,2463,3727,12143
"C9orf72",5387.9793948173,0.226759466082099,0.0848521601564016,0.00485158001331033,0.0294621434402271,4457,4803,5453,8613,4612,4415,5041,5514,4185,7438,6236,5678
"Topors",8825.65722525387,-0.534397691337409,0.307682083558181,0.00713307484882166,0.0393821607437971,9480,4627,10426,6926,9659,8650,10338,21813,8612,5252,5003,6408
"Dnaic1",63.7928802478924,0.729865328511535,0.340614638552778,0.00110911593216984,0.00952767389662817,61,39,135,58,51,40,40,59,27,114,60,103
"Dnajb5",8851.4618024025,0.531325316788538,0.135321387743557,7.18957449481259e-06,0.00015687636584987,6989,8518,11476,14143,4890,6544,5765,9744,4945,16432,10764,10329
"Tmem8b",832.389535361662,0.538996381882186,0.199234481907293,0.000556415293550577,0.00552437134965059,626,711,1439,1114,423,640,581,1099,441,1364,734,1172
"Glipr2",19989.1343242378,0.653960548470055,0.194210061434429,2.95066210884254e-05,0.000514317820119029,10001,21243,25411,36486,15232,11332,15864,19342,12833,28885,32862,19095
"Slc25a51",13586.2545539916,0.416607832523227,0.187771428444846,0.00500664381396368,0.0301592399123828,8406,14503,20029,23272,8372,9467,9648,16193,7803,16864,18679,15028
"Trim14",3808.1893031648,0.613469939463637,0.144996020215741,1.06013681512247e-06,2.97989395124707e-05,2332,3518,4816,5963,2543,3193,2639,3921,1924,6511,5091,5062
"Gm42281",319.084428798607,0.668354995770277,0.202817183967555,3.59115728266244e-05,0.000604843189238142,221,213,422,467,227,244,251,325,198,462,363,579
"Tgfbr1",16002.8238663328,-0.62920080071824,0.355792593952041,0.00418270294220298,0.0262203581450087,17444,7743,14432,9213,23132,18629,23081,31619,18912,5251,6828,14313
"Gm32487",233.161590901964,-0.655158158103747,0.219164088835427,0.000113403941133411,0.00157377051067274,250,145,171,223,331,248,297,360,240,149,192,199
"Nr4a3",1388.59092224867,-1.14314060564686,0.254510930578072,1.53445891979298e-07,5.63503836937635e-06,1886,434,779,778,1419,2056,2122,2915,1728,954,350,1270
"Tmeff1",19178.365483026,-0.617794931346619,0.138358256433246,3.4955797572556e-07,1.15269879672056e-05,18147,13210,14598,20217,25442,19746,25731,28390,20973,14729,15755,14294
"Cavin4",236.51827534514,-0.768008090710286,0.260318702796465,8.38247836597313e-05,0.00122233789190605,253,177,180,221,349,224,307,381,273,133,178,151
"Smc2",31664.0405745572,-0.773135791078144,0.388669585147413,0.00142104155886173,0.0115540211119704,43523,14414,29195,17083,43343,32631,45506,63551,38881,9247,14321,24427
"Abca1",7484.39369738297,3.06035924797229,0.229578360246043,2.4760134981538e-43,4.32662725356559e-40,1424,9554,15055,14697,2662,1300,2635,2402,2377,12821,9161,19833
"LOC118568658",30.0918740510238,1.04409844449018,0.614339028108427,0.00109497532283626,0.00943713010462535,8,24,35,46,21,24,12,12,8,42,46,99
"Lexis1",152.375089074708,1.56539570541988,0.592985951303499,4.18898512483227e-05,0.000686240852207873,35,128,479,198,80,48,65,134,67,82,126,420
"Mexis",291.211364706801,1.76200314989269,0.214810644815009,4.19289713730609e-18,7.99280546110649e-16,117,218,571,369,155,128,168,249,143,808,239,525
"LOC118568659",54.8967498356857,0.905911075816759,0.366931495802025,0.000270759923684617,0.0031315856810495,37,34,110,47,43,33,40,50,28,103,70,84
"Fsd1l",7410.42345991302,-0.987964590969874,0.340583947574649,6.34782068988856e-05,0.000962454461650565,9865,3290,5798,4166,10040,9228,10605,14840,8702,2644,2859,6188
"LOC118568661",15.7456399930725,1.04014190810188,0.678516500289572,0.00138033357752042,0.0112842942639476,2,15,35,40,6,4,8,13,3,21,29,25
"Zfp462",10833.7832051424,-0.600144908092725,0.279939170815557,0.00191726467096328,0.0145190042923182,11314,5751,10673,9096,13911,10872,13768,22379,12392,5999,6033,8404
"Gm34343",15.0636554818704,0.713972734864829,0.58616738924103,0.00726923027946214,0.040028489950116,8,8,34,18,4,10,10,10,2,18,22,44
"Ctnnal1",1195.98498336281,-0.419928581733666,0.150215555969142,0.00100453014851903,0.00884298601355815,1743,608,1251,1118,1093,1442,1188,1767,1079,1386,707,1133
"Epb41l4b",580.00291873955,0.654634592634517,0.23208557052021,0.000199669165616772,0.00244800073681607,309,515,973,820,344,547,364,661,250,933,580,919
"Ptpn3",4904.54095029952,-0.795726452430012,0.15298864697829,3.97234463696896e-09,2.13579729981031e-07,5594,2450,4137,4248,5546,5883,5944,9509,5110,4340,3026,3709
"Gm35344",118.223927888421,0.821936959576912,0.432129014848585,0.00149509220951006,0.0119750147216259,39,116,263,230,71,55,78,124,86,128,138,136
"E130308A19Rik",4088.59730769445,-0.489951460799887,0.231122689618404,0.00384753830670157,0.0246348185506031,3673,2400,4012,3963,4543,4698,4870,8205,4138,2914,2589,3649
"Snx30",2848.44692902043,-0.431259937666302,0.130319870188941,0.000171000054293416,0.00215357365674393,3338,1643,2728,2872,2679,3239,3101,4920,2527,3125,1789,2812
"Zfp37",3480.64859160782,-0.523395057659589,0.309180996257536,0.00830871535344759,0.0442308840432705,5433,1696,3779,2375,3504,3253,4147,7076,3597,1705,1756,3466
"Prpf4",9535.02263479995,-0.198818791505477,0.0797708740483351,0.00906800012571566,0.0473945400389162,9439,7301,8857,12025,9251,9191,9927,12698,8225,10784,9457,9349
"Rnf183",27.6548696050001,2.76938305137063,0.683624954350305,3.53659074665532e-08,1.50729210094747e-06,4,24,42,44,1,8,8,2,4,101,68,54
"Bspry",30.8775632607144,1.80667756459432,0.517153882215326,2.58839163258223e-06,6.5157243869888e-05,12,24,81,50,18,7,12,17,25,71,30,39
