"","baseMean","log2FoldChange","lfcSE","pvalue","padj","10_S2_Diff_S10","12_S3_Diff_S12","2_S1_S2","4_S2_S4","6_S3_S6","8_S1_Diff_S8"
"Sdcbp",37304.0245525586,-0.39321835771078,0.149563633302031,0.00455158493079206,0.0200930914555324,26292,42395,40943,43626,35457,31313
"LOC118568664",121.806496923837,0.799075582388788,0.358778967188218,0.00177352572859848,0.00935338556413018,119,270,84,89,50,181
"Clvs1",14436.2178244284,-0.651108711274653,0.236831053115036,0.000927157184392569,0.00554839012543601,9081,15030,18356,18703,16271,10434
"Gm11816",50.0823408080435,-1.77265357682022,0.387833935554738,6.14863940519995e-08,1.75894706258715e-06,12,28,67,66,77,18
"Asph",7744.09156166904,-0.703213890016368,0.163891950389166,2.22973544154865e-06,3.87368040379732e-05,5067,8094,9639,10229,8595,5616
"Plekhf2",2892.75066305598,0.520481638868077,0.129617516815673,2.00955906068066e-05,0.00024287287575454,2764,4627,2240,2298,1964,3595
"Ccne2",6006.56866433762,-0.96769276452602,0.220652697059836,3.36725214452549e-07,7.70828714176365e-06,3241,4557,7712,7823,6719,3911
"Ints8",5937.18102411488,-0.738578619657197,0.198542804714125,1.98939583396802e-05,0.000240991572746825,3663,5728,6971,7807,6373,3859
"Dpy19l4",7484.75062074044,-0.830297332750776,0.209860312364194,4.49385871576315e-06,7.04272970185631e-05,4616,6999,9918,9910,8546,4941
"Virma",7029.07681743069,-0.342243932966821,0.0999983120419184,0.000401447243654901,0.00280411300872739,4751,8298,7219,7766,6521,6085
"Rad54b",4734.66523747911,-0.313279852410159,0.119925327546184,0.00613807498571953,0.0254385704866778,3269,5556,4638,5156,4363,3939
"Cdh17",244.893002303197,0.841248218417459,0.234287221361579,1.84742370989724e-05,0.000227072847437486,244,422,193,138,128,379
"1700123M08Rik",159.114841751581,0.581954915393067,0.282769024449169,0.00801332531910233,0.0311688775025518,167,242,116,67,117,197
"Rbm12b2",5318.99267694095,-1.43063630976803,0.363134360844426,9.44479509684341e-07,1.85960477357474e-05,2078,2993,6892,6961,6187,1903
"Rbm12b1",4925.94490412598,-1.35214745608076,0.341924591603263,9.39274475109507e-07,1.85632860212736e-05,1989,2961,6281,6450,5490,1878
"Cibar1",4795.70902670991,-0.475253211754032,0.151635394796594,0.000684412929149644,0.00431752548475899,3418,5136,5284,5555,4924,3742
"Gm46845",118.237115557888,-1.21811294437923,0.366184450521099,1.3168329404096e-05,0.000171188282253248,56,85,182,153,133,46
"Gm46846",29.2887762483382,-1.07158730889368,0.703593073885369,0.00213318838324881,0.0108913628459567,8,10,52,23,41,8
"Lrrc69",116.320128429108,-0.827651414427767,0.385496111204124,0.00189573043814191,0.00985902072356095,64,68,107,148,118,44
"Otud6b",12493.2204821795,-0.608693177613597,0.193210905171991,0.000332414636881604,0.00240027635012753,8098,12785,14422,15144,12496,8101
"Tmem64",7059.02291914236,-0.89841364040493,0.127483417149318,6.92007349154415e-14,6.94291966718609e-12,3835,6012,7761,8861,7106,4109
"Gm51436",106.748721053292,-1.24886612387144,0.480067392541922,0.000132919148628423,0.0011427558948706,49,53,141,106,133,25
"Decr1",5212.67061718722,0.368593385891479,0.135308212615192,0.00375346403087617,0.017184800712542,4436,8121,4318,4657,3746,6806
"Nbn",3715.08200062842,-0.478387253781634,0.170940325080893,0.00195775569897211,0.0101128371791302,2462,4214,4127,4300,3791,2826
"Osgin2",2899.66036879149,-0.407822659508779,0.169773728630236,0.00804698446117215,0.0312650022542744,2137,3276,3189,3255,2757,2061
"Mmp16",478.38269083745,-1.01902100154015,0.248048351656509,9.61453402383199e-07,1.88770752758177e-05,261,337,621,663,547,309
"Cpne3",5299.80741585618,-0.71778909892996,0.201547967016351,4.13853122120999e-05,0.000442308160945731,3313,5466,6357,7080,5682,3393
"Wwp1",3008.96418256643,-0.710349386553925,0.22411345325636,0.000175567157165533,0.00143863529449162,1819,2833,3620,3809,3247,2028
"Ccnc",4817.60480967406,-0.993556834953659,0.274769103534091,8.26897534010517e-06,0.000115518439030915,2620,3836,6626,6666,5729,3000
"Usp45",7031.21830361662,-0.776189478881526,0.195093900027477,5.57903842859782e-06,8.36217704140583e-05,4155,6507,8202,8465,7624,4263
"Pnisr",8062.36251874444,-0.867036651504456,0.288078638285971,0.000130565178419734,0.00112574885949153,4107,5641,9066,8917,8650,4353
"Faxc",8982.70345367539,-0.498662898431504,0.13451236151169,7.74735868942385e-05,0.000735753461768699,5697,9782,9499,10136,8228,6283
"Ndufaf4",6779.31016867238,-0.773565383190165,0.153109946353836,3.58796117566359e-08,1.10316653801305e-06,4096,6371,7937,8697,7004,4440
"Fut9",15.5124892788456,-1.70267368321379,0.922791887952353,0.000115434935706651,0.00101661283781301,4,2,24,20,38,2
"Gm42263",316.299194081923,-0.481425347576266,0.18445153447482,0.00334082299927955,0.0156860092861381,230,371,360,403,340,242
"Epha7",103.409318312108,-1.27176858950228,0.64813191235475,0.000567631143195867,0.00372074318276779,28,30,45,142,108,12
"Casp8ap2",8507.28908707575,-1.37824384153508,0.310884513195687,1.14607493884866e-07,3.04588661504659e-06,3892,5538,12427,12477,10944,4111
"Mdn1",32893.1112755239,-0.875040857746459,0.271299237513922,6.0001389562427e-05,0.000596571426142499,18204,31975,40611,41003,40478,16772
"Rragd",3227.90380120663,-0.567634078140722,0.207272388744624,0.0015066691957332,0.00820606399099466,2073,3307,2928,4156,3308,1918
"Gabrr1",46.5601339022744,1.52527233080811,0.447978722444515,6.45360240668752e-06,9.4567148054389e-05,68,95,10,14,24,46
"Srsf12",90.3049686201512,-1.02161997182926,0.328940480399049,4.95485852968773e-05,0.000510557388250723,42,93,121,126,140,52
"Pnrc1",2613.92497082621,0.810936625817782,0.139741979860651,4.2388543917603e-10,2.04803082352124e-08,2494,3805,1631,1629,1396,3321
"Rngtt",3129.31840673063,-0.528879016962347,0.209949509569459,0.0034123014731851,0.0159324314387037,2279,3287,3534,3866,3195,2005
"Cnr1",4777.36521722986,-1.08993572723416,0.382105740253315,9.31727700001745e-05,0.000851758915188503,1536,2157,2159,4600,3890,781
"Akirin2",13608.599102088,0.410830942549226,0.10752135969976,7.01392599979916e-05,0.000676206962251901,12892,21693,11213,12541,9607,16816
"Slc35a1",4430.2346294062,-0.467997314138909,0.18464675398468,0.004379057492591,0.0194378612536284,3029,5098,5156,5231,4293,3229
"Zfp292",11757.8035131704,-1.74995340442151,0.413965843707886,2.58812878374588e-07,6.14134010354612e-06,4156,4949,16677,17198,15792,3727
"C9orf72",5387.9793948173,0.295656662006112,0.0863514693086732,0.000449651800264595,0.00306825532045177,4803,8613,4612,5041,4185,6236
"Gm42270",395.608513871798,-0.518780233681322,0.180064814351869,0.00126009387199863,0.00709530300803956,310,432,451,514,459,309
"Topors",8825.65722525387,-0.702187661345047,0.30235217140667,0.00226425480759789,0.0114352502554239,4627,6926,9659,10338,8612,5003
"Mir207",89.3461498348371,-0.515114126792517,0.259323856022426,0.0132674067332886,0.0465769716709072,61,80,98,90,101,59
"Galt",2997.85033155421,0.423710728160255,0.183642033446532,0.00964442428665696,0.036158400298035,2395,4221,1842,2321,1935,3323
"Dnajb5",8851.4618024025,0.856303367031562,0.135409668555237,1.25226501589057e-11,8.36265768095843e-10,8518,14143,4890,5765,4945,10764
"Tmem8b",832.389535361662,0.543162280343428,0.18999689603838,0.00119456820753237,0.00680306918624286,711,1114,423,581,441,734
"Glipr2",19989.1343242378,0.754672429294471,0.184657639285186,3.99981789010062e-06,6.39757294717924e-05,21243,36486,15232,15864,12833,32862
"Pax5",7076.26502873941,-0.792440757518605,0.299573205356557,0.000588620794325409,0.00382366463327432,4195,6183,8401,9316,7879,3665
"Zcchc7",2975.64932312885,-0.546087008474808,0.279464628478893,0.0120941634096029,0.0433064399822341,1641,2957,3215,3387,3109,1941
"Slc25a51",13586.2545539916,0.833467254364883,0.199174378074652,1.65207115459375e-06,3.01318139892839e-05,14503,23272,8372,9648,7803,18679
"LOC118568650",15.2516353013595,1.7227077017672,1.36851484379667,0.000107256715174998,0.000957456815881024,35,11,0,2,0,20
"Tmod1",1656.05542211039,0.81068070077083,0.286316259053499,0.000305938657935257,0.0022462281926626,2030,3640,1161,1414,1064,2854
"LOC118568651",65.637745575505,-0.717069589255884,0.387846750450921,0.00618383394495284,0.0255857959731089,34,54,80,78,88,40
"Trmo",835.738236612764,0.464550583422193,0.216213124938349,0.0118472437940365,0.0425749537475838,689,1245,600,684,486,1107
"Nans",21921.8373412698,0.488489867456047,0.181039927784539,0.00251352805277571,0.0124336328706426,19542,32487,15723,18705,14424,30787
"Trim14",3808.1893031648,0.793213027250076,0.141632656346431,1.55556837105008e-09,6.65688023929576e-08,3518,5963,2543,2639,1924,5091
"Tgfbr1",16002.8238663328,-1.31139242259881,0.371582325955096,5.29842764864751e-06,8.03345837776498e-05,7743,9213,23132,23081,18912,6828
"Gm32487",233.161590901964,-0.686940397166333,0.203789180899515,9.96560969072223e-05,0.000901116298424987,145,223,331,297,240,192
"Nr4a3",1388.59092224867,-1.83403946888211,0.244228816167587,1.80603284640684e-15,2.2276883974297e-13,434,778,1419,2122,1728,350
"Tmeff1",19178.365483026,-0.675314457197813,0.133244345103543,6.06195292151296e-08,1.73651763403286e-06,13210,20217,25442,25731,20973,15755
"Cavin4",236.51827534514,-0.688607873256043,0.233037593311642,0.000401105418424985,0.00280265895333339,177,221,349,307,273,178
"Baat",58.6527540843589,-0.803979698315955,0.342346435117409,0.00126925822561882,0.00714115259806846,29,52,102,54,70,39
"Mrpl50",6098.2132254893,-0.515735935503397,0.23507373174619,0.0083046237862067,0.0321113140647185,3892,6407,6728,7228,5955,3915
"Zfp189",929.841271883571,-0.697615082413738,0.259371551344148,0.000853915477954045,0.00518351055130953,510,887,1100,1026,1021,553
"Rnf20",12734.3426242404,-0.461041359048498,0.192580859389831,0.00657364026908798,0.0268124222529675,8034,13223,12995,14473,12199,9376
"Smc2",31664.0405745572,-1.31870793942972,0.385759353947097,7.91763061003804e-06,0.000111500870558689,14414,17083,43343,45506,38881,14321
"Abca1",7484.39369738297,1.835666542225,0.227495846699659,2.35131853260923e-17,3.67946256046888e-15,9554,14697,2662,2635,2377,9161
"Mexis",291.211364706801,0.515555740518019,0.204684174720974,0.00365003187828274,0.0168066575440735,218,369,155,168,143,239
"LOC118568660",237.4385576158,-0.584678034907527,0.261027984718674,0.00519810272469112,0.0223358639414033,169,256,302,359,308,212
"Fsd1l",7410.42345991302,-1.44869290372626,0.324821979319705,1.00238270703949e-07,2.70514324117258e-06,3290,4166,10040,10605,8702,2859
"Fktn",8482.39345153881,-0.746637659967108,0.266351226085764,0.000466505252642329,0.0031626209052447,4733,7602,9587,10175,8705,4439
"LOC118568661",15.7456399930725,1.10552153871144,0.641610484987414,0.00152352900548909,0.00828068421879231,15,40,6,8,3,29
"Zfp462",10833.7832051424,-0.92258224459974,0.280109710953376,3.76830448554077e-05,0.000410907835451401,5751,9096,13911,13768,12392,6033
"Ctnnal1",1195.98498336281,-0.601624115607225,0.153023670610407,1.87911230610318e-05,0.000230158329127789,608,1118,1093,1188,1079,707
"Tmem245",9779.47768847209,-0.642587785932959,0.270170079375773,0.00269939813088962,0.013172836724837,5557,9209,10711,10649,10035,5084
"Epb41l4b",580.00291873955,0.684530675523705,0.217952040632434,0.000224084574400294,0.00174807642879456,515,820,344,364,250,580
"Ptpn3",4904.54095029952,-0.903791566356124,0.148564548454993,4.40427525847445e-11,2.64622486805017e-09,2450,4248,5546,5944,5110,3026
"Ugcg",10333.0433318244,-0.502285956894445,0.249165532598337,0.0132915524635974,0.0466413158732409,7022,10386,11010,11990,10505,6235
"Ptbp3",21094.9010488069,-0.627099045994039,0.27670777574593,0.00388483514667608,0.0176628595383024,14110,19676,25643,26928,22554,12921
"E130308A19Rik",4088.59730769445,-0.634657193829085,0.227270641177965,0.00089330141472316,0.00537801819274474,2400,3963,4543,4870,4138,2589
"Snx30",2848.44692902043,-0.544089923275194,0.130445088530804,9.22198405848799e-06,0.000127137267404625,1643,2872,2679,3101,2527,1789
"Zfp37",3480.64859160782,-0.843307720570285,0.32101517715717,0.000484608714459951,0.0032653470866037,1696,2375,3504,4147,3597,1756
"Rnf183",27.6548696050001,2.22301880505692,0.686649143475873,1.80220384211338e-06,3.22994977480987e-05,24,44,1,8,4,68
"Rgs3",7620.74285744306,-0.71610220342122,0.169275436938304,2.69801831242611e-06,4.58466337060478e-05,4650,7713,10226,10452,8443,6629
"Akna",3766.86371137638,0.567049392863678,0.149884010264806,4.11662405769582e-05,0.000440415764621549,3985,6279,2808,2979,2656,4607
"Tmem268",2344.83909185574,0.391938810712231,0.140144399351412,0.00278815842825045,0.0135360057746281,2211,3746,2072,2088,1603,2924
"Cdk5rap2",13458.0996294169,-0.35401720987316,0.0939733258255511,0.000104110147856137,0.000935741830430923,9650,15801,13971,15557,12905,11831
"Megf9",1350.58396296458,-0.586950699428764,0.213215871617288,0.00130380837604273,0.00730223232832267,877,1321,1312,1617,1351,740
"Kdm4c",4581.63412049132,-0.484881118715107,0.153904165744212,0.000620925543768946,0.00398658534209768,3024,4658,4608,5283,4322,3309
"Dmac1",2777.50833614044,0.447679533226788,0.172848966072003,0.00410457724180085,0.0184437514257833,2615,4356,2353,2459,1832,3878
"LOC118568718",82.6348018940534,-0.671681923990302,0.329731740541565,0.00522621337490572,0.0224198993981993,42,54,122,123,76,84
"Mpdz",12140.5549683645,-0.759242415738499,0.268498822255692,0.000404464420800429,0.00282049033580452,7057,10885,14099,15419,13097,6814
"Nfib",25876.4564927933,-0.639719248302046,0.216349579332258,0.000524450985833403,0.00348239044611861,15130,25095,26093,29800,25080,13646
"Zdhhc21",9824.11388720987,-0.783265563842559,0.264132137465432,0.00023053027769656,0.00179235795069305,6071,8636,12540,12205,10687,5511
"Gm42306",41.3791841059848,2.64523400423038,0.56354950495809,1.72695479382791e-09,7.26583571687778e-08,63,85,9,5,4,51
"Snapc3",4866.06659465657,-0.770744811354608,0.220099430679679,3.8147432356843e-05,0.000414677817050617,2650,4403,5914,6070,5289,3426
"Psip1",34205.3561521956,-0.744525957114614,0.192854839336684,1.09457542030237e-05,0.000146565466081228,20718,32146,40922,43648,36766,23174
"Bnc2",1600.7488209211,-0.539581800566862,0.269222222547215,0.011256292837726,0.0408857101185306,1058,1624,2200,1994,1742,1314
"Cntln",3804.01612398154,-0.573849880096466,0.259853672126519,0.00593610350572767,0.024785773479013,2344,3812,4662,4504,3866,2534
"Sh3gl2",587.582484575339,-0.368011996572987,0.152242534984011,0.00893960349863558,0.034047713454779,349,659,496,617,483,364
"Adamtsl1",12.5635227775877,1.02601669226823,0.730419436074384,0.00272537163373529,0.0132748705662707,28,14,6,2,2,16
"Haus6",8549.18997787993,-0.812999908560122,0.196127128579477,2.20602779804074e-06,3.8388545142835e-05,5025,8220,10617,11253,9509,5586
"Plin2",10640.5767123495,1.02052815541925,0.186349132282059,9.59317896014579e-10,4.35409890942201e-08,10607,18931,6053,6898,5512,16029
"Dennd4c",7551.21434184332,-0.872422493209681,0.236844332863781,1.09289356390762e-05,0.000146433770872709,4419,6661,9838,9650,8313,4359
"Rps6",155586.320208508,0.448250741382052,0.163975842505817,0.00270844248798182,0.0132069398343951,145642,254085,132873,142486,111467,231863
"Slc24a2",3037.9844672351,-0.499931099701395,0.244475161094551,0.0126242098494127,0.0448065430488042,2051,3141,3565,3504,2963,1946
"Mllt3",2542.52074931343,-1.46517980885555,0.182050702266796,1.4459701086928e-17,2.35043001621545e-15,1092,1673,3335,3617,3073,1162
"Hacd4",276.550318643623,1.07589401146965,0.403954447608079,0.000176266110331414,0.00144267137686941,290,410,134,104,80,271
"Klhl9",10423.6307729626,-0.559505352512758,0.1933039383892,0.000984467396829245,0.00581010324911692,6558,9942,10588,11552,9916,6334
"Gm49890",11.6514287723798,-1.4723630011505,1.00176732748351,0.000302264347968545,0.00222470379520969,0,2,14,16,17,2
"Elavl2",4046.25650657383,-1.31009683523647,0.295590502026706,1.19344024004261e-07,3.15576902817825e-06,1899,2612,5153,5837,4947,1840
"Tusc1",345.563402464997,0.815058611195954,0.191400828023466,1.32140463018855e-06,2.48062074220444e-05,296,508,212,176,159,380
"Caap1",3796.49198036789,-0.568669672428253,0.289726166372682,0.0105450951894405,0.0388428947250249,2647,3836,4908,5199,4245,2695
"Plaa",13685.8040553471,-0.624717167056857,0.230248196590811,0.00119175484300294,0.00679073568014367,8411,13543,15959,17179,14305,9422
"Ift74",914.885812936267,-0.739372028814146,0.423207159872424,0.00676619414896757,0.0274326732930415,416,654,1100,1216,993,521
"Eqtn",19.1098341842497,-1.24449695654452,0.72627268570532,0.000868439595528884,0.00525398438506785,2,4,25,23,44,13
