"","groupID","featureID","exonBaseMean","dispersion","stat","pvalue","padj","WT","KO","log2fold_KO_WT","countData.1_C1P_S1","countData.2_S1_S2","countData.3_F6_S3","countData.4_S2_S4","countData.5_F8P_S5","countData.6_S3_S6"
"Cfap45:2","Cfap45","2",143.949665887654,0.00186666713082342,14.0356219779881,0.000179380067894122,0.0363445778202477,19.2710453549399,16.5911364894831,-0.433779407548594,124,161,121,190,136,135
"Cfap45:14","Cfap45","14",143.949665887654,0.00186666713082342,14.0356219779881,0.000179380067894122,0.0363445778202477,19.2710453549399,16.5911364894831,-0.433779407548593,124,161,121,190,136,135
"Exo1:60","Exo1","60",4489.09586333371,0.000111148802940584,46.4239545146669,9.52439848858494e-12,6.02344898639349e-08,97.535961442482,92.6813365761041,-0.163629945997856,3517,4961,3957,5084,5306,4363
"Cep170:1","Cep170","1",1236.73074918721,0.000733302142028496,15.4891281946355,8.29811594979091e-05,0.0219125727211667,50.1747122087658,53.7290574767067,0.204112554874079,1273,1118,1302,1264,1466,1062
"Cep170:19","Cep170","19",1236.73074918721,0.000733302142028496,15.4891281946355,8.29811594979091e-05,0.0219125727211667,50.1747122103918,53.7290574757727,0.204112554725686,1273,1118,1302,1264,1466,1062
"Cep170:37","Cep170","37",1236.73074918721,0.000733302142028496,15.4891281946355,8.29811594979091e-05,0.0219125727211667,50.1747122103918,53.7290574757727,0.204112554725686,1273,1118,1302,1264,1466,1062
"Cep170:55","Cep170","55",1236.73074918721,0.000733302142028496,15.4891281946355,8.29811594979091e-05,0.0219125727211667,50.1747122103918,53.7290574757727,0.204112554725686,1273,1118,1302,1264,1466,1062
"Cep170:74","Cep170","74",1236.73074918721,0.000733302142028496,15.4891281946355,8.29811594979091e-05,0.0219125727211667,50.1747122103918,53.7290574757727,0.204112554725688,1273,1118,1302,1264,1466,1062
"Cep170:93","Cep170","93",1236.73074918721,0.000733302142028496,15.4891281946355,8.29811594979091e-05,0.0219125727211667,50.1747122103918,53.7290574757727,0.204112554725686,1273,1118,1302,1264,1466,1062
"Cep170:112","Cep170","112",1236.73074918721,0.000733302142028496,15.4891281946355,8.29811594979091e-05,0.0219125727211667,50.1747122103918,53.7290574757727,0.204112554725688,1273,1118,1302,1264,1466,1062
"Cep170:132","Cep170","132",1236.73074918721,0.000733302142028496,15.4891281946355,8.29811594979091e-05,0.0219125727211667,50.1747122103918,53.7290574757727,0.204112554725686,1273,1118,1302,1264,1466,1062
"Cep170:152","Cep170","152",1236.73074918721,0.000733302142028496,15.4891281946355,8.29811594979091e-05,0.0219125727211667,50.1747122103918,53.7290574757727,0.204112554725686,1273,1118,1302,1264,1466,1062
"Cep170:172","Cep170","172",1236.73074918721,0.000733302142028496,15.4891281946355,8.29811594979091e-05,0.0219125727211667,50.1747122103918,53.7290574757726,0.204112554725684,1273,1118,1302,1264,1466,1062
"Cep170:192","Cep170","192",1236.73074918721,0.000733302142028496,15.4891281946355,8.29811594979091e-05,0.0219125727211667,50.1747122103918,53.7290574757727,0.204112554725686,1273,1118,1302,1264,1466,1062
"Cep170:212","Cep170","212",1236.73074918721,0.000733302142028496,15.4891281946355,8.29811594979091e-05,0.0219125727211667,50.1747122103918,53.7290574757727,0.204112554725686,1273,1118,1302,1264,1466,1062
"Cep170:232","Cep170","232",1195.09378824381,0.000855757576866777,14.8881166137973,0.000114079361004087,0.026765448043767,49.2737760772927,52.9223675779485,0.212808891212507,1226,1072,1277,1224,1411,1022
"Cep170:253","Cep170","253",1236.73074918721,0.000733302142028496,15.4891281946355,8.29811594979091e-05,0.0219125727211667,50.1747122103918,53.7290574757727,0.204112554725686,1273,1118,1302,1264,1466,1062
"Cep170:271","Cep170","271",1236.73074918721,0.000733302142028496,15.4891281946355,8.29811594979091e-05,0.0219125727211667,50.1747122103918,53.7290574757727,0.204112554725686,1273,1118,1302,1264,1466,1062
"Cep170:290","Cep170","290",1236.73074918721,0.000733302142028496,15.4891281946355,8.29811594979091e-05,0.0219125727211667,50.1747122103918,53.7290574757727,0.204112554725686,1273,1118,1302,1264,1466,1062
"Cep170:309","Cep170","309",1195.09378824381,0.000855757576866777,14.8881166137973,0.000114079361004087,0.026765448043767,49.2737760772927,52.9223675779485,0.212808891212507,1226,1072,1277,1224,1411,1022
"Cep170:330","Cep170","330",1066.0296511608,0.00114568663911076,17.4106583438503,3.01132650452062e-05,0.0112836581412692,46.2076875766213,50.4874386006732,0.263017245128825,1114,955,1164,1093,1270,862
"Zbtb18:6","Zbtb18","6",1152.18377418007,0.000308511993744814,10.9732405569224,0.000924369756752265,0.099528938496687,48.8960227800335,51.3386506553158,0.145052881689443,1126,1069,1352,1117,1400,917
"Zbtb18:10","Zbtb18","10",1152.18377418007,0.000308511993744814,10.9732405569224,0.000924369756752265,0.099528938496687,48.8960227800335,51.3386506553158,0.145052881689443,1126,1069,1352,1117,1400,917
"Zbtb18:14","Zbtb18","14",1152.18377418007,0.000308511993744814,10.9732405569224,0.000924369756752265,0.099528938496687,48.8960227800335,51.3386506553158,0.145052881689443,1126,1069,1352,1117,1400,917
"Zbtb18:18","Zbtb18","18",1152.18377418007,0.000308511993744814,10.9732405569224,0.000924369756752265,0.099528938496687,48.8960227800335,51.3386506553158,0.145052881689443,1126,1069,1352,1117,1400,917
"Zbtb18:21","Zbtb18","21",1152.18377418007,0.000308511993744814,10.9732405569224,0.000924369756752265,0.099528938496687,48.8960227800335,51.3386506553158,0.145052881689443,1126,1069,1352,1117,1400,917
"Zbtb18:23","Zbtb18","23",1152.18377418007,0.000308511993744814,10.9732405569224,0.000924369756752265,0.099528938496687,48.8960227800335,51.3386506553158,0.145052881689443,1126,1069,1352,1117,1400,917
"Zbtb18:28","Zbtb18","28",1152.18377418007,0.000308511993744814,10.9732405569224,0.000924369756752265,0.099528938496687,48.8960227800335,51.3386506553158,0.145052881689443,1126,1069,1352,1117,1400,917
"Hnrnpu:93","Hnrnpu","93",41184.8837331623,0.000121029969261028,23.6564771922227,1.15157656183908e-06,0.00101356114633116,227.673369832932,223.863237630303,-0.0764207472008529,37926,43048,36068,44469,50193,38024
"Cdc42bpa:34","Cdc42bpa","34",2411.14594237928,0.000312954381184734,11.7061374217582,0.0006229429220608,0.0783449277332516,70.0372287353885,73.0719776352282,0.13014105392744,2128,2354,2460,2583,3024,2095
"Cdc42bpa:69","Cdc42bpa","69",2411.14594237928,0.000312954381184734,11.7061374217582,0.0006229429220608,0.0783449277332516,70.0372287353885,73.0719776352282,0.13014105392744,2128,2354,2460,2583,3024,2095
"Cdc42bpa:103","Cdc42bpa","103",2411.14594237928,0.000312954381184734,11.7061374217582,0.0006229429220608,0.0783449277332516,70.0372287353885,73.0719776352282,0.13014105392744,2128,2354,2460,2583,3024,2095
"Cdc42bpa:107","Cdc42bpa","107",2747.34688221851,0.000154975864786826,11.2553221599792,0.000793950412870816,0.0899540842721163,77.1875622714839,74.6530876835375,-0.103188181181016,2263,2838,2568,3160,3135,2651
"Cdc42bpa:139","Cdc42bpa","139",2411.14594237928,0.000312954381184734,11.7061374217582,0.0006229429220608,0.0783449277332516,70.0372287353885,73.0719776352282,0.13014105392744,2128,2354,2460,2583,3024,2095
"Cdc42bpa:177","Cdc42bpa","177",2411.14594237928,0.000312954381184734,11.7061374217582,0.0006229429220608,0.0783449277332516,70.0372287353885,73.0719776352282,0.13014105392744,2128,2354,2460,2583,3024,2095
"Cdc42bpa:216","Cdc42bpa","216",2411.14594237928,0.000312954381184734,11.7061374217582,0.0006229429220608,0.0783449277332516,70.0372287353885,73.0719776352282,0.13014105392744,2128,2354,2460,2583,3024,2095
"Cdc42bpa:254","Cdc42bpa","254",2411.14594237928,0.000312954381184734,11.7061374217582,0.0006229429220608,0.0783449277332516,70.0372287353885,73.0719776352282,0.13014105392744,2128,2354,2460,2583,3024,2095
"Cdc42bpa:293","Cdc42bpa","293",2411.14594237928,0.000312954381184734,11.7061374217582,0.0006229429220608,0.0783449277332516,70.0372287353885,73.0719776352282,0.13014105392744,2128,2354,2460,2583,3024,2095
"Cdc42bpa:332","Cdc42bpa","332",2411.14594237928,0.000312954381184734,11.7061374217582,0.0006229429220608,0.0783449277332516,70.0372287353885,73.0719776352282,0.13014105392744,2128,2354,2460,2583,3024,2095
"Cdc42bpa:370","Cdc42bpa","370",2411.14594237928,0.000312954381184734,11.7061374217582,0.0006229429220608,0.0783449277332516,70.0372287353885,73.0719776352282,0.13014105392744,2128,2354,2460,2583,3024,2095
"Cdc42bpa:408","Cdc42bpa","408",2411.14594237928,0.000312954381184734,11.7061374217582,0.0006229429220608,0.0783449277332516,70.0372287353885,73.0719776352282,0.13014105392744,2128,2354,2460,2583,3024,2095
"Cdc42bpa:446","Cdc42bpa","446",2411.14594237928,0.000312954381184734,11.7061374217582,0.0006229429220608,0.0783449277332516,70.0372287353885,73.0719776352282,0.13014105392744,2128,2354,2460,2583,3024,2095
"Cdc42bpa:483","Cdc42bpa","483",2411.14594237928,0.000312954381184734,11.7061374217582,0.0006229429220608,0.0783449277332516,70.0372287353885,73.0719776352282,0.13014105392744,2128,2354,2460,2583,3024,2095
"Cdc42bpa:520","Cdc42bpa","520",2411.14594237928,0.000312954381184734,11.7061374217582,0.0006229429220608,0.0783449277332516,70.0372287353885,73.0719776352282,0.13014105392744,2128,2354,2460,2583,3024,2095
"Cdc42bpa:560","Cdc42bpa","560",2411.14594237928,0.000312954381184734,11.7061374217582,0.0006229429220608,0.0783449277332516,70.0372287353885,73.0719776352282,0.13014105392744,2128,2354,2460,2583,3024,2095
"Cdc42bpa:598","Cdc42bpa","598",2411.14594237928,0.000312954381184734,11.7061374217582,0.0006229429220608,0.0783449277332516,70.0372287353885,73.0719776352282,0.13014105392744,2128,2354,2460,2583,3024,2095
"Cdc42bpa:635","Cdc42bpa","635",2411.14594237928,0.000312954381184734,11.7061374217582,0.0006229429220608,0.0783449277332516,70.0372287353885,73.0719776352282,0.13014105392744,2128,2354,2460,2583,3024,2095
"Cdc42bpa:641","Cdc42bpa","641",2747.34688221851,0.000154975864786826,11.2553221599792,0.000793950412870816,0.0899540842721163,77.1875622714839,74.6530876835375,-0.103188181181016,2263,2838,2568,3160,3135,2651
"Cdc42bpa:676","Cdc42bpa","676",2411.14594237928,0.000312954381184734,11.7061374217582,0.0006229429220608,0.0783449277332516,70.0372287353885,73.0719776352282,0.13014105392744,2128,2354,2460,2583,3024,2095
"Cdc42bpa:682","Cdc42bpa","682",2747.34688221851,0.000154975864786826,11.2553221599792,0.000793950412870816,0.0899540842721163,77.1875622714839,74.6530876835375,-0.103188181181016,2263,2838,2568,3160,3135,2651
"Cdc42bpa:716","Cdc42bpa","716",2411.14594237928,0.000312954381184734,11.7061374217582,0.0006229429220608,0.0783449277332516,70.0372287353885,73.0719776352282,0.13014105392744,2128,2354,2460,2583,3024,2095
"Cdc42bpa:722","Cdc42bpa","722",2747.34688221851,0.000154975864786826,11.2553221599792,0.000793950412870816,0.0899540842721163,77.1875622714839,74.6530876835375,-0.103188181181016,2263,2838,2568,3160,3135,2651
"Cdc42bpa:754","Cdc42bpa","754",2411.14594237928,0.000312954381184734,11.7061374217582,0.0006229429220608,0.0783449277332516,70.0372287353885,73.0719776352282,0.13014105392744,2128,2354,2460,2583,3024,2095
"Cdc42bpa:760","Cdc42bpa","760",2747.34688221851,0.000154975864786826,11.2553221599792,0.000793950412870816,0.0899540842721163,77.1875622714839,74.6530876835375,-0.103188181181016,2263,2838,2568,3160,3135,2651
"Cdc42bpa:793","Cdc42bpa","793",2411.14594237928,0.000312954381184734,11.7061374217582,0.0006229429220608,0.0783449277332516,70.0372287353885,73.0719776352282,0.13014105392744,2128,2354,2460,2583,3024,2095
"Cdc42bpa:798","Cdc42bpa","798",2747.34688221851,0.000154975864786826,11.2553221599792,0.000793950412870816,0.0899540842721163,77.1875622714839,74.6530876835375,-0.103188181181016,2263,2838,2568,3160,3135,2651
"Cdc42bpa:832","Cdc42bpa","832",2411.14594237928,0.000312954381184734,11.7061374217582,0.0006229429220608,0.0783449277332516,70.0372287353885,73.0719776352282,0.13014105392744,2128,2354,2460,2583,3024,2095
"Cdc42bpa:837","Cdc42bpa","837",2747.34688221851,0.000154975864786826,11.2553221599792,0.000793950412870816,0.0899540842721163,77.1875622714839,74.6530876835375,-0.103188181181016,2263,2838,2568,3160,3135,2651
"Cdc42bpa:870","Cdc42bpa","870",2411.14594237928,0.000312954381184734,11.7061374217582,0.0006229429220608,0.0783449277332516,70.0372287353885,73.0719776352282,0.13014105392744,2128,2354,2460,2583,3024,2095
"Cdc42bpa:875","Cdc42bpa","875",2747.34688221851,0.000154975864786826,11.2553221599792,0.000793950412870816,0.0899540842721163,77.1875622714839,74.6530876835375,-0.103188181181016,2263,2838,2568,3160,3135,2651
"Cdc42bpa:907","Cdc42bpa","907",2411.14594237928,0.000312954381184734,11.7061374217582,0.0006229429220608,0.0783449277332516,70.0372287353885,73.0719776352282,0.13014105392744,2128,2354,2460,2583,3024,2095
"Cdc42bpa:912","Cdc42bpa","912",2747.34688221851,0.000154975864786826,11.2553221599792,0.000793950412870816,0.0899540842721163,77.1875622714839,74.6530876835375,-0.103188181181016,2263,2838,2568,3160,3135,2651
"Cdc42bpa:945","Cdc42bpa","945",2411.14594237928,0.000312954381184734,11.7061374217582,0.0006229429220608,0.0783449277332516,70.0372287353885,73.0719776352282,0.13014105392744,2128,2354,2460,2583,3024,2095
"Cdc42bpa:950","Cdc42bpa","950",2747.34688221851,0.000154975864786826,11.2553221599792,0.000793950412870816,0.0899540842721163,77.1875622714839,74.6530876835375,-0.103188181181016,2263,2838,2568,3160,3135,2651
"Cdc42bpa:982","Cdc42bpa","982",2411.14594237928,0.000312954381184734,11.7061374217582,0.0006229429220608,0.0783449277332516,70.0372287353885,73.0719776352282,0.13014105392744,2128,2354,2460,2583,3024,2095
"Cdc42bpa:987","Cdc42bpa","987",2747.34688221851,0.000154975864786826,11.2553221599792,0.000793950412870816,0.0899540842721163,77.1875622714839,74.6530876835375,-0.103188181181016,2263,2838,2568,3160,3135,2651
"Cdc42bpa:1018","Cdc42bpa","1018",2411.14594237928,0.000312954381184734,11.7061374217582,0.0006229429220608,0.0783449277332516,70.0372287353885,73.0719776352282,0.13014105392744,2128,2354,2460,2583,3024,2095
"Cdc42bpa:1024","Cdc42bpa","1024",2747.34688221851,0.000154975864786826,11.2553221599792,0.000793950412870816,0.0899540842721163,77.1875622714839,74.6530876835375,-0.103188181181016,2263,2838,2568,3160,3135,2651
"Cdc42bpa:1055","Cdc42bpa","1055",2411.14594237928,0.000312954381184734,11.7061374217582,0.0006229429220608,0.0783449277332516,70.0372287353885,73.0719776352282,0.13014105392744,2128,2354,2460,2583,3024,2095
"Cdc42bpa:1060","Cdc42bpa","1060",2747.34688221851,0.000154975864786826,11.2553221599792,0.000793950412870816,0.0899540842721163,77.1875622714839,74.6530876835375,-0.103188181181016,2263,2838,2568,3160,3135,2651
"Cdc42bpa:1091","Cdc42bpa","1091",2411.14594237928,0.000312954381184734,11.7061374217582,0.0006229429220608,0.0783449277332516,70.0372287353885,73.0719776352282,0.13014105392744,2128,2354,2460,2583,3024,2095
"Cdc42bpa:1096","Cdc42bpa","1096",2747.34688221851,0.000154975864786826,11.2553221599792,0.000793950412870816,0.0899540842721163,77.1875622714839,74.6530876835375,-0.103188181181016,2263,2838,2568,3160,3135,2651
"Cdc42bpa:1126","Cdc42bpa","1126",2411.14594237928,0.000312954381184734,11.7061374217582,0.0006229429220608,0.0783449277332516,70.0372287353885,73.0719776352282,0.13014105392744,2128,2354,2460,2583,3024,2095
"Cdc42bpa:1132","Cdc42bpa","1132",2747.34688221851,0.000154975864786826,11.2553221599792,0.000793950412870816,0.0899540842721163,77.1875622714839,74.6530876835375,-0.103188181181016,2263,2838,2568,3160,3135,2651
"Cdc42bpa:1162","Cdc42bpa","1162",2411.14594237928,0.000312954381184734,11.7061374217582,0.0006229429220608,0.0783449277332516,70.0372287353885,73.0719776352282,0.13014105392744,2128,2354,2460,2583,3024,2095
"Cdc42bpa:1167","Cdc42bpa","1167",2744.99139802953,0.000155315894732408,11.104755787769,0.000861066269311239,0.0949748670610585,77.1499770376255,74.6311869427886,-0.102584429815892,2262,2832,2566,3159,3133,2649
"Cdc42bpa:1200","Cdc42bpa","1200",2411.14594237928,0.000312954381184734,11.7061374217582,0.0006229429220608,0.0783449277332516,70.0372287353885,73.0719776352282,0.13014105392744,2128,2354,2460,2583,3024,2095
"Cdc42bpa:1238","Cdc42bpa","1238",2411.14594237928,0.000312954381184734,11.7061374217582,0.0006229429220608,0.0783449277332516,70.0372287353885,73.0719776352282,0.13014105392744,2128,2354,2460,2583,3024,2095
"Cdc42bpa:1276","Cdc42bpa","1276",2411.14594237928,0.000312954381184734,11.7061374217582,0.0006229429220608,0.0783449277332516,70.0372287353885,73.0719776352282,0.13014105392744,2128,2354,2460,2583,3024,2095
"Lin9:4","Lin9","4",1301.59244459069,0.000274075138565385,10.9685478319068,0.000926713526119745,0.099583624569016,52.1770516570101,54.4744379691369,0.128724019864782,1245,1259,1287,1360,1679,1087
"Lin9:15","Lin9","15",7265.76356318297,0.000138059244285061,24.9131763544332,5.99711307841936e-07,0.000588068654603371,119.805874363747,115.51677174784,-0.12282736357851,6024,7605,6711,8185,8805,6741
"Lin9:19","Lin9","19",1301.59244459069,0.000274075138565385,10.9685478319068,0.000926713526119745,0.099583624569016,52.1770516570101,54.4744379691369,0.12872401986478,1245,1259,1287,1360,1679,1087
"Lin9:30","Lin9","30",7265.76356318297,0.000138059244285061,24.9131763544332,5.99711307841936e-07,0.000588068654603371,119.805874363747,115.51677174784,-0.12282736357851,6024,7605,6711,8185,8805,6741
"Lin9:35","Lin9","35",1301.59244459069,0.000274075138565385,10.9685478319068,0.000926713526119745,0.099583624569016,52.1770516570101,54.4744379691369,0.128724019864782,1245,1259,1287,1360,1679,1087
"Lin9:46","Lin9","46",7265.76356318297,0.000138059244285061,24.9131763544332,5.99711307841936e-07,0.000588068654603371,119.805874363747,115.51677174784,-0.12282736357851,6024,7605,6711,8185,8805,6741
"Lin9:51","Lin9","51",1301.59244459069,0.000274075138565385,10.9685478319068,0.000926713526119745,0.099583624569016,52.1770516570101,54.4744379691369,0.128724019864782,1245,1259,1287,1360,1679,1087
"Lin9:62","Lin9","62",7265.76356318297,0.000138059244285061,24.9131763544332,5.99711307841936e-07,0.000588068654603371,119.805874363747,115.51677174784,-0.12282736357851,6024,7605,6711,8185,8805,6741
"Wdr26:8","Wdr26","8",4557.16143245652,0.000244883909272493,12.1621665067025,0.000487686960102944,0.0680376193974923,97.3316229604283,94.4090554059061,-0.0978664596618,3569,4810,4881,4818,5453,4072
"Wdr26:9","Wdr26","9",5100.31127398577,0.000208831139988277,16.4885500785369,4.89447607340728e-05,0.0150828780290817,102.502759626295,99.156128879539,-0.107672497860259,4031,5066,5449,5782,6022,4557
"Wdr26:23","Wdr26","23",4557.16143245652,0.000244883909272493,12.1621665067025,0.000487686960102944,0.0680376193974923,97.3316229604283,94.4090554059061,-0.0978664596618,3569,4810,4881,4818,5453,4072
"Wdr26:24","Wdr26","24",5100.31127398577,0.000208831139988277,16.4885500785369,4.89447607340728e-05,0.0150828780290817,102.502759626295,99.156128879539,-0.107672497860259,4031,5066,5449,5782,6022,4557
"Wdr26:31","Wdr26","31",9742.8131309433,0.000139655953000683,12.5788531342987,0.000390136065505727,0.0613467300892092,131.419036692891,134.831326730723,0.0896936067526273,8360,9525,10999,9942,12353,8008
"Wdr26:38","Wdr26","38",4557.16143245652,0.000244883909272493,12.1621665067025,0.000487686960102944,0.0680376193974923,97.3316229604283,94.4090554059061,-0.0978664596617982,3569,4810,4881,4818,5453,4072
"Wdr26:39","Wdr26","39",5100.31127398577,0.000208831139988277,16.4885500785369,4.89447607340728e-05,0.0150828780290817,102.502759626295,99.156128879539,-0.107672497860259,4031,5066,5449,5782,6022,4557
"Wdr26:53","Wdr26","53",4557.16143245652,0.000244883909272493,12.1621665067025,0.000487686960102944,0.0680376193974923,97.3316229604283,94.4090554059061,-0.0978664596618,3569,4810,4881,4818,5453,4072
"Wdr26:54","Wdr26","54",5100.31127398577,0.000208831139988277,16.4885500785369,4.89447607340728e-05,0.0150828780290817,102.502759626295,99.1561288795389,-0.107672497860259,4031,5066,5449,5782,6022,4557
"Wdr26:61","Wdr26","61",9742.8131309433,0.000139655953000683,12.5788531342987,0.000390136065505727,0.0613467300892092,131.419036692891,134.831326730723,0.0896936067526273,8360,9525,10999,9942,12353,8008
"Wdr26:68","Wdr26","68",4557.16143245652,0.000244883909272493,12.1621665067025,0.000487686960102944,0.0680376193974923,97.3316229604283,94.4090554059061,-0.0978664596618,3569,4810,4881,4818,5453,4072
"Wdr26:69","Wdr26","69",5100.31127398577,0.000208831139988277,16.4885500785369,4.89447607340728e-05,0.0150828780290817,102.502759626295,99.1561288795389,-0.107672497860262,4031,5066,5449,5782,6022,4557
"Wdr26:75","Wdr26","75",9739.81394752912,0.00013610177824569,12.7520229189726,0.000355624332880066,0.0574659869534977,131.405445037629,134.811057976611,0.0895256377905636,8353,9522,10998,9940,12350,8006
"Wdr26:82","Wdr26","82",4557.16143245652,0.000244883909272493,12.1621665067025,0.000487686960102944,0.0680376193974923,97.3316229604283,94.4090554059061,-0.0978664596617982,3569,4810,4881,4818,5453,4072
"Wdr26:83","Wdr26","83",5100.31127398577,0.000208831139988277,16.4885500785369,4.89447607340728e-05,0.0150828780290817,102.502759626295,99.1561288795389,-0.107672497860259,4031,5066,5449,5782,6022,4557
"Wdr26:96","Wdr26","96",4557.16143245652,0.000244883909272493,12.1621665067025,0.000487686960102944,0.0680376193974923,97.3316229604283,94.4090554059061,-0.0978664596618,3569,4810,4881,4818,5453,4072
"Wdr26:97","Wdr26","97",5100.31127398577,0.000208831139988277,16.4885500785369,4.89447607340728e-05,0.0150828780290817,102.502759626295,99.1561288795389,-0.107672497860262,4031,5066,5449,5782,6022,4557
"Wdr26:103","Wdr26","103",9741.11987508495,0.000137119234569687,12.7129267657382,0.000363136651979218,0.0581655734077236,131.411317131349,134.819970756442,0.0896022744154958,8356,9523,10998,9941,12352,8007
"Wdr26:110","Wdr26","110",4557.16143245652,0.000244883909272493,12.1621665067025,0.000487686960102944,0.0680376193974923,97.3316229604283,94.409055405906,-0.0978664596618,3569,4810,4881,4818,5453,4072
"Wdr26:111","Wdr26","111",5100.31127398577,0.000208831139988277,16.4885500785369,4.89447607340728e-05,0.0150828780290817,102.502759626295,99.1561288795389,-0.107672497860259,4031,5066,5449,5782,6022,4557
"Lbr:17","Lbr","17",192.88916703601,0.0023665908450825,13.6368245657926,0.000221792225036265,0.0420778091379056,19.3819847214397,22.4569495867686,0.427213419429567,176,165,198,221,278,145
"Lbr:32","Lbr","32",192.88916703601,0.0023665908450825,13.6368245657926,0.000221792225036265,0.0420778091379056,19.3819847214397,22.4569495867686,0.427213419429567,176,165,198,221,278,145
"Gm33887:4","Gm33887","4",333.082521257838,0.00326939182558733,15.0914804327243,0.000102424502635602,0.0250707967243817,25.1115453441322,29.2925515420981,0.448468531633182,303,232,372,295,598,260
"Degs1:1","Degs1","1",4157.23605802148,0.000854137046857523,14.2909402848086,0.00015661685458313,0.0328090711423538,89.448326180039,94.4483235858678,0.173213876951706,3961,3845,4428,4107,5689,3318
"Degs1:3","Degs1","3",16987.8276354551,0.000232186034172648,11.7460634895427,0.0006097205906561,0.0778234519279401,167.653817728849,164.12262075177,-0.0812625547191601,14336,16699,18164,19001,19999,14743
"Degs1:6","Degs1","6",16987.8276354551,0.000232186034172648,11.7460634895427,0.0006097205906561,0.0778234519279401,167.653817728849,164.12262075177,-0.0812625547191619,14336,16699,18164,19001,19999,14743
"Trp53bp2:16","Trp53bp2","16",2654.10434425501,0.000131629983800297,20.8069955424071,5.0797080003697e-06,0.00325862813593678,75.8680773538172,72.8087428884785,-0.126869719650614,2012,3044,2414,3228,2618,2653
"Mia3:168","Mia3","168",411.674502006358,0.00138661382434701,30.4457855808942,3.43328391951013e-08,6.80438792409068e-05,27.8708194202491,32.7002813784104,0.466368763252039,491,364,429,387,551,287
"Mia3:192","Mia3","192",278.926744651213,0.00272192904546097,25.157740491015,5.28271908437233e-07,0.000523027752737558,22.5184363096048,27.3151721395592,0.561504183716274,350,217,316,256,352,202
"Bpnt1:10","Bpnt1","10",11199.6498111664,4.50454884090877e-05,19.6831282663545,9.14048214780452e-06,0.00488815181950189,142.337828905898,139.781977377025,-0.0647039922543637,10102,10875,10325,12436,14488,9932
"Bpnt1:19","Bpnt1","19",11199.6498111664,4.50454884090877e-05,19.6831282663545,9.14048214780452e-06,0.00488815181950189,142.337828905898,139.781977377025,-0.0647039922543637,10102,10875,10325,12436,14488,9932
"Bpnt1:28","Bpnt1","28",11199.6498111664,4.50454884090877e-05,19.6831282663545,9.14048214780452e-06,0.00488815181950189,142.337828905898,139.781977377025,-0.0647039922543637,10102,10875,10325,12436,14488,9932
"Bpnt1:38","Bpnt1","38",11201.7598634626,4.48614457310083e-05,19.760467295568,8.77796248445301e-06,0.00473068122688023,142.349921182443,139.791880106915,-0.06475622673854,10105,10879,10325,12438,14491,9933
"Bpnt1:46","Bpnt1","46",11201.7598634626,4.48614457310083e-05,19.760467295568,8.77796248445301e-06,0.00473068122688023,142.349921182443,139.791880106915,-0.06475622673854,10105,10879,10325,12438,14491,9933
"Bpnt1:55","Bpnt1","55",11199.4785700584,4.50413870140169e-05,19.6580019035169,9.26146547028978e-06,0.00495049956265732,142.336104998119,139.781983255835,-0.0646604485413054,10102,10874,10325,12436,14488,9932
"Eprs:8","Eprs","8",7628.30859811012,0.000151364422529107,14.6897357571405,0.000126734634284163,0.028926353940115,118.56196683611,121.79634937878,0.091222968274792,7465,7375,7087,8009,9520,6835
"Eprs:40","Eprs","40",7628.30859811012,0.000151364422529107,14.6897357571405,0.000126734634284163,0.028926353940115,118.56196683611,121.79634937878,0.0912229682747956,7465,7375,7087,8009,9520,6835
"Eprs:73","Eprs","73",7628.30859811012,0.000151364422529107,14.6897357571405,0.000126734634284163,0.028926353940115,118.56196683611,121.79634937878,0.091222968274792,7465,7375,7087,8009,9520,6835
"Eprs:104","Eprs","104",7628.30859811012,0.000151364422529107,14.6897357571405,0.000126734634284163,0.028926353940115,118.56196683611,121.79634937878,0.091222968274792,7465,7375,7087,8009,9520,6835
"Gpatch2:101","Gpatch2","101",1384.69246522537,0.000597905971984551,23.2522937493353,1.42080892551784e-06,0.00119970535788666,57.2763184256892,52.6528690364982,-0.251968025391697,1251,1501,1219,1532,1697,1209
"Smyd2:9","Smyd2","9",3271.51400869452,0.000111780612502584,17.8306989583316,2.4145600455911e-05,0.00986965008207153,83.8651379093857,80.9377718106643,-0.111088610610489,2785,3375,2880,3882,3853,3060
"Smyd2:21","Smyd2","21",3271.51400869452,0.000111780612502584,17.8306989583316,2.4145600455911e-05,0.00986965008207153,83.8651379093857,80.9377718106643,-0.111088610610489,2785,3375,2880,3882,3853,3060
"Smyd2:32","Smyd2","32",3271.51400869452,0.000111780612502584,17.8306989583316,2.4145600455911e-05,0.00986965008207153,83.8651379093857,80.9377718106643,-0.111088610610489,2785,3375,2880,3882,3853,3060
"Rpp38:3","Rpp38","3",58.1356328406879,0.00548754448319833,39.0661131839254,4.09693751512281e-10,1.84963055152238e-06,13.6956604942304,8.82023002251094,-1.27164418903159,31,96,25,72,55,70
"Rpp38:6","Rpp38","6",240.391327373269,0.00120216695083446,54.6211279503462,1.46155852317404e-13,2.61158004729812e-09,25.9672286569294,20.3464731990624,-0.708523932557666,166,317,161,298,265,247
