"","baseMean","log2FoldChange","lfcSE","pvalue","padj","1_C1P_S1","10_S2_Diff_S10","11_F8P_Diff_S11","12_S3_Diff_S12","2_S1_S2","3_F6_S3","4_S2_S4","5_F8P_S5","6_S3_S6","7_C1P_Diff_S7","8_S1_Diff_S8","9_F6_Diff_S9"
"Gm22488",27.6161968689676,-1.37331081597317,0.560658756324116,3.39274698755193e-05,0.00213603718699684,8,31,6,48,62,10,39,16,38,10,45,17
"Adgrb1",2598.86533114548,-0.618385767603646,0.174761869360761,3.28584623214306e-06,0.000345437288167824,1458,2645,1981,4435,2944,1971,3317,2828,2633,2524,3184,1838
"Lrrc24",3658.15568330223,0.458561444738609,0.184571620932223,0.000273166760185641,0.00983788388345863,2048,3586,7834,5543,1500,2056,1763,2317,1566,7639,4222,5584
"Sstr3",405.772146009402,0.776186032011366,0.327240031246286,0.000100538797516382,0.00480208144109275,216,416,1009,618,34,126,74,190,64,1050,385,955
"Cyth4",267.326003120093,0.504067861129778,0.27198987595596,0.000954710851686624,0.0237745150429166,115,180,472,423,110,184,130,130,102,721,351,486
"Kcnj4",525.286724218803,-0.486859406194486,0.18928712809583,0.000174531187177387,0.00720559425603805,346,496,362,939,563,394,587,575,555,626,639,376
"Gm16576",261.159579458098,0.469835416110207,0.246321680630643,0.00103753069909497,0.0250419391811146,288,170,331,355,156,198,198,257,163,421,217,488
"Pdgfb",242.079072570169,0.575349593897912,0.23364520541429,0.000138472837519647,0.00602164929896204,169,223,370,291,74,186,110,315,85,516,237,466
"Syngr1",15076.95564247,-0.587075771306324,0.179790728326332,1.04832235663994e-05,0.000838668438478486,10389,15548,10366,26345,15262,10426,15746,13247,12859,20192,23877,11521
"Mief1",20632.1534171243,-0.249528451313085,0.097814266110811,0.00132191731134229,0.0295295767413209,14534,20801,20700,35369,15959,16547,17329,20485,13979,29084,29323,21322
"Cerk",24534.6478660136,-0.347137743371854,0.113716393788997,0.000131706408097006,0.00583946128943139,11623,30525,25697,51653,13789,12386,14749,15372,11958,40396,46328,33162
"Gm15569",50.7680402017973,-0.838629791924103,0.615754644575407,0.000761536950184404,0.0201446771712204,13,68,22,133,26,24,27,7,17,37,198,65
"Shank3",192.997254686513,-0.591139287843638,0.574593663333633,0.0027744917064625,0.0487808261666402,90,204,22,246,312,200,345,48,345,70,231,142
"Gm26760",85.7285289418463,0.662574391747198,0.474685739837122,0.00133312834410559,0.0297149208503098,108,63,150,46,74,86,47,172,36,108,36,119
"Gm30754",69.4093578138436,0.696899489303121,0.361932650791064,0.000379772841386348,0.0125758790626947,79,52,99,63,38,91,39,76,42,129,38,105
"Gm38469",65.5463899098168,-1.02208710548469,0.425801821752039,7.06595598143977e-05,0.00371417969694495,53,53,28,106,112,30,98,33,78,40,119,40
"Gm41408",241.367803406584,-0.438624516525243,0.239383558329834,0.00151448930153476,0.0321415289331962,170,218,120,307,397,156,306,213,275,237,321,193
"Rapgef3",297.026077618093,0.842046832493004,0.49532137111422,0.000444257699644912,0.0139394396680892,310,160,559,318,99,159,184,652,159,686,123,357
"Wnt10b",292.874383124006,0.435914710454577,0.22679466839699,0.00126993186159443,0.0287461268781557,224,210,362,385,128,225,217,319,196,640,296,474
"I730030J21Rik",430.105641349433,0.506636324537838,0.287159552222085,0.00115185759002183,0.0269405224179992,376,289,641,518,279,344,365,648,292,511,280,767
"Tns2",2175.85835256638,0.260302549935921,0.106486792502948,0.00163056873356974,0.0338995405924107,1732,1703,2732,2911,1691,1832,1810,2627,1506,3483,2247,2668
"Soat2",1944.38555312866,0.538391260949193,0.159731510396728,9.94609509234624e-06,0.000817946005679038,1255,1828,3739,3126,733,1044,859,1311,777,3963,2123,3619
"Usp7",40991.925447503,0.387247315256324,0.110932876340999,2.23782673640393e-05,0.00154190798273507,49894,24593,38746,39447,38893,48442,41506,65116,34840,45707,27395,44593
"1810013L24Rik",6873.56871558028,0.438689193902088,0.163713504441152,0.000188280680072636,0.00755902454740436,7834,4355,8326,7320,5575,7799,6026,9912,5028,7618,4989,9172
"Ciita",78.0685910121413,1.61516916240212,0.317704757994964,6.29720467650571e-09,2.66254698811776e-06,116,26,92,46,61,97,50,94,46,200,34,107
"Gm9861",257.393379550824,1.02354782426886,0.358018100308267,2.2473540580789e-05,0.00154325878836765,328,87,200,123,297,527,300,392,172,219,96,352
"Mir484",10.8164155463647,-0.564354941228874,0.740663321729646,0.00250642605491354,0.0452376631769572,3,13,2,17,24,11,17,2,9,6,23,2
"Snai2",279.476354223176,0.849962322959604,0.430212924340694,0.000243066278141596,0.00899698138420664,357,120,252,190,155,506,224,457,233,236,112,541
"Ypel1",600.637983614743,0.60932677217775,0.298345302406901,0.000370303039228637,0.0124011994828704,380,409,891,792,174,795,208,541,152,1339,634,1259
"Tbx1",7412.25800757923,0.39472541078185,0.166384878094495,0.000614211479667475,0.017471189857487,7086,5284,8360,8316,5098,7818,6920,11233,5741,12000,5299,8338
"Gm35369",217.369902754424,0.450171486869442,0.278835670327935,0.00220858803150997,0.0416904291090125,107,137,358,302,125,191,182,246,142,342,195,383
"Clcn2",1898.14545108105,0.319539109212634,0.159245075432379,0.00286654758754792,0.0498833089147097,1616,1394,1805,2136,1492,1877,1721,2499,1511,2776,1651,2899
"Gm26744",17.9551284882509,0.658462666456584,0.711570968983809,0.00186697523053775,0.0371120466148318,10,12,36,13,2,10,6,10,18,42,4,59
"Masp1",108.670684191848,1.23459975233764,0.47316266113655,3.31321752117777e-05,0.00211998504661398,166,52,147,106,20,82,24,205,34,368,42,152
"Gm32998",165.918942180225,-1.10823139706756,0.22080330894112,1.0493543765127e-08,3.82171116231723e-06,75,208,106,289,207,65,187,93,182,133,331,133
"Xxylt1",9123.10948380864,-0.316175684027623,0.140319270752202,0.00165278600392215,0.0341908834688771,7025,7529,7363,12306,10848,7880,11652,12116,9347,8739,9809,6420
"1700007L15Rik",623.052507113888,-0.753335795920353,0.348149885427767,0.000182623723088948,0.00741954349083483,372,632,304,1081,908,349,741,256,562,698,1226,481
"Itgb5",7040.95585506689,-0.320111819278189,0.137810703455069,0.00133908812903337,0.0297826634587083,3886,7319,6286,12510,6167,4923,6415,6271,5222,10179,10927,7165
"Adcy5",118.041886868394,-5.38431888397036,0.433690052479755,2.0198903968738e-37,1.37318882147471e-33,8,162,8,315,244,4,222,10,160,4,282,4
"Cblb",2140.76683333979,0.307815954024679,0.139919254800024,0.00203334988377399,0.0393082188431949,2717,1128,2029,2031,2022,2469,2379,3965,1835,2150,1382,2010
"LOC118568243",1312.75033807695,0.556529280516099,0.156226500598674,4.36833946801473e-06,0.000427210742382574,1462,895,1557,1457,895,1223,1088,1813,884,1896,1005,2004
"Robo2",381.303928540266,0.8534446124167,0.566278207703222,0.000601163146893083,0.0172443352755055,407,162,777,243,179,320,203,1344,214,277,122,491
"App",89745.5805387428,0.374330658237515,0.129592218206013,0.000176481011097579,0.00723594741140828,89264,62120,91875,99019,67264,113666,76743,119067,62648,126860,74460,119217
"Cyyr1",100.584895553876,2.40836252488637,0.666259065190416,1.91239039654064e-07,3.7145906797568e-05,213,11,44,16,18,372,49,173,47,73,9,172
"Eva1c",2829.40853402869,-0.534567433495935,0.19813653080038,8.83825784560353e-05,0.00436455856564368,1023,4038,2654,6877,1213,1008,1345,1140,952,5318,6797,3479
"Mrps6",18716.9261220101,-0.503735652576633,0.270203706122685,0.000932561939045041,0.023452035446145,14945,17518,11831,28024,21575,12506,23516,20027,18258,24065,27775,9198
"Sh3bgr",231.353611039731,0.837533943832612,0.290068935249266,2.11148280726678e-05,0.00146475142361245,271,114,314,192,138,242,164,452,171,441,152,223
"Bace2",89969.2136964321,-0.441514779053324,0.162499771397261,0.000165661454925231,0.00689523545551039,60592,99899,73269,163269,77908,60322,85039,67823,68304,134105,142889,78593
"Mx1",230.635160429353,0.719810031750748,0.4918593125396,0.000976867752233778,0.0241308059246995,123,172,253,307,31,195,64,117,66,586,170,854
"Sytl3",199.715840343343,-0.465944634048507,0.285089756228729,0.00192293631503864,0.0378189837465893,146,158,102,276,259,139,273,183,227,238,318,116
"Ezr",23659.5690894584,-0.57925603924828,0.178161641673516,1.15156210039049e-05,0.000896416375475729,15064,21158,17469,36749,28891,15642,29497,25293,24068,25375,34533,15712
"Gm2885",87.4709019954485,0.561962216470943,0.330678183573461,0.00102386396999764,0.0248888029417185,76,67,155,99,55,89,54,100,42,118,59,161
"Mpc1",40546.2238976861,-0.398879907782288,0.170255947807002,0.000638367691248786,0.0179236734314347,31481,37826,30646,67997,42556,29480,46701,38094,37601,54114,53597,28345
"Dll1",130.188819607824,0.626274793969189,0.562736873427432,0.0022418716111251,0.0421409875658031,85,90,102,134,28,147,79,60,62,359,62,436
"Rgmb",2211.5457983873,0.40114180592077,0.187855968245248,0.00103216512652645,0.0249928314650123,3019,1344,1989,2021,1800,3004,2336,3427,1863,2839,1098,2160
"Gm52290",137.892951467258,1.2803998950444,0.340836162574165,1.74248393365382e-06,0.000214084095342589,191,43,239,95,105,115,132,286,90,166,65,169
"Gm30818",98.7728998248715,1.03855357343735,0.5166683616307,0.000156900491303186,0.00665277654912365,89,46,185,114,48,142,41,94,38,116,38,266
"1520401A03Rik",94.515862748156,-0.531906529383265,0.382402819087575,0.00223763436792458,0.0421001410828614,82,90,44,167,94,55,88,57,102,113,192,74
"Mir5134",553.959127312196,-0.408515000916702,0.24341869117053,0.00259634245353389,0.0463275628519893,460,550,388,951,538,423,597,480,480,800,824,329
"4833447I15Rik",85.6955708830616,0.462754917424513,0.29537434653811,0.00225126132442888,0.0422785218340028,116,60,106,75,70,88,77,102,65,116,49,116
"Syngr3",2445.36161927756,-0.471013344997789,0.215493254448594,0.000533930094845695,0.0159203279011373,1846,2279,1377,4012,2526,1851,3129,2121,2366,3228,3472,1824
"Rpl3l",43.4648459824041,0.820412504140035,0.491205968126558,0.000497247148589051,0.0152272606538644,59,27,56,40,18,47,27,40,16,130,23,63
"Unkl",6367.05934959949,0.260215292311523,0.110919034982746,0.00213934615109112,0.0407575327859065,6537,4642,6482,7421,5542,5686,6433,8376,5164,8502,5436,7872
"Sox8",16311.7801524152,-0.63431567022151,0.129086939538441,6.42469005179549e-09,2.66254698811776e-06,8310,20993,17453,35393,11006,8145,12273,12466,10236,21197,29667,15667
"Arhgdig",4190.81631048427,-0.874171615359043,0.264743026052219,5.55576915247839e-06,0.000512714533324872,2092,4764,2643,7143,4446,2408,4493,3188,3644,5499,8676,2541
"Fam234a",6629.74855999366,-0.614572780155276,0.214004086283396,3.3933613561509e-05,0.00213603718699684,3620,7258,5635,11736,7097,3695,7211,6208,5734,8183,10881,4331
"Itpr3",565.464266568804,-1.21751953434742,0.506843810783217,5.18005017914264e-05,0.00293464231676706,125,746,444,1294,694,106,794,495,759,230,959,225
"Rsph1",443.477965755861,-0.437573338751816,0.169938709466113,0.000253268626697999,0.00930705160631655,294,472,415,835,397,264,407,352,352,614,716,365
"Slc37a1",3348.02037168527,-0.333602364504317,0.1102350230559,0.000158541056038639,0.00669450276999595,2098,3425,3053,5410,3266,2440,3576,3258,2977,4139,4330,3100
"Wiz",13838.0986851416,-0.465332409147393,0.113403140276781,1.13522349480692e-06,0.000151326033833903,11245,12525,10309,20561,15175,11150,16627,15726,13732,15154,16569,10117
"Cyp4f16",5373.78372892166,-0.426253680280172,0.134547124111699,4.83924414141094e-05,0.00279477588644484,3243,5460,4381,9648,5003,3759,5213,4580,4254,7398,8371,5155
"Myo1f",115.398419940742,-1.49929029423768,0.34716366140858,2.14068184088089e-07,4.00543175640053e-05,24,153,71,306,90,50,111,31,59,116,369,65
"Zfp414",3410.27004242348,-0.384886978705179,0.141837067416329,0.00026873673425161,0.00975246564957578,2140,3676,2979,5727,2851,2687,2968,2780,2526,4330,5588,3721
"Rab11b",15735.0573302837,-0.303437544128159,0.134072853905926,0.00180719627875608,0.0362773308122345,11591,15480,13671,25916,13774,11235,15176,15083,11884,22748,23515,14401
"Rps28",69071.5455649973,-0.39783464852384,0.154286953983109,0.000349429853058761,0.0119373900387495,46422,67656,62750,118953,63124,49459,68835,65587,50472,93588,110446,56832
"Kifc1",19740.2238327624,-0.462824875046025,0.190509958083936,0.000305706387500156,0.0106944798851899,15824,19095,13020,31183,20322,15948,22915,17786,18140,26068,27669,13914
"Daxx",8884.71782980949,-0.496535096164862,0.14797609920867,1.4485288640054e-05,0.00107428167932328,6400,8816,6693,14575,8687,7469,9640,8259,7696,11189,12690,6922
"Zbtb22",6810.3381030563,-0.450948521654678,0.170750145204324,0.000189800243683948,0.0076050608446643,4710,7268,5069,11378,6399,4891,6858,5288,5477,9562,10921,5989
"Tapbp",8873.74014785119,-0.607157343739615,0.159042700487769,1.16985462952929e-06,0.000154929773826298,5444,9342,6835,15272,9204,5929,10147,8310,8032,10945,13177,6375
"Pfdn6",21732.3036186419,-0.423238571931395,0.158533025260627,0.000219895414291655,0.00848705720847178,17421,19308,17302,34799,22148,16491,25135,22457,19418,26857,30340,15303
"Wdr46",17960.9322021624,-0.447560259505013,0.163278882241136,0.000147309527080926,0.00631171807734345,14371,17826,13497,27673,19005,12487,20892,18950,16285,22427,23852,12729
"Rps18",127881.732302233,-0.520111987037142,0.192318361282944,9.5228792494305e-05,0.00461328081454003,82195,127106,100421,228250,122227,86818,132543,107309,102447,178285,218678,95019
"H2-K2",2708.51034231574,-0.529804234978614,0.166968706668246,2.0755764311216e-05,0.00144970483947688,1639,3024,2238,5178,2347,1534,2614,2177,1982,3953,4610,2312
"H2-K1",24693.2090635459,-0.409317926250947,0.141741279087627,0.000132294475728583,0.00584226962231348,14885,25907,21440,42170,22796,16511,24203,23718,19152,33844,38320,22105
"Ring1",2951.65096404244,-0.39324824314839,0.149880591534085,0.000321348269567308,0.0111460849622878,1740,3171,2569,5300,2601,1846,2591,2245,2230,4432,5000,2830
"H2-Ke6",4043.61477024925,-0.847523632898304,0.209639533184653,3.26496281293896e-07,5.79034057129479e-05,2026,4276,2540,7325,4375,3055,4716,2821,3444,4288,7416,3344
"Slc39a7",40279.2187432511,-0.476426740993034,0.171722719423397,0.000106485625719126,0.00496973532389374,27887,39160,29690,67210,42238,28250,45798,35925,35935,54022,59762,29625
"Rxrb",11722.8077551634,-0.436998197961706,0.173263302248986,0.000293077596202509,0.010341379886765,7345,12861,9925,20947,9758,7856,10378,10337,8356,17782,19954,9848
"Brd2",57110.695162363,-0.435821149011987,0.1061503817533,1.45873119331116e-06,0.000184787718556405,39483,54359,46176,90447,60865,43850,62887,57115,51079,67845,77263,48815
"H2-DMb2",165.27474069039,-1.81102220023683,0.354869161954351,2.37573557851903e-09,1.1817835883877e-06,57,214,76,279,325,51,169,105,168,95,399,51
"H2-DMb1",346.219350467059,-1.65628510627336,0.339475066154298,1.38917467389115e-08,4.56971249580808e-06,101,351,159,659,585,103,417,278,380,229,847,122
"Tap2",8267.18236151096,-0.5389225839519,0.194788805795142,7.01795282296675e-05,0.00371417969694495,5814,8201,5194,13331,9523,5621,10356,6477,8273,10678,11796,5849
"Pbx2",10706.6090931742,-0.518964010188177,0.115893733173212,1.35282277359184e-07,2.84441448117583e-05,7456,10701,8173,17650,11462,8280,11861,9078,9369,12498,15162,9411
"Agpat1",21270.2180545244,-0.459269470282046,0.144766225292223,3.61837374477224e-05,0.00223186735018474,17093,21269,16121,33979,21854,15432,24329,18672,19143,26777,29036,16655
"Ppt2",10081.641941447,-0.529510533551206,0.193991086068641,8.31904848580166e-05,0.00419967806603775,6196,10849,8464,18929,9315,6174,10396,8668,8061,14283,16351,7097
"Fkbpl",1427.24655140708,-0.39787058260301,0.181815926075554,0.000937185922057075,0.0235092377390515,897,1318,1260,2352,1430,1159,1520,1445,1169,1768,2211,1049
"Atf6b",18473.0962800665,-0.39434844216434,0.152975079706787,0.00036060779320992,0.0121362969348454,13824,18096,15265,29402,18765,13520,21273,18026,17013,23725,24339,13188
"Stk19",3704.61435055666,-0.425322686708355,0.145769204342062,0.00010583025370659,0.00495190702377924,2509,3661,2958,6235,3505,2465,3749,3518,3164,5016,5705,3215
"Dxo",3859.964389293,-0.328185799149841,0.139157523557289,0.00113850170744982,0.0267691504696176,2680,3755,3162,5854,3804,3013,4207,3666,3259,5177,5509,3308
"Nelfe",13198.1056396473,-0.461230988012307,0.229797400051261,0.000874760948415105,0.0225094291128975,8929,13291,9179,22651,12729,9110,13312,10716,10200,19911,23531,9727
"Zbtb12",3610.32798839208,-0.396714830487372,0.162483118335279,0.000506207814338292,0.0153620183774573,3717,2400,1620,3720,5264,4302,5812,4146,4234,2489,3037,2438
"Ehmt2",28212.6348329891,-0.495203459927234,0.174289592356974,7.5879175821908e-05,0.0039178627617413,21571,24469,17853,40061,32411,27043,35459,29889,28267,31892,36466,18438
"Neu1",4009.84787562436,-0.404179992176005,0.192488104155664,0.0010925977425969,0.0259412467523443,3118,3786,2675,6448,4223,3021,4963,3689,3774,5443,5340,2739
"Lsm2",9376.36089032041,-0.432747914172174,0.2058649892767,0.000864219752825709,0.0223368129252805,7133,9488,7245,15785,9176,6951,9757,8406,7534,13374,14441,6241
"Vars",99989.9997051134,-0.509850417269432,0.179651945195567,6.88814154438434e-05,0.00366798033414409,62890,103036,77805,174701,94580,74097,105552,91096,84259,136590,155252,73402
"Clic1",41453.8179350638,-0.673809824664988,0.212279690742943,9.99178258908647e-06,0.00081840323656393,25157,45347,30207,76440,37893,28291,40865,29752,30748,57275,78663,31811
"Gpank1",3515.57344107146,-0.445023388959475,0.201041331581895,0.000603077473494098,0.0172748810327627,2122,3635,2772,5968,3411,2458,3360,3116,2591,5108,6169,2776
"D17H6S53E",1343.08933550826,-0.474848807549464,0.137167881006853,1.20049954929916e-05,0.000923931634262502,934,1243,1133,2062,1425,1100,1674,1484,1251,1310,1743,1039
"Prrc2a",106912.96125441,-0.35396161018425,0.13303462753508,0.000404486414708117,0.0130736932297497,92510,96239,77437,154796,118378,85883,126581,120530,106644,127212,120449,78300
"H2-Q2",1049.9312548389,-0.436662151695023,0.20493057399415,0.000783978444131819,0.0206489342832229,630,1190,737,1880,961,645,1010,815,745,1633,1814,956
"H2-Q4",5939.2516678913,-0.408481451708056,0.188213951110652,0.000894678391666916,0.0227802319576114,4168,6529,4493,9750,5744,3647,5653,4929,4717,8865,9722,4972
"H2-Q5",2571.16164679525,-0.429823008266076,0.196135993208634,0.000715807441077626,0.0192851951925736,1833,2846,1956,4373,2364,1589,2474,1843,2100,3821,4304,2163
"H2-Q7",1631.09825719457,-0.390617913581696,0.226232255199265,0.00271415224736445,0.0479680546663761,1140,1694,1193,2994,1555,996,1642,1244,1163,2610,2795,1229
"Gtf2h4",8265.66818540453,-0.344610186832946,0.178845572048728,0.00269716899249202,0.0477092468359711,5577,7969,7163,13635,7685,5889,8786,8343,6800,11627,12620,5963
"Ier3",4030.73059826986,-0.635364949318482,0.191010059543038,6.66009177467567e-06,0.000597112833725158,1965,5886,4457,9054,2155,1357,2443,2605,1917,5753,8588,4137
"Flot1",6025.40275882787,-0.418906449307723,0.178147248679807,0.000528152365083493,0.0157711090569222,3553,6374,5022,10974,5408,4041,5455,4559,4098,9097,10717,5477
"Mdc1",32467.3336157595,-0.455884170863473,0.133352058138106,1.63869665166689e-05,0.00119975867893477,24833,33133,27708,55973,33107,22538,37874,34070,32040,32009,35838,27440
"Ppp1r18",12241.7240226919,-0.350280863624409,0.141162110405937,0.000681131838762295,0.0186822739843427,7722,12340,11909,20045,10946,9043,12025,13345,9309,14713,18289,11149
"Dhx16",11360.8884226248,-0.436534334257275,0.221157279486603,0.00112634768047997,0.0265658055810265,7923,10945,9372,17964,12143,7297,13187,12896,10372,13964,16802,6690
"2310061I04Rik",5880.84358722063,-0.367022033997211,0.144597298471459,0.000506811625371756,0.0153620183774573,4257,5794,4852,8764,5738,4546,6779,6991,5283,7013,7475,4562
"Mrps18b",12096.7479809834,-0.466613661859514,0.172792226482369,0.000142024917122008,0.00614988998875448,7539,12745,10688,22312,10700,7858,11405,10358,9019,17495,20286,9509
"Mir1894",135.376519947309,-2.12934431261457,0.299025341726476,1.31385103674056e-15,2.06123014571721e-12,60,146,44,262,245,53,180,47,179,59,306,46
"Abcf1",34525.2894782594,-0.469406559703757,0.0892796516584797,4.74988326134967e-09,2.0611461513878e-06,28185,29373,24901,49665,39709,28598,42921,36648,35120,35867,42369,27115
"Prr3",3804.46913765401,-0.323458635420903,0.0997841991001042,8.36004712052517e-05,0.00420995459316323,2840,3496,2903,5440,4201,3147,4457,3885,3713,4389,4495,3431
"Gnl1",16905.741602511,-0.436744241116324,0.208336300980957,0.00084945273976594,0.0220976895759265,11469,17876,11458,28098,16552,11446,18345,14222,14198,25267,26719,12758
"A930015D03Rik",1019.72237463465,-0.396673346654381,0.198156764427156,0.00145046543804665,0.031194704450457,679,1034,726,1812,1000,821,1012,862,773,1498,1565,830
"H2-T23",768.845274941013,-0.390007977501525,0.160511450827192,0.000552655619917553,0.0163353787945195,504,777,659,1419,660,544,707,743,598,1104,1171,651
"H2-Bl",490.595532337855,-0.653723462670899,0.216032281887852,1.76405254458028e-05,0.00126682576220827,313,516,360,1103,436,237,486,419,322,618,859,466
"H2-T-ps",808.06739397811,-0.612388023737235,0.233515654294049,7.37372972616558e-05,0.00384622040320069,527,836,505,1701,695,428,892,635,671,1132,1357,684
"H2-T10",1384.72785883953,-0.398116353076967,0.200051155375584,0.00147075542847662,0.0314754008014487,938,1371,1149,2519,1232,803,1369,1172,1022,2083,2439,1105
"Gm10499",1854.11922110809,-0.692681122263955,0.177831054437452,6.0041257345524e-07,9.46260498003831e-05,1124,2000,1360,3702,1685,918,1918,1470,1389,2338,3393,1714
"Gm8909",1787.95350422066,-0.662088497387938,0.20092285898613,6.74744364166382e-06,0.000600934991579623,1097,1894,1273,3629,1720,915,1836,1353,1327,2450,3230,1505
"Trim26",7303.6630115806,-0.311475060418221,0.11957002549783,0.000673048379292032,0.0184997596976563,4851,7010,6095,11863,7026,5629,7614,7338,5919,9689,10029,6974
"Znrd1",3488.04859693507,-0.443950880675934,0.147761384659023,6.96942951217347e-05,0.00370160195054109,3015,3055,2729,5372,3630,2414,4223,3644,3271,3896,4808,2645
"Supt3",5006.42455686869,-0.386364739435288,0.200093484559659,0.00184597005680994,0.0368021107611328,3095,5053,3922,9308,4468,3705,4680,4152,3640,7842,8389,3978
"Cdc5l",16415.7712214082,-0.341992538354482,0.10381950592141,6.15017483858528e-05,0.00336377252218748,14360,12457,12350,23204,18973,14473,20236,19342,16986,17174,18377,12236
"Hsp90ab1",642413.662379489,-0.486156847488009,0.158394659712793,4.04025988303143e-05,0.00243790237616645,476195,608579,482840,1065904,647837,470589,706568,589421,551127,833212,976313,496258
"Slc29a1",20469.1401045602,-0.376531221674325,0.169076251437192,0.00102763150770873,0.024920980499072,13852,19338,14030,30803,22255,16221,23046,19375,18873,27323,29373,16555
"Gm52283",54.3128890199051,-0.670033618245283,0.350534463396308,0.00042289774196596,0.0134136849881738,25,51,33,97,78,23,70,40,65,51,92,38
"Tmem63b",10802.7033324463,-0.341047897415431,0.153318284599953,0.0014179357219792,0.0307857317715996,8734,10031,7794,16508,11214,8232,12609,10671,10164,14367,13840,8266
"Vegfa",37877.5461190241,-0.328483673342159,0.124043360666495,0.000517602532620362,0.0155700643846494,18754,44977,42967,71625,33717,17145,35304,26405,29609,45394,56604,43885
"Mrps18a",13501.4276305257,-0.73909277113441,0.22128770319524,4.86201173686946e-06,0.000461212694760245,8121,14771,9787,23338,13345,9788,14275,11948,11124,17239,23888,8464
"Rsph9",269.749156325849,-0.405229147928406,0.245398481311235,0.00280623711885334,0.0491789229088598,177,280,211,453,293,172,317,265,186,368,433,177
"Mad2l1bp",2809.88903334526,-0.356070807113572,0.185115094185372,0.00244649061294097,0.0446298533550367,1944,2759,2104,4449,2502,2178,3024,2396,2525,4039,4408,2234
"Gtpbp2",12824.9564016444,-0.333427712996684,0.106535917956912,0.000113497986695227,0.00516694517555615,5763,15504,14048,27272,8667,6059,8732,8447,7066,18915,22318,17530
"Polh",8448.79651656629,-0.514913394178038,0.0985915227399929,3.54342091401428e-09,1.64245612593912e-06,7500,6793,5941,11818,10357,7916,11200,9144,9368,7469,9025,5720
"Xpo5",29263.6761442077,-0.359391085176379,0.114734782317108,9.29168150412333e-05,0.00453358479130611,22409,25787,23638,45319,30702,24615,32453,31646,26737,35240,36826,23492
"Polr1c",14813.7159279329,-0.472617402630991,0.204114242009957,0.000381725085335841,0.0125975454942144,10734,14176,11320,24784,15130,9784,16206,14537,12469,20018,23580,9980
"Tjap1",9199.64532033303,-0.391205511215131,0.156645699474644,0.000458889260719117,0.014310468612181,6787,8656,7415,13821,9758,6507,10325,10500,8126,11228,12835,6934
"Ttbk1",23351.2329903786,-0.541536004447799,0.116349395645307,4.79380375127092e-08,1.19231253057525e-05,19354,20770,16824,34792,27494,17604,28658,25979,23602,24014,28949,16568
"Dnph1",12852.5847415972,-0.431884423147549,0.253810371966503,0.00208982574839249,0.0400959512121023,8382,13440,10153,21815,12835,7640,13966,11370,10300,19252,22213,7420
"Srf",10862.5291154425,-0.572837621294754,0.19287252519789,3.05281459656435e-05,0.00198920618840031,8147,10339,7835,16407,12003,7765,13431,13609,10713,11656,14364,6549
"Ptk7",5242.54318695324,-0.87391743597608,0.247747918522629,2.52323631548118e-06,0.000285896692523549,2290,5274,3670,8557,7306,3409,7154,5848,5584,3885,7566,3223
"Mrpl2",14798.5031277185,-0.422543574921443,0.220916274306274,0.00143316363150871,0.0309724388198258,8526,15994,11677,25277,13382,9633,14339,12303,11003,23233,26965,10963
"Cul7",20845.2293706471,-0.336423326976574,0.164843308264712,0.00226882558595004,0.0424131052478928,14896,18983,17265,32769,21195,15665,23555,22815,19288,27087,28162,14578
"Rrp36",3817.97580099903,-0.406628996228468,0.173089114348254,0.000588318237013618,0.0169473876326169,2545,3720,3299,6173,3658,2778,3895,3535,3007,5145,6317,2979
"Klhdc3",14474.6950837655,-0.587294105025208,0.187448977192691,1.64781710990889e-05,0.00120025821273542,9059,14680,10056,23683,15052,10874,16178,12889,12008,18449,23916,11120
"Mea1",12929.8160998133,-0.474445526540724,0.225583551739799,0.000637225367579112,0.0179236734314347,7503,13835,9743,24018,11399,8133,11802,9198,9757,20608,24428,10158
"Ppp2r5d",17483.8810268708,-0.39358647374049,0.205274930643052,0.00178837173456526,0.0361069110361889,12988,17083,12615,28567,17554,13781,19287,17404,15315,24833,24670,11140
"Cnpy3",7790.70579929059,-0.372496911669024,0.17315036002321,0.00127310737852098,0.0287574861702557,5462,7443,6271,12478,8002,5481,8682,7796,7078,10563,11071,5486
"Ubr2",26501.3839712148,-0.432973453956161,0.0856726077144199,1.93173332742089e-08,5.88025391235061e-06,19921,26335,23103,44843,27249,19012,27602,25267,23443,28429,33664,25671
"Trerf1",6208.28190241589,-0.349942659123028,0.141752739773513,0.000706518698567707,0.0191360542593471,6517,4431,3239,6817,9030,6031,9301,7277,8252,4270,4630,4361
"Mrps10",10474.7612447787,-0.459397777838315,0.144068102109089,3.42949998926695e-05,0.00215214314711075,7653,10686,8597,17671,10201,7361,10355,8995,8337,13989,16258,8840
"Guca1a",2424.89549681652,-0.675386870862354,0.270457233424781,8.62177228515249e-05,0.00429929207226614,1453,2538,1604,4286,2443,1523,2282,1498,1929,3346,5166,1855
"AI661453",2581.08665378118,-0.692652631485779,0.219953328340682,1.03787361071705e-05,0.000838668438478486,1379,3105,1516,4906,2660,1797,2883,1545,2270,2988,4047,2547
"Taf8",8750.9920517414,-0.63526326837692,0.103487572044028,5.52415312982361e-12,4.89848274272837e-09,5466,9085,6882,15088,9299,6113,9499,8053,7647,9160,13067,7903
