"","baseMean","log2FoldChange","lfcSE","pvalue","padj","1_C1P_S1","10_S2_Diff_S10","11_F8P_Diff_S11","12_S3_Diff_S12","2_S1_S2","3_F6_S3","4_S2_S4","5_F8P_S5","6_S3_S6","7_C1P_Diff_S7","8_S1_Diff_S8","9_F6_Diff_S9"
"5930430L01Rik",831.579950054615,0.553926671459204,0.298593692575743,0.000738843055131041,0.0196719374796313,820,395,886,759,776,1203,869,953,617,832,572,1426
"LOC620551",8.60263403389864,-0.635102079709149,1.27180931893815,0.00047881527085951,0.0147737329034489,0,7,0,28,19,6,27,4,14,0,0,0
"LOC620639",8.92915913050345,-0.696775277338516,1.34733297408562,0.000380446503256762,0.0125758790626947,0,7,0,31,17,6,26,4,18,0,0,0
"Chrm2",66.9729856123428,-0.644596909925687,0.536153553614124,0.00190355973323974,0.0376192836816129,84,88,30,134,65,14,74,58,82,56,92,34
"Ptn",4472.59612001381,0.961849719875521,0.427305445807937,0.000107830576816507,0.00498685853553893,4317,1832,5079,2805,3160,8375,4265,8415,3532,2884,1588,7854
"Rny1",74.4945005617637,-0.879398016879834,0.590270950022134,0.000568338521160675,0.0165353268745677,28,88,17,152,127,59,82,24,51,64,164,55
"Zfp862-ps",12183.9454441244,-0.326142176916793,0.123754010134835,0.000547128941378874,0.0162426415712113,9663,9960,9808,17471,14075,10591,14582,13775,11760,13623,14560,8940
"Gm31226",59.6420200037075,-0.583675422872996,0.540112241851614,0.00280677941975547,0.0491789229088598,44,61,41,109,90,21,131,56,82,27,46,8
"Mturn",336.461990185845,0.608062205562538,0.195926109685537,1.63675087641484e-05,0.00119975867893477,271,242,534,362,211,351,193,415,188,537,322,529
"Aqp1",280.890310949326,0.858634570932798,0.630275535841172,0.000709172800663642,0.0191570586351457,364,88,106,188,122,624,162,198,108,882,144,540
"Tmem150a",824.927060056133,-0.442824622584192,0.210230270947841,0.000792415385814113,0.0208264327238129,459,826,678,1296,897,669,1049,1003,828,672,996,675
"Vamp8",3192.39310027258,-0.483703872211721,0.196217740005815,0.00023864250591352,0.00889186270551131,1847,3174,2875,5745,2832,2153,3124,3212,2341,4163,5639,2476
"Kcmf1",21957.4503343434,-0.373830587487862,0.133006449489275,0.000223102846804874,0.0085529747379425,15046,19817,18862,33577,23837,19275,25440,25637,20355,21554,26547,18315
"Suclg1",16593.3722243211,-0.496519016286699,0.170732441936192,6.14387654962287e-05,0.00336377252218748,10162,16304,13604,29682,15351,12898,17329,15443,13630,21761,26065,12749
"1700009C05Rik",12.6708039740356,0.670978673396563,0.725890031157121,0.00174502938154853,0.0355689993224098,16,3,17,6,8,33,8,23,4,13,2,21
"Mogs",19191.7188217705,-0.519437714720558,0.159290190931712,1.66945158595719e-05,0.0012116891493095,16541,14786,13372,25221,24896,15716,26586,23640,21425,17299,22453,10712
"1700003E16Rik",147.537273494793,-0.720769469175283,0.268882253304442,4.49575320820087e-05,0.00265770686032628,41,189,131,409,77,54,99,71,86,233,339,142
"Gm10445",11.6892630641667,1.08103647984581,0.894405537035681,0.000351031947694295,0.0119720678482026,2,6,37,8,0,0,0,5,0,31,6,54
"Fam136a",8873.42419423621,-0.376818207373305,0.167464782115529,0.000969556753840194,0.024056094883906,7552,6921,5729,12480,10899,8341,11103,8608,8852,10162,11283,6186
"Pcyox1",11206.7718436233,-0.262463420129643,0.114887414682527,0.00247012199215402,0.0448204074999833,10423,8230,8588,13893,13119,10567,14635,14215,12061,11126,11555,7554
"Anxa4",2934.44250825035,-0.222558207533216,0.0816509602318428,0.00100246550352491,0.0245736585870079,2425,2650,2717,4534,2568,2566,2871,3207,2349,3599,3645,2933
"Mrps25",5409.24431268358,-0.406756926916212,0.175838583935202,0.000642737940660995,0.0179816739365994,3901,4446,4213,8589,6194,4349,5896,5695,4582,6487,8195,4021
"Prickle2",2269.42523232877,0.57889751021833,0.360864693919455,0.00118168365128924,0.0273247597143356,1816,1461,4562,2645,965,1753,1405,4604,1237,3150,1448,3253
"Adamts9",2548.33118802172,0.831065050826864,0.267081822894602,1.03287626083723e-05,0.000838668438478486,3969,952,1711,1512,1872,5516,2390,5053,1986,2252,784,2757
"Tafa4",148.096704900793,-1.38862808502898,0.213220323111208,3.93337579656198e-12,3.64641815322189e-09,65,111,62,223,274,84,308,90,234,66,190,61
"Srgap3",5003.52620616941,0.49549514960417,0.315742116777341,0.00186340536098685,0.037077221792514,7332,1792,2400,3239,3889,10829,5582,7844,4930,5010,1799,5528
"Gm43868",154.242712404245,-1.12879259459632,0.359747161910721,1.04285029557247e-05,0.000838668438478486,96,142,67,277,313,88,213,60,193,126,222,60
"Gm36355",150.815273820722,0.606985575924126,0.387173381588565,0.00115052209105242,0.026940181454666,95,113,373,191,73,116,98,109,86,185,112,296
"Plxnd1",19622.516765612,0.515076359272165,0.181336157723308,6.59009455912335e-05,0.00351845493542724,19866,12350,19571,19698,13845,28809,15539,25812,12896,33687,15000,24692
"Gm52873",14.7533785105297,0.628053224785613,0.718303207851668,0.00208481293733575,0.0400374386600401,22,1,15,6,15,14,23,37,13,9,3,22
"Tuba8",1563.1258063353,1.34454648694465,0.43869309085335,1.02488957131411e-05,0.000836104912278049,2679,692,1476,1274,297,2488,635,1456,511,5276,599,2344
"C1rl",177.558329761933,-0.386075120812997,0.214275308072821,0.00242312228377781,0.044402137446225,104,212,164,306,183,90,174,184,139,201,263,161
"Gm38896",115.779630954552,-0.580212931045216,0.426549813527678,0.00193250988170555,0.037897633689793,57,102,47,150,223,75,195,49,153,46,174,104
"Mrpl51",16921.6163499248,-0.288517836688244,0.111591794932462,0.000859444824142044,0.0222926782865746,15516,12566,12744,23334,19230,15098,21674,18257,17101,18218,19389,13048
"Dyrk4",220.073115712343,0.707983651893828,0.404657798044315,0.000560094622060844,0.0164209867810544,410,101,238,220,115,219,134,234,121,308,138,464
"H4f16",35.3249663919228,-0.626204599480723,0.494865859087925,0.0018884054987142,0.0374012121677673,10,44,16,52,46,18,46,24,39,42,76,16
"Lmo3",359.526882911388,1.31750347870344,0.329577646459827,8.04716022125073e-07,0.000115578755431274,787,82,166,108,282,941,304,523,274,390,92,326
"A830011K09Rik",38.9394820516616,0.847028194014781,0.547389397943859,0.000575683402606233,0.0167013698380571,62,17,38,28,24,80,22,52,14,53,11,74
"Pde3a",46.8505150474707,0.825141390762834,0.673052732937025,0.000894312785089421,0.0227802319576114,62,12,20,30,28,108,27,40,30,96,16,107
"Abcc9",91.1358642967768,1.48474251700692,0.340572994550988,1.90082092105996e-07,3.7145906797568e-05,132,24,74,40,50,200,56,145,60,171,41,124
"Lrmp",1549.41906805253,-0.582474746447856,0.117106186058202,6.79207186486171e-09,2.66254698811776e-06,1092,1707,1395,2754,1393,1157,1408,1321,1183,1785,2451,1383
"Bhlhe41",296.347928383273,0.93253884854215,0.269900699957893,3.50000000689575e-06,0.000363079611481799,372,186,360,268,118,374,205,481,166,610,150,393
"Far2",211.123030856779,3.22236732191568,0.426065877331125,9.36466479724569e-17,2.38740423174782e-13,346,19,237,78,25,410,42,303,59,625,32,485
"Myadm",3323.82653239196,0.514241301917886,0.253029615504839,0.000590590499088083,0.0169888479956297,3860,2434,4614,4056,1594,2562,2446,4880,1955,6662,2257,4157
"Prkcg",96.6278383747382,0.644781496724708,0.451345165723969,0.00133610484166429,0.0297487535433879,111,68,111,66,32,117,50,206,60,124,43,202
"Gm15927",90.3043112313891,0.704518617544861,0.337346782249208,0.000246869339666882,0.00910470195751548,98,60,116,98,60,98,43,115,49,142,55,182
"Zfp579",1338.80728046806,0.39508848247379,0.191914690445176,0.00129462065349853,0.0291258035362382,1680,820,1052,1173,1088,1613,1349,1815,1131,1758,971,1867
"Zfp78",523.393021398496,0.510059511620723,0.218373846817167,0.00028155531651023,0.0100509321377141,531,388,703,637,392,496,410,611,319,709,356,884
"Zim1",242.996113460596,0.715035012403971,0.759725634470459,0.00141452767917448,0.0307561748579569,273,55,173,78,179,675,167,460,178,68,30,568
"Peg3",32947.1757938928,1.20649889857808,0.379670994546555,9.10220412709371e-06,0.000773497721550317,48789,12872,27205,20707,16659,69451,26285,50624,22829,33057,8662,61547
"Usp29",1069.6170505207,0.843990666641416,0.364735080714063,0.000107162489477867,0.00497559903106461,1528,514,904,802,540,2100,832,1823,759,1224,334,1648
"Zfp551",235.447108823614,1.01021951236851,0.453446215824981,0.000105860821886136,0.00495190702377924,470,123,183,146,178,258,192,234,142,420,88,434
"Zfp329",2873.6164379975,0.803273252012347,0.47971318654793,0.00051521310039192,0.0155440402107888,4612,982,2468,1292,3146,4152,2954,5468,3088,1048,761,4229
"Zswim9",1332.86647368331,0.325223612916692,0.118751641911702,0.000408827451525733,0.0131307651556966,1279,977,1505,1661,1062,1252,1259,1618,961,1838,1162,1826
"Gm42372",2034.4324365354,0.662420925643026,0.33822284144265,0.000384574381233639,0.012671073514152,2470,1426,2186,2116,1286,1830,1579,2158,1377,2800,1133,4594
"Ccdc8",2295.47886830156,0.756165557008229,0.426626107613777,0.00047049958489706,0.0145833419969233,2858,1214,1789,2104,1153,3764,1780,1892,1331,4075,1238,5039
"Dmpk",1384.17331806308,0.485026464197299,0.276638705927921,0.00133221843811566,0.0297149208503098,1833,665,922,1115,1198,2092,1416,1844,1325,1521,748,2072
"Zfp296",147.014924622524,0.583652528525929,0.381888467322084,0.00136551528135388,0.0302057311965428,181,73,234,110,90,191,116,256,119,114,88,207
"Zfp93",1148.6205258113,0.395360813818696,0.194780046779196,0.00137816597907741,0.0302884645940557,1225,781,1086,1263,827,1416,944,1215,740,2115,979,1590
"Prr19",151.962572588819,-0.462594595620485,0.299863462748962,0.00236459838381158,0.043599101694501,102,116,126,277,163,145,186,192,171,127,186,71
"Ceacam2",175.392935311776,0.597160846664275,0.482011455218912,0.00220972561249534,0.0416904291090125,301,79,118,111,81,366,115,134,71,305,106,350
"Zfp607b",627.216903248657,0.763056881161097,0.236672278104224,7.18568909484864e-06,0.000634424801252978,819,311,590,516,616,817,631,863,567,684,294,886
"Zfp626",3335.83292614072,0.429864887959022,0.254176924813403,0.00216511705798606,0.0410442841416414,4891,1764,3182,2916,3239,4195,3444,4623,3139,2813,1554,4397
"Zfp607a",893.497788436551,0.496906933405304,0.312535131838033,0.00177158400649718,0.0359159600521968,1274,392,871,601,834,1294,1019,1546,857,525,384,1120
"Rgs9bp",370.810479038537,1.43131479634319,0.34591816127784,4.54247740309952e-07,7.65651459803427e-05,240,240,504,296,158,306,172,328,126,624,218,1408
"Zfp939",1707.53169157133,0.416033618492765,0.19143843973176,0.000835110012640797,0.0217523227430512,2034,1081,1627,1930,1276,1912,1433,1880,1329,2533,1319,2598
"Gm28455",314.425296574055,0.402464379408681,0.218429112005299,0.00194835408838537,0.0380984483534225,359,184,303,387,263,319,268,401,220,433,225,518
"Zfp936",746.824164836513,0.586846203415418,0.370921810347686,0.00120219366862309,0.0277034872739451,1226,242,660,318,856,1097,818,1650,678,311,300,781
"Zfp658",1035.11170652456,0.424217527045739,0.201154953283283,0.000909271857263728,0.0230081880011088,1286,475,860,1124,846,1423,1090,1356,862,1473,682,1224
"Zfp719",3253.5231211509,0.393874007550501,0.18306644876956,0.00105703422355421,0.0253513310200143,4513,1865,3123,3287,2879,4023,3105,3897,2760,3801,2129,4104
"LOC115486841",173.59109937392,0.458816315946888,0.288417088215099,0.00219557193125233,0.0415386730407155,245,105,147,146,163,201,188,219,163,212,75,235
"Shank1",1504.85996308491,0.755192810729005,0.392488581754802,0.000331768642150382,0.0114104914952058,1100,1367,2481,1798,361,1224,504,808,514,2634,1153,4737
"Kash5",83.0053483390427,1.01045267180203,0.557590035442775,0.000238918399736219,0.00889186270551131,73,47,67,62,52,76,41,44,29,221,59,273
"Ntf5",80.9965597087654,-0.601445419159319,0.412330328697795,0.00147294599160202,0.0314892384682633,28,80,42,121,158,54,100,91,84,64,114,46
"Dhdh",122.458500206391,1.03369211024921,0.611121522891678,0.00027104561599171,0.00981878390435334,151,70,94,90,62,174,57,84,39,216,44,431
"Ntn5",32.6791562711268,1.22993465008536,0.58400824202584,8.57657892049581e-05,0.00428723840890961,45,21,63,19,6,37,13,34,6,112,14,41
"Kcnj14",385.740306541151,0.645222024748857,0.230371247757747,3.77037442089932e-05,0.00230229899144436,683,215,353,313,255,480,301,631,255,585,212,436
"Tph1",1215.82016737955,0.69495394612638,0.462400229598027,0.000981681921217699,0.0241804381440036,1502,673,1097,1359,266,1928,741,1383,619,2790,498,2358
"Svip",24.8538056852022,0.580277802810809,0.880187485493287,0.00172194184118194,0.0353309897896436,74,8,8,2,8,62,12,6,8,41,0,66
"Mkrn3",2608.9288515076,0.470767884811151,0.218233740950105,0.000573511812889294,0.0166620704043834,3060,1676,2344,2644,2088,3470,2426,2840,1906,4049,1704,3714
"Gm33926",97.9652084516508,0.637754403637523,0.460061267214644,0.00148107210155883,0.0316298068181072,50,44,161,88,61,104,52,101,64,120,100,263
"Slco3a1",31876.6025701419,0.31242302655472,0.118373520479887,0.000605327620909927,0.0172908358941988,35415,18978,26751,31762,28505,41361,33713,52875,27441,39176,21396,32370
"LOC118567488",113.919650184013,0.766312661445953,0.559489673137482,0.000971793791631291,0.0240823017986879,154,30,146,59,129,135,76,335,104,48,30,138
"Pex11a",15.6049597411978,1.38091537629904,0.803372010248163,9.85190536137407e-05,0.00473890589257604,14,4,27,12,12,14,6,23,2,55,4,28
"2900076A07Rik",888.246562900481,0.56261839276731,0.308843206530981,0.000769341011752601,0.0203247538014175,928,524,1155,855,723,1051,642,1204,674,815,577,1656
"Tm6sf1",1355.30536275363,0.945313968473117,0.149820233763145,3.81307812882063e-12,3.64641815322189e-09,1808,738,1624,1219,896,1550,1046,1918,980,2297,808,1783
"Sh3gl3",2021.81277962504,0.509025871386304,0.253663322421789,0.000647319845362888,0.018060312238271,2564,1341,2068,2017,1000,2375,1746,3019,1334,4081,1286,2239
"Gm36584",9.82878893360399,0.90911897273274,1.02398350397967,0.000582658472430742,0.0168557724045744,9,2,14,2,1,9,10,4,7,18,4,41
"Tmc3",157.588001204766,0.896698421658982,0.38120327841693,9.13401758119707e-05,0.0044849446325721,223,72,137,105,92,269,88,202,114,223,95,299
"Cemip",143.453322568837,0.699909360569933,0.501593640496103,0.00117316417886793,0.0271894129863766,176,106,239,188,30,106,66,115,66,394,48,272
"Arnt2",3445.13183048922,0.710783925514789,0.133276543949517,5.12654716931922e-10,2.98731227195044e-07,4404,2175,4462,3517,2083,3773,2497,5048,2056,5763,2509,4236
"Fam181b",1253.51103680111,1.16329440547034,0.398496833031244,1.79779201814793e-05,0.00127755986794867,998,720,2914,1206,210,736,415,2799,292,2848,810,2017
"Gm15506",1822.62637661051,0.496996698251227,0.327135823288127,0.00204972946843034,0.0395873413907546,1784,1156,2599,1850,1540,2034,1507,2253,1366,1500,1067,3457
"Gm33770",138.831688329855,-1.49525316593724,0.239777413384383,1.757149812954e-11,1.4932112681332e-08,28,228,80,381,120,29,86,40,81,144,398,116
"Wnt11",2705.4798208692,-1.20433828120145,0.168845679943032,5.95736092529987e-14,8.67859829082077e-11,951,3728,1561,5650,2519,1129,2825,1626,2496,2766,5719,2275
"Gm26705",46.0833991737947,0.564951349912777,0.438793277138367,0.00234080303618456,0.043396092208632,61,22,67,30,35,39,36,103,36,48,25,62
"Serpinh1",35391.2493041623,0.638585411170748,0.186122636500247,4.48363135416325e-06,0.000435446006991236,24740,26993,54492,44372,12995,38803,17393,45021,13968,73308,34366,57642
"Slco2b1",240.010934550472,0.91491641923175,0.460378446484257,0.000209845851351683,0.00816756896625492,394,136,338,241,96,130,137,328,116,685,115,312
"Olfml1",149.025568670643,-0.628427414410165,0.452857221752955,0.00152808642648117,0.0323627442036174,57,160,58,326,170,125,262,86,192,72,155,145
"Ppfibp2",29805.9998754031,-0.622653474190904,0.312225924115348,0.00039892547998366,0.0129739888379516,14843,33019,16817,53436,30298,28465,31180,20556,26195,24954,51006,32881
"Lmo1",2534.85965833583,-0.403286420315845,0.208699943180437,0.00159873616859565,0.033420743169199,1504,2955,1954,4714,1692,1881,2828,2260,2285,3531,3528,2148
"Lyve1",24.5061902534332,0.97283893457276,0.616258960309207,0.000378190445453391,0.0125758790626947,40,10,32,12,9,38,10,51,9,24,10,55
"Mrvi1",7605.69504541128,0.906884503178229,0.202953652099254,6.09536768331203e-08,1.46252969295469e-05,9642,4041,10525,7001,5559,9609,5517,10736,4627,8885,4625,12145
"1110004F10Rik",40142.4381107639,-0.252274481337838,0.104560509303596,0.00191317682633631,0.0376828530498612,30631,36958,33667,61497,39291,36483,43386,38968,33860,47951,48937,40078
"Abca14",35.0213861261397,0.728979616108052,0.834893468951143,0.00122617915775426,0.0280672546828261,48,12,99,16,0,28,31,73,21,49,4,49
"Abca15",20.897312784144,1.1254438521473,0.85028514746577,0.00029053424768711,0.0102758245103378,29,7,24,6,8,25,10,9,6,38,12,83
"Prkcb",218.340815753626,1.02747085891313,0.453688160139353,9.51393202015466e-05,0.00461328081454003,200,127,297,130,204,330,169,278,146,198,83,470
"Kctd13",15592.7972740113,-0.345934425917547,0.147431032788292,0.00100376385128014,0.0245745663907916,9228,15622,14350,25643,14501,11353,14786,14302,11614,21030,25484,14549
"Rgs10",2796.97444923431,-0.528001726550501,0.175735452650181,3.62927876119157e-05,0.00223186735018474,2079,2867,1823,4479,2799,1978,3235,2296,2571,3552,4242,2338
"Hmx3",2021.24578261578,0.665310579961443,0.492663814704133,0.00142636284060357,0.0308818154289912,2358,1313,1606,2112,574,1932,803,1010,677,8483,1534,3598
"Gm39105",10.6334091371856,0.781625162062948,0.821646888277735,0.00104022070371127,0.025077188241361,19,2,21,4,4,19,4,8,2,15,5,26
"Gm36356",116.245504804824,1.53582282895304,0.460980808095215,3.74773460881922e-06,0.000375593870988791,191,35,71,32,79,313,75,211,75,99,20,191
"Mapk1ip1",3635.22483390814,0.489217690658744,0.175254490225583,9.19267706750515e-05,0.00449603474320785,3597,2559,3938,3929,2657,4309,2914,4168,2676,5284,2818,5719
"Jakmip3",1347.41485596062,0.798844772998331,0.29406774978704,3.63314518392416e-05,0.00223186735018474,2402,675,1243,1168,951,1535,1134,1872,1100,2192,566,1626
"Gm16201",67.3120655111314,-0.509810372776446,0.360322176737035,0.00236807317843994,0.043599101694501,30,87,45,148,86,21,59,59,48,72,113,66
"Cdhr5",1112.54667076687,0.847682586433043,0.480550921502371,0.000386002515652372,0.0126968063820773,1434,750,1041,1156,286,1286,536,732,466,3477,555,2313
"Ifitm10",839.417962777779,0.597494794938012,0.470763045995684,0.00210733774985399,0.0403181551672347,784,556,615,949,339,930,434,387,295,2920,596,1900
"Prr33",65.8871985868351,0.527623651995779,0.912398950996559,0.00174873712876492,0.0355943051308987,109,6,10,22,7,170,21,5,12,266,7,199
"Th",4413.40532583109,0.852775210165982,0.526065272486252,0.000500079953055342,0.0152681596445564,6868,2597,6554,3965,1114,2885,2495,6942,2032,15289,1881,3538
"Osbpl5",3025.11647182244,0.329123806264538,0.14569138849729,0.00145037265694931,0.031194704450457,3229,1982,3356,3850,2015,3142,2550,4253,2071,5257,2593,3265
"Fgf15",58.2387390493939,-0.709415385574021,0.61206856775187,0.00150066588659733,0.0319145784746117,24,113,20,203,28,14,66,8,40,94,100,24
"Myo16",1022.16295914207,0.336915708381888,0.136944240248294,0.000808564486641704,0.0211962374100997,668,987,1800,1652,358,634,483,829,376,2154,1317,1591
"Col4a1",39.2306465266331,0.608085362209718,0.62695817536926,0.00252936400999569,0.0455356308981483,43,16,117,24,12,17,30,99,14,66,20,32
"Col4a2",80.4848870366098,1.94337053944574,0.912160647090517,1.64124869538024e-05,0.00119975867893477,180,24,170,42,6,58,18,117,20,302,2,82
"Gas6",257.48069162619,1.06077133701985,0.393079916246959,3.33590176280313e-05,0.00212255158017489,339,115,262,252,102,377,217,349,139,642,95,337
"LOC115485642",51.126825806029,-1.42445895968082,0.401576357712279,2.72326377387527e-06,0.000295594580921368,21,54,28,78,84,35,73,23,71,22,99,20
"Cln8",5363.87493121983,-0.342524983273882,0.141695295664255,0.000862111087702145,0.0223131416671133,2276,6972,5391,11923,2737,2365,2822,3099,2259,9765,10758,7303
"LOC118567551",119.925947547411,0.616515932572856,0.596492646061534,0.00243462057465132,0.0445328131121199,161,50,87,72,156,82,135,147,107,57,31,358
"Gm24727",233.057411297555,-1.09217858366024,0.231484860271567,3.89883655071279e-08,1.04201729593615e-05,138,261,144,387,353,92,316,129,236,181,424,157
"1700104B16Rik",17.1144993413511,-0.941117096622314,0.721604380270733,0.000550663072038128,0.0163001064647571,7,14,3,25,38,9,29,9,20,11,36,5
"Rbpms",154.788107448795,0.578564005811057,0.375198738131558,0.00135316929384409,0.0299977040738588,270,85,202,115,65,144,84,286,113,292,101,152
"Trmt9b",73.8605771220714,0.960748854182702,0.634916010827487,0.000426377627796462,0.0134612565308186,57,22,138,36,44,101,42,281,33,52,24,91
"Dlc1",2417.59678506116,1.43449851911942,0.431419772566619,4.72967048559154e-06,0.000450755278288035,2956,570,3545,943,1116,4533,1820,9215,1418,1395,462,1821
"Neil3",504.061002387425,1.15925838995848,0.302770199928381,1.34256167265351e-06,0.000174404747221455,774,230,826,417,220,576,343,796,351,581,228,808
"Lzts1",1367.03013618652,0.495711627872859,0.340863088027449,0.00235074007407533,0.0434663135183738,890,753,1022,1324,1185,1603,1454,1800,1167,1822,886,2935
"D130040H23Rik",1331.59148320718,0.5730741011692,0.462142075476742,0.00244189597268667,0.0446258677087318,2148,440,1290,657,1501,1795,1605,2535,1528,388,315,1608
"Rnf150",4055.03196726912,0.510112581866942,0.309220115873126,0.00145621070080451,0.0312296711281893,6100,2281,3464,3704,2578,5778,3840,5779,3114,4356,1726,6548
"1700067K01Rik",127.94942435454,0.599736726658189,0.428863741904952,0.00166704807814489,0.0343775991443529,152,26,68,62,119,221,165,350,163,66,30,125
"LOC118567599",102.9587424866,0.925970969724628,0.462682438948677,0.000199461866107487,0.00786851984383405,101,38,86,55,105,127,112,196,115,79,41,191
"Lyl1",428.665830625565,0.495733985877289,0.277123007718917,0.00115777093038166,0.0269859864287245,362,282,543,545,218,528,275,385,305,731,340,787
"Adcy7",171.758054333071,2.22204782644441,0.442324244223721,4.88913294425479e-10,2.93276077641401e-07,372,46,145,62,41,300,87,239,79,312,30,391
"Slc38a7",22374.6476035829,-0.388709944061456,0.0990132502811966,4.35012800422306e-06,0.000427210742382574,12874,23904,20742,40044,21393,13775,22257,17609,17931,30839,32772,21995
"Cbfb",37593.7656390596,-0.70449805611821,0.177105022819998,4.12730347238414e-07,7.01469619327287e-05,25636,33863,26734,55839,53826,28211,53504,41816,43089,23895,41879,25444
"Fbxl8",1521.98916929031,-0.402114791906728,0.168379884808067,0.000554197079712951,0.0163572350806739,904,1842,1446,3035,995,973,1070,979,819,2488,2855,1574
"Ranbp10",10753.7128303441,-0.258399595108219,0.0875314409378197,0.000353456152339091,0.0120145637115929,9999,8869,9073,14707,11050,9636,12797,12380,10052,11246,11991,9210
"LOC118567611",81.7157410117451,-0.7556049603534,0.412369303513241,0.000411264753426645,0.013146935182032,44,73,52,124,125,39,80,54,97,56,181,63
"Vat1l",171242.162663529,-0.475851435442855,0.203793210285113,0.000354868293014473,0.0120224897608475,116606,172276,112449,301730,169480,137571,176369,119287,140353,220621,278131,162336
"Necab2",65.0034001680525,0.684861827497032,0.584252730829948,0.00165296450602171,0.0341908834688771,36,32,68,60,20,140,31,47,22,147,32,177
"Crispld2",13559.2728049548,0.397859696110048,0.160019415454622,0.000446294039176682,0.0139818232396443,14816,8475,13394,14029,12498,15116,14128,19045,12407,15223,8557,17397
"Gm39269",72.5435282334291,1.22056816459543,0.439190657189076,2.34596060261734e-05,0.00160019620369166,30,25,223,87,18,43,25,64,23,140,70,166
"Zfpm1",28782.0728239015,0.979529074202459,0.189519026188444,2.97173312864415e-09,1.4094999339232e-06,25482,19898,40002,29748,11680,35599,16083,31488,12985,63753,21233,51123
"Cbfa2t3",2036.21946940448,1.12346124137697,0.483783269097991,7.2148218530041e-05,0.00378091408114158,4389,586,898,916,1225,4791,1709,1887,1498,3434,620,2517
"2810013P06Rik",1480.33788899588,0.396268257234818,0.135089842011472,0.000128754228528378,0.00574604483771613,1228,1159,1877,1985,1015,1227,1023,1306,853,2573,1634,2493
"Gm36059",71.9611648710422,0.596675562482837,0.415794536284192,0.00157157015348102,0.0331117492564519,68,39,128,63,33,85,34,145,40,75,50,127
"Gm42056",261.853938793038,0.420456932773483,0.259393127615979,0.00266305526370623,0.0471584111364527,308,141,298,220,293,247,280,427,271,226,139,314
"Aasdhppt",4162.63829568727,0.299119023629335,0.137357888872158,0.00232461445946275,0.0432577663327945,5050,2437,3712,4329,3908,5229,4541,5663,3627,4536,2810,4765
"Kbtbd3",357.605327901993,0.955558254515438,0.285852913778905,5.22201183376465e-06,0.000484104233407409,411,182,450,299,245,432,338,468,329,400,177,611
"Msantd4",4838.48956200043,0.519872203516012,0.153117926712438,1.04859255607754e-05,0.000838668438478486,6467,2662,4623,4785,3873,6526,4653,6883,3915,6092,2892,5625
"Dcun1d5",10780.0091645612,0.274253070552007,0.123055805931029,0.0025660885901415,0.045827825565618,12266,7186,9663,12176,9210,12490,10565,13587,8858,15101,8425,12442
"Birc2",3932.25340398595,0.714034016073526,0.213819090218302,5.0506864110527e-06,0.000472517198868898,5012,2153,4300,3592,3056,4802,3723,5728,3162,4353,2160,5833
"Cep126",314.942993035558,2.98892303616954,0.959214221953609,7.17900420585002e-07,0.000106098399114718,446,44,786,72,22,438,66,1122,54,311,6,560
"Jrkl",952.662697072471,0.776969620926337,0.479351281088193,0.000614003247472295,0.017471189857487,1417,389,1043,494,887,1425,947,1539,920,402,310,1571
"Ccdc82",1899.45720341996,0.559858914508086,0.340089563319549,0.00116406147551437,0.0270091396963772,2694,865,1878,1374,1703,2783,2113,2968,1685,1192,792,2765
"Maml2",1679.20778435438,0.765406221741101,0.347675721347379,0.000161813853230749,0.00681858168727503,2109,516,1254,927,1848,2536,2135,3792,1833,888,494,1892
"Cep57",4661.4027076921,0.458509397862411,0.193136360021901,0.000364567034699342,0.0122493322449639,7094,2569,4341,4561,3984,5151,4622,6187,3859,5655,2851,5841
"Fam76b",4121.50894582977,0.649991239266223,0.328068865905418,0.000376999202826114,0.0125635600353572,7118,1762,3553,2287,3958,6050,4173,7679,3891,2487,1427,4903
"Kdm4d",90.7878514930664,0.809317694156723,0.31264823873729,5.24231353054861e-05,0.00296168932009803,84,50,170,99,46,71,40,101,23,193,101,163
"Cwc15",11634.1322826602,0.362090438505374,0.129244572020799,0.000252325851495636,0.0092891439372807,14500,7747,11708,13001,8994,12664,10692,14878,8641,17507,9122,13333
"Ankrd49",3517.37600567357,0.575023840691494,0.211505513315045,6.58384474250588e-05,0.00351845493542724,4221,2129,4325,3364,3083,4222,2999,5031,2688,3721,2105,4867
"Mre11a",4331.08484064135,0.412750089603644,0.0966118209373394,8.76567241863361e-07,0.000123293716536574,4972,2589,4683,4668,3607,4691,3927,6758,3253,5685,3533,4843
"Taf1d",6966.1886226329,0.518634909457069,0.202806212723627,0.000146291123285587,0.00628127886191484,9617,3309,6657,5218,6895,8271,7309,12964,6866,5789,3701,7610
"LOC115487272",122.292011871688,0.79127923954877,0.396780689861973,0.000260083983921917,0.0094891106477415,195,42,107,77,94,153,88,285,124,103,49,170
"Slc36a4",4696.09337774645,0.333515866647595,0.156323869662987,0.00188499417428398,0.0374012121677673,5262,3087,4325,4939,4330,5834,4680,5883,3825,5740,3216,6079
"Zfp317",3430.23642441408,0.400573435920737,0.214981297758093,0.00189393946736834,0.0374654659912486,4649,1887,3505,2766,3354,3970,3715,5621,3204,2790,1889,4027
