"","baseMean","log2FoldChange","lfcSE","pvalue","padj","1_C1P_S1","10_S2_Diff_S10","11_F8P_Diff_S11","12_S3_Diff_S12","2_S1_S2","3_F6_S3","4_S2_S4","5_F8P_S5","6_S3_S6","7_C1P_Diff_S7","8_S1_Diff_S8","9_F6_Diff_S9"
"Mxd4",4107.72574407915,0.6664704083804,0.181773530003138,1.99193734865241e-06,0.000274795620157187,3178,3326,4912,5609,2356,4439,2546,4465,1753,7130,5219,6274
"Gm43699",15.4758292323421,0.561318478010341,0.953902350671561,0.0016279387565946,0.0443449909643479,17,0,49,15,4,14,0,15,0,23,12,45
"Nwd2",537.581029555781,-0.390445589363312,0.242418764947613,0.00161288601326637,0.0443258280631488,537,258,128,370,1074,755,1007,700,793,189,292,215
"Rell1",24151.8656148695,-0.506139179638941,0.25831201329698,0.00049239629641018,0.019227295976583,13033,27682,21164,47205,23469,13665,22884,16316,19302,21085,35800,34818
"Limch1",14842.7679784999,-0.542606879695683,0.145289955388591,2.64155140914397e-06,0.000337748118892316,11911,12299,10348,20213,19766,10453,20654,18466,17009,11931,15713,11020
"Phox2b",28671.9273232097,-0.367537757236298,0.128662460427827,0.000210895483865291,0.0101661319567156,33580,10749,9210,17456,53788,36137,52706,48662,42662,9776,15258,8622
"Rasl11b",2622.42560780076,-0.637893855344585,0.343473078292167,0.000434383398518386,0.0173827967242978,1479,1364,1222,2274,4901,2281,5023,4619,4054,1117,1852,1162
"Lnx1",1719.36476085007,0.556038856189331,0.195037493697554,4.90324589737001e-05,0.00333818711759584,1937,1101,1518,1929,1135,2300,1467,2182,1126,2805,1640,2073
"Gm32304",26.988080295755,0.866658329356646,0.716936333365521,0.000887408724950272,0.0291466740890007,55,2,34,0,13,54,22,80,14,14,6,32
"Kdr",1613.23586501272,0.708047371770848,0.799406763063388,0.00156827089799163,0.0436393477603911,2030,480,608,782,468,5496,684,1172,670,2350,492,4290
"Gm33938",4.46271960433443,0.511517781501773,1.182578779058,0.000837984281474829,0.0281147078371931,17,0,6,2,0,2,0,10,0,4,8,6
"Slc4a4",4230.3363326904,-0.957362153475981,0.326163553624877,3.18451743880035e-05,0.00244601268037379,3768,2877,2080,4811,8334,1904,7584,5634,6477,1988,3610,1348
"Rassf6",98.3011441705265,0.946338202690674,0.409753548416981,0.000128481752531063,0.00722287900488969,161,38,157,98,71,104,60,185,46,126,73,94
"Pf4",89.9094604236898,1.41066168410925,0.765061036666688,0.000116606743270115,0.00669897753323576,68,34,201,44,12,184,26,108,30,124,6,263
"Paqr3",1773.52397752691,-0.313725168551349,0.163178571817428,0.00163684596339383,0.0443449909643479,865,2292,1777,3739,1088,828,1254,916,978,2886,2931,2599
"Mapk10",16813.2857413466,-0.571450617202037,0.251598013319352,0.00019985012845997,0.00981418581657405,10695,13299,10414,22675,23423,15943,24904,18110,21134,9718,17608,14280
"Sparcl1",2474.09580438776,-0.638678246739785,0.185731269952348,5.10171161761015e-06,0.000584578092402553,2133,2404,1463,3738,3194,1819,3129,1896,2823,2482,3062,1755
"Fgfrl1",2619.91903984709,0.810685580599842,0.418544695990018,0.000301635371859533,0.0133438652162923,1962,1664,2547,2532,1331,5452,1799,2987,1362,4123,2101,4341
"Miat",44.8970165950071,-1.02384140121546,0.457114635508677,0.000139462086650522,0.00769573814467053,16,54,29,82,68,29,76,30,36,30,64,31
"Sdsl",2542.02834733402,1.36619559809626,0.315016249703857,7.2986664024757e-07,0.000118640105266289,2479,1347,2430,2228,910,4784,1251,2465,1007,6327,1659,4869
"Oas1g",1051.01587745837,-0.648299046806987,0.318470899089775,0.000288568327802031,0.0128198925120356,547,1015,566,1771,1261,677,1350,865,950,1172,2167,572
"Oas1a",2091.48922424094,-1.0335185007783,0.343714486183644,2.79638321803404e-05,0.00220441201875774,815,2204,1056,3698,2782,1003,2738,1685,1932,2244,4703,843
"Gm34086",19.9036194483532,0.775397912204952,0.765814142354689,0.00127957318353724,0.0382059686447555,32,7,17,26,11,28,4,21,4,55,16,32
"Ncf1",739.976025333886,0.86498759867082,0.361336304761079,0.000110251305337873,0.00642183228230518,684,602,804,1112,232,814,387,486,270,1747,810,1367
"Eln",3452.50838941107,1.17568557734963,0.460064653346175,6.75233422828215e-05,0.00441089396987067,4164,1569,2462,2720,1130,7012,2151,3391,1603,8325,1404,7013
"Hip1",25824.3080540568,-0.403751582308005,0.120547465516915,4.56370160390723e-05,0.00314790325435298,22776,15867,13208,27091,37384,29421,40856,33575,32433,20328,21401,16009
"Gm31160",23.452058381944,0.725140136248409,0.825746003708616,0.00143363702235568,0.0411807324955839,38,6,14,16,10,56,10,16,2,70,6,50
"Pcolce",1704.26147541615,1.65017116729732,0.321022199964313,1.4240673708011e-08,4.46036879213237e-06,2436,783,1698,1204,387,2431,757,2218,683,5520,668,2769
"LOC118568759",489.957415291632,0.450404917671961,0.30355278142416,0.00152322597033264,0.0427584007656027,504,363,549,590,318,669,344,444,249,683,476,825
"Gpr146",679.660291366978,1.98017779309753,0.438567982266077,5.98210068403155e-08,1.49331749099354e-05,1025,273,584,443,94,765,167,636,186,2883,180,1516
"D5Ertd605e",98.6829227076662,1.1149915782847,0.375689981522846,3.08935552182889e-05,0.0023816432329864,83,61,136,80,34,134,36,143,58,183,66,210
"Pon3",1405.04674865342,-0.598228540519241,0.300001020615179,0.000347192594259358,0.0148110560257454,1188,926,1245,1487,2288,951,2078,1636,1771,808,1334,1099
"Prrt4",295.675980738896,-0.747284304511061,0.457914570294638,0.000599399027575587,0.0221671926088756,196,300,178,481,356,84,453,309,363,334,420,138
"Mest",35118.8373287357,0.470579548292872,0.313842196816361,0.00137431829650678,0.0403614570860653,35238,24054,58294,39457,20617,29483,26657,66731,21344,51259,25272,37006
"F830010H11Rik",144.165290060462,-0.926354838055492,0.435682432780022,0.000187789313880863,0.00944305545028254,101,126,65,188,298,104,192,101,187,57,163,129
"D030074P21Rik",34.1976564526164,1.28563262931051,0.572115283697485,9.49099474338995e-05,0.00570248334596401,43,10,25,24,13,52,31,122,12,47,18,36
"Mturn",336.461990185845,0.52623880400428,0.212106068030558,0.0001466192687584,0.00786306763835009,271,242,534,362,211,351,193,415,188,537,322,529
"Mogs",19191.7188217705,-0.376847969827674,0.165417817291368,0.000581954051724401,0.0217135133640729,16541,14786,13372,25221,24896,15716,26586,23640,21425,17299,22453,10712
"A430078I02Rik",62.4612199065516,-0.728745327872042,0.584160332691653,0.0012374779588868,0.0374191142532692,32,63,25,85,127,44,69,32,73,25,108,60
"Prickle2",2269.42523232877,0.590299294182488,0.414064993326284,0.00117034046550386,0.0359807915910565,1816,1461,4562,2645,965,1753,1405,4604,1237,3150,1448,3253
"Adamts9",2548.33118802172,1.01403429510528,0.24514317043971,9.5345810221342e-07,0.000148096762557876,3969,952,1711,1512,1872,5516,2390,5053,1986,2252,784,2757
"Suclg2",9588.6183588782,-0.316570426160575,0.122486660338801,0.000528065878493394,0.0202431689325923,7423,8055,8430,13387,11436,8292,11578,10683,8966,9158,10754,8517
"2900060L22Rik",85.4485727024622,-1.0848239979993,0.27546997815841,2.26741149172886e-06,0.000302836634204219,74,38,30,68,193,76,148,88,166,50,45,26
"Tafa4",148.096704900793,-1.79535272520027,0.203733159146407,5.37231803681609e-20,1.02411033558179e-16,65,111,62,223,274,84,308,90,234,66,190,61
"Gm43868",154.242712404245,-1.44689807413829,0.312521477537549,2.25037914905051e-07,4.53732695927309e-05,96,142,67,277,313,88,213,60,193,126,222,60
"Pparg",3641.08162441893,0.379474708660308,0.185785940849481,0.000851212540504977,0.0282638815816031,3632,3150,4370,5261,1898,3190,2738,4036,2287,6672,3518,4495
"Plxnd1",19622.516765612,0.598273385365351,0.190380776729663,1.66056786905543e-05,0.00148805331821467,19866,12350,19571,19698,13845,28809,15539,25812,12896,33687,15000,24692
"Tuba8",1563.1258063353,1.83439105848283,0.389215364570177,5.04526842495405e-08,1.2901735805227e-05,2679,692,1476,1274,297,2488,635,1456,511,5276,599,2344
"Gm38896",115.779630954552,-1.47043355646336,0.376053804431601,2.50950218184904e-06,0.000324825625007361,57,102,47,150,223,75,195,49,153,46,174,104
"Mrpl51",16921.6163499248,-0.276497072757626,0.124509167819056,0.00126791297200422,0.0379270572181976,15516,12566,12744,23334,19230,15098,21674,18257,17101,18218,19389,13048
"Akap3",755.156935017031,0.617341186139041,0.191725209029654,1.19518275875492e-05,0.00115868347447828,320,850,1078,1358,212,350,219,415,174,2014,1206,1442
"Dyrk4",220.073115712343,0.754241962522507,0.451441378482847,0.00054983085631018,0.0208111971587873,410,101,238,220,115,219,134,234,121,308,138,464
"Gm19434",151.12769447136,1.06133384296126,0.436951675182593,9.4662409124781e-05,0.00570248334596401,148,142,278,234,33,65,42,148,52,424,154,199
"H4f16",35.3249663919228,-0.777094339742926,0.600103793447724,0.0010330649163488,0.0328217245923,10,44,16,52,46,18,46,24,39,42,76,16
"Lmo3",359.526882911388,1.13126434192151,0.338164592657259,1.2895883302018e-05,0.00121261783390142,787,82,166,108,282,941,304,523,274,390,92,326
"A830011K09Rik",38.9394820516616,1.10640556114845,0.568575204853893,0.000206124374122507,0.0100283573108465,62,17,38,28,24,80,22,52,14,53,11,74
"Abcc9",91.1358642967768,1.21944089966398,0.346026065152592,8.39393259154e-06,0.000858596939082937,132,24,74,40,50,200,56,145,60,171,41,124
"Bhlhe41",296.347928383273,1.10658627304378,0.248659745954615,3.89474718503449e-07,6.98025245495626e-05,372,186,360,268,118,374,205,481,166,610,150,393
"Pthlh",195.834359186819,1.63063517001376,0.433635518684725,2.71539746675802e-06,0.000345085875639085,277,24,177,60,118,320,120,975,106,121,76,82
"Far2",211.123030856779,2.701775601127,0.442856886318991,3.21415764749573e-13,4.34929946818885e-10,346,19,237,78,25,410,42,303,59,625,32,485
"Myadm",3323.82653239196,0.55204891305418,0.286108384783603,0.000448428145614585,0.0178426751145963,3860,2434,4614,4056,1594,2562,2446,4880,1955,6662,2257,4157
"Prkcg",96.6278383747382,1.05897593503662,0.49251423454199,0.000158095768696059,0.00830854680147284,111,68,111,66,32,117,50,206,60,124,43,202
"Gm15927",90.3043112313891,0.529796793210342,0.380186677623895,0.00142620651805163,0.0410901673949789,98,60,116,98,60,98,43,115,49,142,55,182
"Zfp865",6432.41081571851,0.337472061884943,0.185109746953316,0.00161772475211449,0.0443449909643479,7063,4598,5680,6633,5218,8652,5698,8558,4995,8510,4664,8228
"Peg3",32947.1757938928,0.949783486666155,0.438569174386995,0.000170761870496884,0.00879780261044019,48789,12872,27205,20707,16659,69451,26285,50624,22829,33057,8662,61547
"Usp29",1069.6170505207,1.0540659527385,0.344368394997533,2.48319329322158e-05,0.00200269539098321,1528,514,904,802,540,2100,832,1823,759,1224,334,1648
"Ceacam15",30.4928299579936,0.712133542135732,1.47446489174727,0.000347514882191176,0.0148110560257454,16,4,6,2,0,150,0,4,2,44,2,138
"9330104G04Rik",379.478655301623,0.506168857080569,0.304695656314246,0.000891338900540029,0.0292038834459748,342,246,427,450,279,528,261,537,215,414,341,627
"Exoc3l2",292.577596727419,0.448535288905315,0.257534953301797,0.000956102127893841,0.0310348382659535,259,206,319,374,183,289,183,323,137,667,330,406
"Trappc6a",3068.30371606027,0.519939450094187,0.373536173260374,0.00146639015022934,0.041633911356201,2572,2261,2853,3540,1466,4284,1879,2456,1413,7031,3305,5245
"Nkpd1",120.561939062701,0.918990736981764,0.455097875777039,0.00023260264015545,0.0110349428991394,172,62,118,117,46,230,86,128,77,227,67,150
"Relb",2937.0708622537,0.348204934646375,0.170013416730567,0.00105293057136146,0.032930188924394,2374,2558,3074,4245,1612,2694,2252,3448,1723,4816,3204,4557
"Igsf23",1019.31533902381,0.347887106519356,0.171770269531048,0.00109465322885801,0.0340560586883138,540,969,1441,1730,430,729,542,864,424,2169,1444,1580
"Ceacam2",175.392935311776,1.05182963684188,0.559252222105854,0.000250086676478091,0.0116220200697115,301,79,118,111,81,366,115,134,71,305,106,350
"Shank1",1504.85996308491,0.725866756574186,0.435533184692751,0.000575108424090942,0.0215347295442196,1100,1367,2481,1798,361,1224,504,808,514,2634,1153,4737
"Ntf5",80.9965597087654,-0.668992424301955,0.473068197626842,0.00103786962871404,0.0328747556563516,28,80,42,121,158,54,100,91,84,64,114,46
"Ntn5",32.6791562711268,1.49443343524598,0.638657158640123,5.29363876105222e-05,0.0035579481883353,45,21,63,19,6,37,13,34,6,112,14,41
"Kcnj14",385.740306541151,0.966803331723169,0.21099063987703,1.35023721266453e-07,2.94928376170442e-05,683,215,353,313,255,480,301,631,255,585,212,436
"Tph1",1215.82016737955,1.11486936756717,0.477914681254306,0.000107482501001883,0.0063211186096187,1502,673,1097,1359,266,1928,741,1383,619,2790,498,2358
"Slco3a1",31876.6025701419,0.329291840796099,0.123907497386356,0.000422243727040589,0.01700018576152,35415,18978,26751,31762,28505,41361,33713,52875,27441,39176,21396,32370
"Mfge8",5242.88739551717,0.68262602595961,0.387698813980727,0.000500403798527858,0.0193955032372101,3957,3769,10526,6146,2383,3863,2881,9403,2370,10430,4915,5172
"Tm6sf1",1355.30536275363,0.665482817938285,0.160604647368558,2.45659502733593e-07,4.90593725030544e-05,1808,738,1624,1219,896,1550,1046,1918,980,2297,808,1783
"Sh3gl3",2021.81277962504,0.660437640667739,0.283638898422272,0.000143555316865766,0.00781873101132011,2564,1341,2068,2017,1000,2375,1746,3019,1334,4081,1286,2239
"Tmc3",157.588001204766,0.833615005314529,0.410202520015565,0.000243211340412726,0.0114091691210614,223,72,137,105,92,269,88,202,114,223,95,299
"Arnt2",3445.13183048922,0.851832673831654,0.129991604349822,1.35377391937631e-12,1.49406764817905e-09,4404,2175,4462,3517,2083,3773,2497,5048,2056,5763,2509,4236
"Fam181b",1253.51103680111,1.86957616531541,0.344752873484005,1.3236920041629e-09,6.1681105856204e-07,998,720,2914,1206,210,736,415,2799,292,2848,810,2017
"Gm44507",14.97384762959,0.602179370976137,1.08403271881464,0.00112047305234925,0.034602650124759,10,14,49,18,2,6,0,21,0,12,14,39
"Gm39054",232.464240055848,-0.523705801380533,0.37075737730303,0.00139352992681677,0.0407251101921786,121,233,181,396,298,128,210,169,205,208,332,363
"Gm33770",138.831688329855,-1.5391283312902,0.275131602639354,1.8778986103083e-09,8.03625631827649e-07,28,228,80,381,120,29,86,40,81,144,398,116
"Wnt11",2705.4798208692,-1.1705789420692,0.16855656457427,6.89131625503792e-13,8.02800058621611e-10,951,3728,1561,5650,2519,1129,2825,1626,2496,2766,5719,2275
"Serpinh1",35391.2493041623,1.12083058090584,0.166510319638208,2.67871225204398e-12,2.55317805514138e-09,24740,26993,54492,44372,12995,38803,17393,45021,13968,73308,34366,57642
"Gdpd5",7868.26795017434,0.383625202800249,0.137102597735274,0.000207030985797234,0.0100491498638477,3510,9191,12223,14321,2436,4197,3133,4281,2430,18218,11137,14388
"Slco2b1",240.010934550472,0.613637357095086,0.498201955031094,0.00163644389688772,0.0443449909643479,394,136,338,241,96,130,137,328,116,685,115,312
"Olfml1",149.025568670643,-0.807684822371532,0.52499521444925,0.000654748394469834,0.0236443879098641,57,160,58,326,170,125,262,86,192,72,155,145
"Lyve1",24.5061902534332,1.52255576413954,0.5842707104345,3.39383843881567e-05,0.00255073111912278,40,10,32,12,9,38,10,51,9,24,10,55
"Mrvi1",7605.69504541128,0.7157714061824,0.216617871577435,7.98744118975307e-06,0.000829151753999664,9642,4041,10525,7001,5559,9609,5517,10736,4627,8885,4625,12145
"Cacng3",3564.68078353025,-0.736098348329838,0.388641823589021,0.00035393343494456,0.0150540166274898,1361,3953,2304,6688,3700,2487,3864,1598,2998,3833,5526,5473
"4930413G21Rik",94.505570232293,-0.86308876240639,0.380983495048805,0.000146154318924667,0.00786306763835009,54,84,62,175,126,44,108,53,73,124,169,98
"Hirip3",11639.9290043387,0.312446237512482,0.0999700619196975,0.000182962047829104,0.00926698352881274,13097,8064,10950,13776,10246,12569,10398,15443,8884,15263,10166,13855
"Rgs10",2796.97444923431,-0.383545487679374,0.185412261441426,0.000792234411047425,0.0271001033690921,2079,2867,1823,4479,2799,1978,3235,2296,2571,3552,4242,2338
"Inpp5f",60749.499003864,-0.379907192360669,0.225121118788911,0.00151269710817918,0.0425197663021571,45758,43806,39883,73468,84437,62584,88304,66388,71705,42043,53526,58888
"Hmx3",2021.24578261578,0.659279723412786,0.554035780634684,0.00158992413359974,0.0438672620492802,2358,1313,1606,2112,574,1932,803,1010,677,8483,1534,3598
"Gm36356",116.245504804824,1.14094945734259,0.506117842030416,0.000119153758124079,0.00680799769510578,191,35,71,32,79,313,75,211,75,99,20,191
"Gm30874",293.606610402492,-0.746659214747913,0.362896244940988,0.000246066760147633,0.0114943435059721,57,409,350,754,170,108,130,66,135,481,524,516
"Jakmip3",1347.41485596062,0.443915923006171,0.312887805163703,0.00176144532749851,0.0465772346435262,2402,675,1243,1168,951,1535,1134,1872,1100,2192,566,1626
"Cdhr5",1112.54667076687,0.894891965702446,0.523051165911354,0.000422524935959917,0.01700018576152,1434,750,1041,1156,286,1286,536,732,466,3477,555,2313
"Th",4413.40532583109,0.849065340693988,0.575668916283523,0.00067724064022046,0.0242338890525304,6868,2597,6554,3965,1114,2885,2495,6942,2032,15289,1881,3538
"Tspan32",103.931463026273,0.622736123243935,0.52216414245078,0.00172143748921582,0.0460418657032738,91,94,108,125,49,110,41,68,20,294,85,227
"Gm23297",38.9658625965806,-1.01922082772464,0.51318778668632,0.000220874281984749,0.0105742301802242,17,21,22,38,94,26,63,46,61,17,39,19
"Osbpl5",3025.11647182244,0.446961230690731,0.15500951048042,9.74571736956615e-05,0.00582216374707785,3229,1982,3356,3850,2015,3142,2550,4253,2071,5257,2593,3265
"Tnfsf13b",1784.44855282704,0.639241614032131,0.522397436276513,0.00157118515185887,0.0436393477603911,1079,1787,2977,2986,252,1173,479,476,392,3666,1401,5800
"Myo16",1022.16295914207,0.612662314345758,0.156446328587021,7.72532516918693e-07,0.000124609494978985,668,987,1800,1652,358,634,483,829,376,2154,1317,1591
"Col4a2",80.4848870366098,1.84575572751386,0.907428120430519,3.3539800000302e-05,0.00252984196477098,180,24,170,42,6,58,18,117,20,302,2,82
"LOC118567543",4.47294549145775,0.938868166634272,1.60088875531873,0.000267706870599815,0.012283469080104,12,0,3,3,0,10,0,8,0,9,0,11
"Gas6",257.48069162619,0.730023419120931,0.453327040014536,0.000640541249967315,0.0233185928308414,339,115,262,252,102,377,217,349,139,642,95,337
"LOC115485642",51.126825806029,-1.34962286977549,0.399566622788191,1.10510319959229e-05,0.00108792999963618,21,54,28,78,84,35,73,23,71,22,99,20
"Gm31727",84.3285421441998,-1.10546131243407,0.372106666925451,3.07257097751537e-05,0.0023816432329864,36,84,68,137,96,48,148,73,116,59,69,84
"Zfp703",3332.27989573048,-0.384298194674374,0.142246091118293,0.000250340530380544,0.0116220200697115,2512,2668,2156,4257,4085,3136,4432,3683,3552,3680,3681,2659
"Gm24727",233.057411297555,-1.34680347920128,0.220303398769852,1.38434458442024e-10,9.67610719690265e-08,138,261,144,387,353,92,316,129,236,181,424,157
"1700104B16Rik",17.1144993413511,-0.90182040189569,0.737452853664952,0.000788368709064805,0.0270275780784614,7,14,3,25,38,9,29,9,20,11,36,5
"Smim18",32.3642517031107,0.982850592547235,0.672999799339004,0.000513674255343303,0.0198365293928061,68,16,18,28,12,54,15,75,26,40,6,38
"Rbpms",154.788107448795,1.01970929077043,0.393457943527301,6.99341030214154e-05,0.00452607471066685,270,85,202,115,65,144,84,286,113,292,101,152
"Trmt9b",73.8605771220714,0.864426310159838,0.667410806571646,0.000831009569751741,0.028060289320651,57,22,138,36,44,101,42,281,33,52,24,91
"Dlc1",2417.59678506116,1.45023616875235,0.41812679602144,7.90118351237208e-06,0.000824278194382737,2956,570,3545,943,1116,4533,1820,9215,1418,1395,462,1821
"Pdlim3",2950.59937302608,1.15408947542418,0.34297699119745,1.23763696615849e-05,0.00117963679742624,2057,1382,3271,2211,1604,6011,2009,6973,1711,3120,2140,3893
"Ccdc110",42.4232362308099,0.655992436983085,0.576726702555525,0.00173708757582929,0.0460696705530451,53,20,48,36,30,60,29,147,29,26,18,28
"Enpp6",89.4919257314704,-0.962737630795015,0.306857539695171,1.91346799119646e-05,0.00165117326367895,42,90,70,184,116,46,84,57,90,101,120,102
"Neil3",504.061002387425,0.899863602604532,0.346772102609216,6.98464159640324e-05,0.00452607471066685,774,230,826,417,220,576,343,796,351,581,228,808
"Mast1",1703.57954081763,-0.371903337691414,0.190622819896405,0.00104213945295914,0.0329105755859944,1432,1182,804,1820,2373,1821,2612,2163,2249,1585,1452,998
"Adcy7",171.758054333071,1.74136283993589,0.398182159766259,2.87752068479962e-07,5.48533920359666e-05,372,46,145,62,41,300,87,239,79,312,30,391
"Cx3cl1",466.430119877941,-1.07080158171475,0.490839495837014,0.000147546664351245,0.00789261735913584,271,613,194,932,517,148,572,181,467,837,779,246
"Slc38a7",22374.6476035829,-0.545648955980805,0.102518974137923,1.07662375049808e-09,5.25016823818472e-07,12874,23904,20742,40044,21393,13775,22257,17609,17931,30839,32772,21995
"Cbfb",37593.7656390596,-0.699322853782477,0.180935005501009,8.72460236500201e-07,0.000138595596205854,25636,33863,26734,55839,53826,28211,53504,41816,43089,23895,41879,25444
"LOC118567611",81.7157410117451,-0.941548102759639,0.442682474845912,0.000185315143723229,0.009341041463299,44,73,52,124,125,39,80,54,97,56,181,63
"Chst5",669.2529528578,0.473568943423559,0.233021281217873,0.000491948520424713,0.019227295976583,437,578,888,832,368,758,431,807,357,1171,757,922
"Kcng4",43.0211207334235,0.67008528125665,0.744382703138915,0.00189611540352193,0.0495138778287065,16,53,30,110,7,56,12,18,3,121,70,60
"Zfpm1",28782.0728239015,1.03029525875049,0.182957060008091,1.29187530515451e-09,6.15666665313293e-07,25482,19898,40002,29748,11680,35599,16083,31488,12985,63753,21233,51123
"Cbfa2t3",2036.21946940448,0.674513026501011,0.535376999249877,0.00136740074526549,0.0402146230399326,4389,586,898,916,1225,4791,1709,1887,1498,3434,620,2517
"C230057M02Rik",73.4928573072439,1.12412913199151,0.390012840647585,3.70118226187063e-05,0.00271549676068831,70,50,84,57,36,132,37,95,34,119,66,122
"Gm36059",71.9611648710422,0.922154942669163,0.48434587756234,0.000288103465292863,0.0128198925120356,68,39,128,63,33,85,34,145,40,75,50,127
"LOC115486982",565.767262343647,-0.597951288578631,0.180968652644958,9.5343532171771e-06,0.000956583026846826,372,457,388,867,733,449,691,557,637,526,642,569
"Msantd4",4838.48956200043,0.46517243325665,0.153730141983012,5.79198944272049e-05,0.00384342489317741,6467,2662,4623,4785,3873,6526,4653,6883,3915,6092,2892,5625
"Cep126",314.942993035558,2.75140445412093,0.973455504253187,1.94466814772401e-06,0.000271851642597498,446,44,786,72,22,438,66,1122,54,311,6,560
"Kdm4d",90.7878514930664,0.897434965559213,0.360308510332033,8.84743701181423e-05,0.00547262261654078,84,50,170,99,46,71,40,101,23,193,101,163
"Cwc15",11634.1322826602,0.376202502992124,0.13197861063181,0.000198118805434492,0.0097980029036695,14500,7747,11708,13001,8994,12664,10692,14878,8641,17507,9122,13333
"Mre11a",4331.08484064135,0.431367967829081,0.0950150849448174,3.60424043134792e-07,6.57194066129866e-05,4972,2589,4683,4668,3607,4691,3927,6758,3253,5685,3533,4843
"Zfp426",3171.43900527654,0.308457052914876,0.147012811745789,0.00128270312966321,0.0382059686447555,3136,2224,3174,4179,2383,3355,2577,3644,2093,4998,2988,4492
"Fbxl12",2273.51162504757,0.491443631827765,0.161423946904217,4.37706921316179e-05,0.00303916438181423,1996,1854,2493,2989,1299,2170,1459,2315,1207,4513,2343,3719
"LOC115487308",174.799357987469,0.402312971727597,0.252596372413616,0.00155875414889499,0.0436388728280094,186,102,192,181,125,181,118,306,143,262,141,223
"Kank2",1501.02179140338,0.756500682679737,0.204758251745687,1.97473051214325e-06,0.000274225987477694,1937,697,1152,998,1090,2549,1539,3043,1212,2048,751,1332
"Dock6",2573.30498566166,0.634071434975004,0.286137942346084,0.000195669008452664,0.00974580389131571,2854,2043,2520,2949,1279,2767,1586,2499,1398,5671,2070,4384
"Acad8",3033.1792229828,0.429926574756163,0.136436868614734,5.87690203938871e-05,0.00387524398943213,3231,1887,3679,3689,2030,2957,2503,3985,1997,5278,2874,3534
"Vps26b",10805.3581026116,0.398552880315834,0.177015379621388,0.000519617675989472,0.0200291600143809,11755,7128,10254,12636,8148,13101,9697,14430,7247,18891,9464,10887
"Ncapd3",12334.06301773,0.453884771235955,0.121039442966017,6.88439351836852e-06,0.000729085089326613,14403,8291,12831,13721,9222,14638,11034,16536,9058,16299,9420,15615
"Jam3",3903.95845353582,0.346616891174278,0.180262854893134,0.00129948027094626,0.0385960365459944,4063,2404,4748,4051,3244,4202,3583,6906,2899,5073,3029,3808
"Igsf9b",4408.00678846893,0.637465411146515,0.242492490323028,6.9327750545279e-05,0.00451470062479489,6822,1844,4124,3251,3537,6596,4233,8266,3760,4156,1621,5213
"Snx19",8548.54608966848,0.58411971029152,0.143768215605646,4.65494514040854e-07,8.13412872076889e-05,8526,5696,9715,10072,5567,9769,6485,11691,5433,15937,7001,10298
"Zbtb44",4896.83923680032,0.464932170410089,0.168642792920627,0.000113201355026926,0.00657539948354466,5800,3056,5435,4796,3903,5681,4340,8196,3729,5400,3244,6250
"Aplp2",37594.073370843,0.492999415306362,0.10869647301601,1.39432393385444e-07,2.98753105089875e-05,41782,24658,41096,42182,27614,40512,32682,56405,26622,58345,29033,42947
"Nfrkb",5467.5233459499,0.443055184928619,0.0921393819881338,8.236422416799e-08,1.96686146552258e-05,5701,3705,5706,6325,4094,5786,4657,7975,3951,8260,4734,6581
"Kirrel3",109.079818732805,1.57665262931254,0.335497158301079,1.31435202888401e-07,2.90112080985988e-05,152,81,191,102,39,113,53,171,25,254,78,103
"Kirrel3os",77.8199392439844,0.893496988887965,0.404017091573651,0.000161467022420357,0.00846450498283118,109,34,120,79,40,84,56,144,41,95,38,122
"Foxred1",5579.30047229772,0.443953913083899,0.141812357552596,5.37961879538102e-05,0.00360400084729536,5012,3636,6463,6517,3512,5803,4288,7337,3638,10604,5461,7186
"Srpr",31436.6252000699,0.410396688903633,0.157793885900604,0.000246123336076183,0.0114943435059721,33190,22307,32246,38943,21274,33141,24701,36176,20142,58021,32325,37385
"Fam118b",2970.48758093599,0.368753535574949,0.131982013354426,0.000237332369664762,0.0111583463217498,3119,2071,2846,3413,2339,3396,2700,3935,2014,4814,2721,3278
"Rpusd4",3608.96873077781,0.551058127497391,0.139348564004984,9.76283207303707e-07,0.000150527077749643,4142,2097,3596,3616,2716,4624,3264,5691,2633,5518,3015,3512
"Stt3a",39478.9847153388,0.422202535594254,0.116336879109347,1.57551531226343e-05,0.00142400778374361,44038,26648,48098,44751,28478,38913,33486,54643,27888,58377,29735,51019
"Ei24",10447.5180865741,0.315606946318698,0.162517292502253,0.00156747275072511,0.0436393477603911,11190,8008,10528,12894,7451,11017,9334,13297,7348,17547,9789,10548
"Slc37a2",772.605160157414,0.407013465095739,0.137115001798711,0.000115416652480185,0.00664882358751924,792,618,888,1001,522,833,607,980,565,1086,702,901
"Robo3",103.249939037653,1.13838636982858,0.789529245425052,0.000339910971633454,0.0145926313675689,107,84,137,86,12,126,24,86,31,176,15,392
"Esam",282.775179495141,1.11772001377049,0.27825666110536,1.86448021496042e-06,0.000263623773875979,212,238,552,375,70,254,86,168,95,720,269,511
"Nrgn",345.535713741413,0.534121668761254,0.324492296701384,0.0008462374335008,0.0282488312500052,402,280,359,354,181,328,220,457,214,802,228,477
"Gm46107",36.3310318570746,3.28625126422024,0.794017404560826,1.93552588835821e-08,5.55973182917581e-06,87,16,53,19,1,53,9,51,3,72,3,81
